課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,課程相關總描述,課程技能總覽
Introduction to Large Language Models - Bahasa Indonesia,4.5 out of 5 stars,6 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-large-language-models---bahasa-indonesia,1 module,"Artificial Intelligence, Prompt Engineering, Generative AI, Large Language Modeling, Google Cloud Platform",Pengantar Model Bahasa Besar,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace,"Introduction to Large Language Models - Bahasa Indonesia
Artificial Intelligence, Prompt Engineering, Generative AI, Large Language Modeling, Google Cloud Platform
Pengantar Model Bahasa Besar","人工智慧（Artificial Intelligence）: 理解 AI 的基本概念與應用範疇;  
提示工程（Prompt Engineering）: 學習設計有效提示以引導模型產生預期結果;  
生成式 AI（Generative AI）: 掌握生成內容的技術原理與應用場景;  
大型語言模型（Large Language Modeling）: 理解模型架構、訓練流程與微調技巧;  
Google Cloud Platform（GCP）: 熟悉雲端服務部署、API 使用與資源管理;  
印尼語（Bahasa Indonesia）: 了解語言特性與模型在印尼語的應用技巧;  
模型介紹（Pengantar Model Bahasa Besar）: 掌握大型語言模型的基本概念與架構。"
Writing Winning Resumes and Cover Letters,4.6 out of 5 stars,331 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/resume-writing,4 modules,"Business Writing, Analytical Skills, Marketing, Applicant Tracking Systems, Writing, Persuasive Communication, Concision, Keyword Research, Branding",Preparing to Write | Writing a Winning Resume | Choosing a Resume Format | Writing a Winning Cover Letter,"Charles Duquette, University of Maryland, College Park",Starts Jul 19,Flexible schedule,Approx. 15 hours.Learn at your own pace,"Writing Winning Resumes and Cover Letters
Business Writing, Analytical Skills, Marketing, Applicant Tracking Systems, Writing, Persuasive Communication, Concision, Keyword Research, Branding
Preparing to Write | Writing a Winning Resume | Choosing a Resume Format | Writing a Winning Cover Letter","履歷與求職信撰寫（Resume and Cover Letter Writing）:學習撰寫技巧、範例分析與內容結構安排;  
商業寫作（Business Writing）:掌握正式文案撰寫、商業信函格式與語氣;  
分析能力（Analytical Skills）:提升資料分析、內容邏輯整理與說服力;  
行銷（Marketing）:理解品牌塑造、內容行銷策略與目標客群定位;  
求職系統（Applicant Tracking Systems, ATS）:學習關鍵字優化、履歷格式適配ATS的技巧;  
寫作（Writing）:掌握內容組織、語言表達與文案精煉;  
說服性溝通（Persuasive Communication）:學習說服技巧、強調價值點與情感訴求;  
簡潔表達（Concision）:練習內容精簡、重點突出與避免冗詞贅句;  
關鍵字研究（Keyword Research）:掌握搜尋引擎優化（SEO）技巧、履歷中關鍵詞選擇;  
品牌塑造（Branding）:理解個人品牌建立、品牌一致性與專業形象塑造;  
履歷撰寫準備（Preparing to Write）:規劃內容架構、資料蒐集與撰寫策略;  
履歷撰寫（Writing a Winning Resume）:掌握履歷內容撰寫、格式選擇與內容優化;  
履歷格式選擇（Choosing a Resume Format）:學習不同履歷格式（如：時間型、功能型、混合型）適用情境;  
求職信撰寫（Writing a Winning Cover Letter）:掌握求職信結構、內容撰寫技巧與個人化策略;"
Planning for your Google Workspace Deployment 日本語版,,,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/deploying-g-suite-jp,1 module,"Calendar Management, Resource Allocation, Project Planning, Data Migration, Data Import/Export, Email Security, End User Training and Support, Google Workspace, Application Deployment, Change Management, Workflow Management, User Provisioning, Administration, Organizational Change",Planning for your Google Workspace Deployment,"Google Cloud Training, Google Cloud",Starts Jul 19,Flexible schedule,Learn at your own pace,"Planning for your Google Workspace Deployment 日本語版
Calendar Management, Resource Allocation, Project Planning, Data Migration, Data Import/Export, Email Security, End User Training and Support, Google Workspace, Application Deployment, Change Management, Workflow Management, User Provisioning, Administration, Organizational Change
Planning for your Google Workspace Deployment",Google Workspace（Google Workspace）: 了解整體架構與功能模組; 使用者帳號管理與權限設定; 應用程式部署與整合; 資料遷移與匯入/匯出技巧; 安全性設定與電子郵件安全措施; 組織變革管理與流程優化; 使用者端端訓練與支援; 管理員後台操作與設定; 工作流程管理與資源分配; 使用者帳號建立與權限配置; 變更管理流程與策略; 端端端部署流程與最佳實務; 資料遷移策略與工具應用; 端端端應用程式整合與部署; 端端端安全設定與合規性管理
Certified Six Sigma Yellow Belt Training,,,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-certified-six-sigma-yellow-belt-training-ziwzo,30 modules,"Project Management, Lean Six Sigma, Continuous Improvement Process, Brainstorming, Statistical Process Controls, Data-Driven Decision-Making, Customer Insights, Data Collection, Minitab, Root Cause Analysis, Six Sigma Methodology, Quality Assessment, Sampling (Statistics), Process Mapping, Process Improvement, Waste Minimization","Introduction to the Course | Introduction: Kaizen Versus Lean Versus Six Sigma - What is the Difference? | Introduction: Six Sigma Methodologies and the Six Sigma DMAIC Roadmap | Define: Capture the Voice of Customer (VOC) | Define: Translate Voices to Requirements | Define: Create a Project Charter | Define: Create a SIPOC | Measure: Create a Process Map | Measure: Identify the 8 Wastes | Measure: Identify the Data Types | Measure: Create a Data Collection Strategy (Part 01) | Measure: Create a Data Collection Strategy (Part 02) | Measure: Introduction to Minitab | Measure: Identify the Data Characteristics | Measure: Check for Data Stability | Measure: Identify Defects, Defectives, Opportunities For Error and Unit (DUDO) | Measure: Identify the Process Capability | Analyze: Identify the Trivial Many Root Causes | Analyze: Ascertain Critical Root Causes | Analyze: Identify Vital Few Root Causes Using Basic Charts | Analyze: Identify Vital Few Root Causes Using Graphical Techniques | Analyze: Identify Vital Few Root Causes Using Additional Analysis Techniques | Improve: Generate, Prioritize, and Select Potential Solutions | Improve: Pilot Solutions | Improve: Perform a Risk Analysis | Improve: Identify New Process Capability | Control: Sustain Improvements Using Control Charts | Control: Create a Control Plan | Close: Replicate, Share Best Practices, Celebrate, and Recognize Success | Recap Section",Packt - Course Instructors,No Upcoming Session Available,Flexible schedule,Learn at your own pace,"Certified Six Sigma Yellow Belt Training
Project Management, Lean Six Sigma, Continuous Improvement Process, Brainstorming, Statistical Process Controls, Data-Driven Decision-Making, Customer Insights, Data Collection, Minitab, Root Cause Analysis, Six Sigma Methodology, Quality Assessment, Sampling (Statistics), Process Mapping, Process Improvement, Waste Minimization
Introduction to the Course | Introduction: Kaizen Versus Lean Versus Six Sigma - What is the Difference? | Introduction: Six Sigma Methodologies and the Six Sigma DMAIC Roadmap | Define: Capture the Voice of Customer (VOC) | Define: Translate Voices to Requirements | Define: Create a Project Charter | Define: Create a SIPOC | Measure: Create a Process Map | Measure: Identify the 8 Wastes | Measure: Identify the Data Types | Measure: Create a Data Collection Strategy (Part 01) | Measure: Create a Data Collection Strategy (Part 02) | Measure: Introduction to Minitab | Measure: Identify the Data Characteristics | Measure: Check for Data Stability | Measure: Identify Defects, Defectives, Opportunities For Error and Unit (DUDO) | Measure: Identify the Process Capability | Analyze: Identify the Trivial Many Root Causes | Analyze: Ascertain Critical Root Causes | Analyze: Identify Vital Few Root Causes Using Basic Charts | Analyze: Identify Vital Few Root Causes Using Graphical Techniques | Analyze: Identify Vital Few Root Causes Using Additional Analysis Techniques | Improve: Generate, Prioritize, and Select Potential Solutions | Improve: Pilot Solutions | Improve: Perform a Risk Analysis | Improve: Identify New Process Capability | Control: Sustain Improvements Using Control Charts | Control: Create a Control Plan | Close: Replicate, Share Best Practices, Celebrate, and Recognize Success | Recap Section","六標準差黃帶（Six Sigma Yellow Belt）:了解六標準差基本概念與流程；掌握DMAIC流程的各階段（Define, Measure, Analyze, Improve, Control）；學習VOC收集與轉化為需求的方法；熟悉專案章程（Project Charter）與SIPOC圖的建立；理解流程圖（Process Mapping）與八大浪費（8 Wastes）辨識技巧；掌握資料收集策略（Data Collection Strategy）設計與實施；熟悉Minitab軟體的基本操作與應用；了解資料特性分析（Data Characteristics Analysis）與資料穩定性檢查（Data Stability Check）；學習缺陷與機會辨識（Defects, Opportunities For Error, DUDO）；掌握流程能力（Process Capability）分析；根本原因分析（Root Cause Analysis）技巧，包括基本圖表（Basic Charts）、圖形技術（Graphical Techniques）與其他分析方法；改善階段的解決方案產生與優先排序（Generate, Prioritize, Select Solutions）；試點方案（Pilot Solutions）與風險分析（Risk Analysis）；提升流程能力（Process Capability Improvement）；控制階段的控制圖（Control Charts）應用與控制計畫（Control Plan）制定；專案結案與知識分享（Share Best Practices, Celebrate Success）;"
Financial Management for Churches,,,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/financial-management-church-theology,4 modules,"Financial Analysis, Ethical Standards And Conduct, Tax, Financial Policy, Financial Planning, Administration, Fundraising, Accounting, Budgeting, Asset Management, Tax Compliance, Financial Reporting, Financial Management",Welcome to the Course! | Basic Principles of Church Financial Reporting and Budgeting | Practical Aspects of Church Financial Management | Church Financial Leadership,"Russell Elmayan, Duke University",Starts Jul 17,Flexible schedule,Learn at your own pace,"Financial Management for Churches
Financial Analysis, Ethical Standards And Conduct, Tax, Financial Policy, Financial Planning, Administration, Fundraising, Accounting, Budgeting, Asset Management, Tax Compliance, Financial Reporting, Financial Management
Welcome to the Course! | Basic Principles of Church Financial Reporting and Budgeting | Practical Aspects of Church Financial Management | Church Financial Leadership","財務分析（Financial Analysis）:學習財務比率分析、財務狀況評估與決策支持;  
倫理標準與行為（Ethical Standards And Conduct）:理解財務倫理規範與專業操守;  
稅務（Tax）:掌握稅務規則、稅務規劃與合規要求;  
財務政策（Financial Policy）:制定與執行財務政策與流程;  
財務規劃（Financial Planning）:進行預算編制、資金預測與長期財務策略;  
行政管理（Administration）:掌握財務行政作業流程與管理技巧;  
募款（Fundraising）:設計募款策略、活動規劃與資金募集技巧;  
會計（Accounting）:學習會計原則、帳務處理與帳簿管理;  
預算編制（Budgeting）:制定預算方案、預算控制與差異分析;  
資產管理（Asset Management）:資產登記、折舊計算與資產保值;  
稅務合規（Tax Compliance）:確保稅務申報與合規性;  
財務報告（Financial Reporting）:編製財務報表、揭露資訊與合規性;  
財務管理（Financial Management）:整合財務分析、規劃與控制流程;  
基本財務報告原則（Basic Principles of Church Financial Reporting）:掌握教會財務報告的基本規範與格式;  
實務財務管理（Practical Aspects of Church Financial Management）:應用財務管理技巧於教會實務操作;  
財務領導（Church Financial Leadership）:學習財務決策、風險管理與領導策略。"
"Contexto de Negocios en LATAM: Factores Políticos, Sociales y Económicos",4.7 out of 5 stars,173 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/contexto-negocios-latam,4 modules,"Economics, Financial Market, Economic Development, Cultural Sensitivity, Business Economics, World History, Political Sciences, Business Modeling, Business Strategy, Socioeconomics, Financial Analysis, Business",Contexto social y polÃ­tico | Contexto econÃ³mico | Mercados financieros e industrias relevantes | Modelos de negocio en LatinoamÃ©rica,"Andres Vicencio, Jorge Tarzijan, Julieta Suarez, Raimundo Soto, Pontificia Universidad CatÃ³lica de Chile",Starts Jul 17,Flexible schedule,Learn at your own pace,"Contexto de Negocios en LATAM: Factores Políticos, Sociales y Económicos
Economics, Financial Market, Economic Development, Cultural Sensitivity, Business Economics, World History, Political Sciences, Business Modeling, Business Strategy, Socioeconomics, Financial Analysis, Business
Contexto social y polÃ­tico | Contexto econÃ³mico | Mercados financieros e industrias relevantes | Modelos de negocio en LatinoamÃ©rica","經濟學（Economics）:理解經濟基本原理、供需關係與經濟指標;  
金融市場（Financial Market）:掌握金融工具、資產定價與市場運作機制;  
經濟發展（Economic Development）:分析經濟成長模型、發展策略與政策影響;  
文化敏感度（Cultural Sensitivity）:理解不同文化背景對商業決策的影響;  
商業經濟學（Business Economics）:應用經濟理論於企業決策與成本分析;  
世界歷史（World History）:了解全球經濟與政治事件的歷史背景;  
政治科學（Political Sciences）:分析政治體系、政策制定與國際關係;  
商業建模（Business Modeling）:建立商業模型、流程圖與價值鏈分析;  
商業策略（Business Strategy）:制定競爭策略、SWOT分析與市場定位;  
社會經濟學（Socioeconomics）:研究社會結構與經濟行為的交互作用;  
財務分析（Financial Analysis）:進行財務報表分析、投資評估與風險管理;  
拉丁美洲市場（Markets in Latin America）:分析當地經濟環境、行業特性與市場進入策略;"
GenAI for Telemedicine Data Security,,,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-telemedicine-data-security,1 module,"Design, Medical Privacy, Cyber Security Assessment, Telehealth, System Implementation, Personally Identifiable Information, Generative AI, Healthcare Ethics, Data Security, Artificial Intelligence, Health Technology, Security Strategy, Analysis, Regulatory Compliance, Healthcare Industry Knowledge, Innovation, Technical Consulting",GenAI for Telemedicine Data Security,"Ritesh Vajariya, Coursera Instructor Network",Starts Jul 17,Flexible schedule,Learn at your own pace,"GenAI for Telemedicine Data Security
Design, Medical Privacy, Cyber Security Assessment, Telehealth, System Implementation, Personally Identifiable Information, Generative AI, Healthcare Ethics, Data Security, Artificial Intelligence, Health Technology, Security Strategy, Analysis, Regulatory Compliance, Healthcare Industry Knowledge, Innovation, Technical Consulting
GenAI for Telemedicine Data Security","生成式人工智慧（Generative AI）:理解生成模型的基本原理與應用範疇;  
資料安全（Data Security）:掌握資料加密、存取控制、資料保護措施;  
醫療隱私（Medical Privacy）:學習個人可識別資訊（Personally Identifiable Information, PII）保護規範與實務;  
網路安全評估（Cyber Security Assessment）:進行系統漏洞分析、威脅辨識與安全風險評估;  
遠距醫療系統（Telehealth System）:設計與實作遠距醫療平台的架構與安全措施;  
系統實作（System Implementation）:應用軟體開發流程與安全整合技術;  
醫療倫理（Healthcare Ethics）:理解醫療資料使用的倫理規範與法律遵循;  
資料安全策略（Data Security Strategy）:制定企業資料保護策略與安全規範;  
人工智慧（Artificial Intelligence）:應用AI於醫療資料分析與智能決策;  
健康科技（Health Technology）:整合新興科技於醫療服務流程中;  
安全策略（Security Strategy）:設計整體資訊安全策略與應對措施;  
資料分析（Analysis）:進行醫療資料的資料探索與數據分析;  
法規遵循（Regulatory Compliance）:理解並應用醫療資料相關法規與標準;  
創新（Innovation）:探索新技術在遠距醫療資料安全中的應用;  
技術諮詢（Technical Consulting）:提供專業的系統安全與技術解決方案建議;"
Renewable Energy Futures,4.8 out of 5 stars,242 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-futures,5 modules,"Forecasting, Electrical Systems, Environmental Issue, Electrical Power, Market Trend, Market Opportunities, Energy and Utilities, Market Dynamics, Emerging Technologies, Electric Power Systems, Trend Analysis, Analysis, Mathematical Modeling","Introduction,  Energy Transitions, and Scenarios | Renewable Energy Technology Futures:  Wind, Solar PV, and More | Enabling Technologies for Renewable Energy | Emerging Issues and Concepts in Renewable Energy | Summary and Review","Paul Komor, University of Colorado Boulder",Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace,"Renewable Energy Futures
Forecasting, Electrical Systems, Environmental Issue, Electrical Power, Market Trend, Market Opportunities, Energy and Utilities, Market Dynamics, Emerging Technologies, Electric Power Systems, Trend Analysis, Analysis, Mathematical Modeling
Introduction,  Energy Transitions, and Scenarios | Renewable Energy Technology Futures:  Wind, Solar PV, and More | Enabling Technologies for Renewable Energy | Emerging Issues and Concepts in Renewable Energy | Summary and Review","再生能源未來（Renewable Energy Futures）:學習能源轉型、情境分析與未來趨勢預測;  
預測模型（Forecasting Models）:掌握時間序列分析、回歸分析與預測技術;  
電力系統（Electrical Power Systems）:理解電力系統架構、運作原理與控制策略;  
環境議題（Environmental Issues）:認識能源轉型對環境的影響與相關環境指標;  
市場趨勢（Market Trend Analysis）:學習市場數據分析、趨勢判斷與未來預測;  
市場機會（Market Opportunities）:分析能源產業的商業模式與投資潛力;  
能源與公用事業（Energy and Utilities）:掌握能源產業結構、運營模式與管理策略;  
市場動態（Market Dynamics）:理解供需變化、政策影響與市場調節機制;  
新興技術（Emerging Technologies）:學習風能、太陽能光伏等新技術的原理與應用;  
電力系統（Electric Power Systems）:深入電力系統設計、運行與穩定性分析;  
趨勢分析（Trend Analysis）:掌握數據分析方法、趨勢識別與預測技巧;  
分析（Analysis）:進行資料整理、數據解讀與模型驗證;  
數學建模（Mathematical Modeling）:建立能源系統、預測模型與情境模擬;  
能源轉型與情境（Energy Transitions and Scenarios）:理解能源轉型策略、情境規劃與政策分析;  
可再生能源技術（Renewable Energy Technology）:學習風能、太陽能等技術的原理、設計與應用;  
促進技術（Enabling Technologies）:掌握支援可再生能源發展的關鍵技術與創新;  
新興議題與概念（Emerging Issues and Concepts）:了解能源科技的最新議題、挑戰與未來方向;"
"Muestreo de personas, redes y registros",,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sampling-methods-es,6 modules,"Statistical Methods, Network Analysis, Sampling (Statistics), Probability & Statistics, Sample Size Determination, Surveys, Data Collection, Statistical Software, Quantitative Research, Statistical Inference",MÃ³dulo 1: El muestreo como herramienta de investigaciÃ³n | Mera aleatorizaciÃ³n | Ahorrar dinero mediante el muestreo por conglomerados | Utilizar datos auxiliares para ser mÃ¡s eficiente | Muestreo simplificado | Reunirlo todo,"James M Lepkowski, University of Michigan",Starts Jul 19,Flexible schedule,Learn at your own pace,"Muestreo de personas, redes y registros
Statistical Methods, Network Analysis, Sampling (Statistics), Probability & Statistics, Sample Size Determination, Surveys, Data Collection, Statistical Software, Quantitative Research, Statistical Inference
MÃ³dulo 1: El muestreo como herramienta de investigaciÃ³n | Mera aleatorizaciÃ³n | Ahorrar dinero mediante el muestreo por conglomerados | Utilizar datos auxiliares para ser mÃ¡s eficiente | Muestreo simplificado | Reunirlo todo","抽樣方法（Sampling Methods）:學習不同抽樣技術如簡單隨機抽樣、集群抽樣、系統抽樣，並應用於資料收集與調查設計;  
統計方法（Statistical Methods）:掌握描述性統計、推論統計、假設檢定與區間估計;  
網路分析（Network Analysis）:理解網路結構、節點與連結的分析技巧;  
資料收集（Data Collection）:學習調查設計、資料蒐集流程與資料整理技巧;  
統計軟體（Statistical Software）:熟悉R、SPSS、SAS或Python中的統計套件，進行資料分析與模型建立;  
樣本大小決定（Sample Size Determination）:掌握計算樣本數以確保統計推論的精確度;  
調查設計（Surveys）:學習問卷設計、抽樣策略與資料收集流程;  
定量研究（Quantitative Research）:掌握數據分析方法、實證研究設計與資料解釋;  
統計推論（Statistical Inference）:理解抽樣分布、假設檢定、p值與信賴區間;  
資料分析流程（Data Analysis Workflow）:學習從資料蒐集、資料清理、分析到結果呈現的完整流程;  
資料輔助工具（Auxiliary Data Utilization）:應用輔助資料提升抽樣與分析效率;  
集群抽樣（Cluster Sampling）:學習集群抽樣的策略與成本效益;  
簡化抽樣（Simplified Sampling）:掌握快速且有效的抽樣方法;  
調查策略（Survey Strategies）:整合抽樣方法與資料收集技巧，提升調查效率與準確性;"
Marketing Estratégico,4.9 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/marketing-estrategico,4 modules,"Marketing, Customer Relationship Building, Marketing Strategy and Techniques, Market Dynamics, Target Market, Competitive Analysis, Value Propositions, Strategic Marketing, Brand Strategy, Consumer Behaviour, Market Analysis, Customer Insights, Stakeholder Management","Fundamentos do Marketing EstratÃ©gico | Compreendendo Clientes | DinÃ¢mica, MensuraÃ§Ã£o e SegmentaÃ§Ã£o de Mercados | Posicionamento de Marcas","Isis Koelle, FundaÃ§Ã£o Instituto de AdministraÃ§Ã£o",Starts Jul 18,Flexible schedule,Learn at your own pace,"Marketing Estratégico
Marketing, Customer Relationship Building, Marketing Strategy and Techniques, Market Dynamics, Target Market, Competitive Analysis, Value Propositions, Strategic Marketing, Brand Strategy, Consumer Behaviour, Market Analysis, Customer Insights, Stakeholder Management
Fundamentos do Marketing EstratÃ©gico | Compreendendo Clientes | DinÃ¢mica, MensuraÃ§Ã£o e SegmentaÃ§Ã£o de Mercados | Posicionamento de Marcas","市場行銷策略（Marketing Strategy）:學習市場分析、競爭分析、價值主張制定與策略規劃;  
客戶關係管理（Customer Relationship Management, CRM）:掌握客戶資料蒐集、客戶洞察、客戶維繫策略;  
市場動態分析（Market Dynamics）:理解市場變化、需求趨勢、競爭環境評估;  
目標市場定位（Target Market & Positioning）:學習市場細分、目標市場選擇、品牌定位技巧;  
品牌策略（Brand Strategy）:掌握品牌建立、品牌價值傳達與差異化策略;  
消費者行為分析（Consumer Behaviour）:理解消費者需求、購買行為、決策過程;  
市場分析（Market Analysis）:進行市場規模評估、競爭環境分析、機會與威脅識別;  
利益相關者管理（Stakeholder Management）:學習如何識別並管理內外部利益相關者;  
市場細分（Segmentation）:掌握市場細分方法、目標市場選擇、細分策略;  
品牌定位（Brand Positioning）:學習品牌差異化策略、定位陳述與市場傳達;"
Prompt Engineering for Educators,4.8 out of 5 stars,6.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering-for-educators,,"Artificial Intelligence, Game Design, ChatGPT, Productivity, Data Synthesis, Generative AI, Brainstorming, Data Capture, Creative Problem-Solving, Large Language Modeling, AI Personalization, OpenAI",Prompt Engineering for ChatGPT | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 18,1 month,at 10 hours. a week,"Prompt Engineering for Educators
Artificial Intelligence, Game Design, ChatGPT, Productivity, Data Synthesis, Generative AI, Brainstorming, Data Capture, Creative Problem-Solving, Large Language Modeling, AI Personalization, OpenAI
Prompt Engineering for ChatGPT | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI","Prompt Engineering for Educators:學習設計有效提示詞技巧以提升 AI 輸出品質;理解提示詞在教育應用中的角色與策略;

Artificial Intelligence (AI):掌握人工智慧的基本概念與應用範疇;理解 AI 在教育、遊戲設計等領域的應用原理;

Game Design（遊戲設計）:學習遊戲設計原則與流程;理解如何將 AI 技術融入遊戲創作;

ChatGPT:掌握對話生成模型的運作原理;學習如何設計提示詞以產生符合需求的回應;熟悉 ChatGPT 的調整與優化技巧;

Productivity（生產力工具）:了解 AI 驅動的生產力提升工具;學習如何整合 AI 工具提升教學與內容產出效率;

Data Synthesis（資料合成）:掌握資料整合與生成技術;學習利用 AI 進行資料彙整與內容生成;

Generative AI（生成式 AI）:理解生成式模型的架構與應用;學習如何利用生成式 AI 產生內容、圖像或語言資料;

Brainstorming（腦力激盪）:掌握利用 AI 協助創意發想的方法;學習設計促進創意產出的提示策略;

Data Capture（資料蒐集）:學習如何利用 AI 工具進行資料收集與整理;理解資料蒐集流程與工具應用;

Creative Problem-Solving（創意思考解決問題）:掌握運用 AI 進行問題分析與解決方案生成的方法;學習設計促進創意解決方案的提示技巧;

Large Language Modeling（大型語言模型）:理解大型語言模型的架構與運作原理;學習如何調整與應用模型於不同場景;

AI Personalization（AI 個性化）:掌握個性化內容生成技術;學習如何利用 AI 進行用戶需求分析與定制化內容產出;

OpenAI:了解 OpenAI 平台與工具;學習如何利用 OpenAI API 進行模型調用與應用開發;

GPT Vision:理解 GPT 在視覺理解方面的應用;學習如何結合 GPT 與圖"
BIM Fundamentals: Smarter Building Design & Planning,,,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bim-fundamentals-smarter-building-design--planning,1 module,"Building Information Modeling, Data Visualization, Computer-Aided Design, 3D Modeling, Collaboration, Architectural Design, Digital Transformation, Construction Management, Data Management, Data Modeling, Collaborative Software, Engineering Documentation, Architectural Drawing, Autodesk Revit, Project Coordination",BIM Fundamentals: Smarter Building Design & Planning,"Anna Delgove Alday, Coursera Instructor Network",Starts Jul 18,Flexible schedule,Learn at your own pace,"BIM Fundamentals: Smarter Building Design & Planning
Building Information Modeling, Data Visualization, Computer-Aided Design, 3D Modeling, Collaboration, Architectural Design, Digital Transformation, Construction Management, Data Management, Data Modeling, Collaborative Software, Engineering Documentation, Architectural Drawing, Autodesk Revit, Project Coordination
BIM Fundamentals: Smarter Building Design & Planning","BIM（Building Information Modeling）: 了解BIM的基本概念與應用流程;  
數據視覺化（Data Visualization）: 學習將建築數據轉換為直觀圖像與圖表;  
電腦輔助設計（Computer-Aided Design, CAD）: 熟悉CAD工具的操作與設計流程;  
3D建模（3D Modeling）: 掌握建築模型的建立與編輯技巧;  
協作工具（Collaboration Software）: 使用協作平台進行團隊間的資料共享與協同作業;  
建築設計（Architectural Design）: 理解建築設計流程與基本原則;  
數位轉型（Digital Transformation）: 了解建築行業的數位化趨勢與應用;  
施工管理（Construction Management）: 學習施工流程與進度控制;  
資料管理（Data Management）: 管理建築相關資料與資訊流;  
資料建模（Data Modeling）: 建立與維護建築資料模型;  
協同軟體（Collaborative Software）: 使用專案協同工具進行多方協作;  
工程文件（Engineering Documentation）: 編製與管理工程相關文件;  
建築圖紙（Architectural Drawing）: 製作與解讀建築圖紙;  
Autodesk Revit: 熟悉Revit軟體操作、模型建立與資料整合;  
專案協調（Project Coordination）: 管理專案流程與跨部門協作。"
Culture-Driven Team Building Capstone,4.7 out of 5 stars,30 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/team-building-capstone,4 modules,"Organizational Development, Culture, Business Consulting, Strategic Decision-Making, Microsoft PowerPoint, Diversity and Inclusion, Data-Driven Decision-Making, Strategic Thinking, Root Cause Analysis, Analysis, Presentations, Team Building, Organizational Strategy, Business Leadership",Week 1 | Week 2 | Week 3 | Week 4,"Derek Newberry, Ph.D., Dr. Aviva Legatt, University of Pennsylvania",Starts Jul 19,14 hours to complete,,"Culture-Driven Team Building Capstone
Organizational Development, Culture, Business Consulting, Strategic Decision-Making, Microsoft PowerPoint, Diversity and Inclusion, Data-Driven Decision-Making, Strategic Thinking, Root Cause Analysis, Analysis, Presentations, Team Building, Organizational Strategy, Business Leadership
Week 1 | Week 2 | Week 3 | Week 4","資料分析（Data Analysis）:學習資料蒐集、探索性分析(EDA)、資料分析工具應用;  
資料驅動決策（Data-Driven Decision-Making）:掌握資料分析在決策中的角色與流程;  
根本原因分析（Root Cause Analysis）:學習問題診斷與根本原因追蹤技巧;  
策略思考（Strategic Thinking）:培養長遠規劃與策略制定能力;  
組織策略（Organizational Strategy）:理解企業組織策略制定流程與實務;  
商業簡報（Presentations）:學習PowerPoint製作技巧與專業簡報呈現;  
團隊建設（Team Building）:掌握團隊合作與組織文化建立的方法;  
企業文化與多元包容（Culture & Diversity and Inclusion）:理解企業文化塑造與多元包容的重要性;  
商業諮詢（Business Consulting）:了解商業問題分析與解決方案提供流程;  
組織發展（Organizational Development）:學習組織變革與發展策略;  
策略決策（Strategic Decision-Making）:掌握策略制定與評估工具;  
商業領導（Business Leadership）:理解領導力在組織中的角色與實務;"
