課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Terrorism and Counterterrorism: Comparing Theory and Practice,4.8 out of 5 stars,3.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/terrorism,6 modules,"Public Safety and National Security, Research, World History, Intelligence Collection and Analysis, Trend Analysis, Policy Analysis, Psychology, Political Sciences, Social Studies, Media and Communications, International Relations",Welcome & Introduction to the course | Researching terrorism and counterterrorism | Assumptions on terrorism | Assumptions on counterterrorism | Dealing with the impact of terrorism | Trends and developments in (counter)terrorism,"Edwin Bakker, Jeanine de Roy van Zuijdewijn, Universiteit Leiden",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
From Excel to Power BI,4.5 out of 5 stars,1.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/from-excel-to-power-bi,6 modules,"Data Cleansing, Data Transformation, Interactive Data Visualization, Data Analysis, Exploratory Data Analysis, Dashboard, Power BI, Data Visualization, Business Intelligence, Key Performance Indicators (KPIs), Data Sharing, Data Modeling, Business Analytics, Data Manipulation, Data Import/Export, Microsoft Excel, Data Visualization Software, Data Presentation, Microsoft Power Platform",Introduction to Power BI | Import and Clean Excel Data in Power BI | Model and Visualize Data in Power BI | Work with Different Types of Visualizations | Work with Dashboards in Power BI Online | Cumulative Assessment,"Keith Gibson, Knowledge Accelerators",Starts Jul 17,Flexible schedule,Approx. 3 hours.Learn at your own pace
Emotional Intelligence in the Workplace,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/emotional-intelligence-training,2 modules,"Employee Engagement, Personal Development, Conflict Management, Empathy, Leadership, Self-Motivation, Team Building, Interpersonal Communications, Relationship Building, Collaboration, Stress Management, Self-Discipline, Social Skills, Leadership Development, Adaptability, Self-Awareness, Emotional Intelligence, Resilience, Communication",Module 1: Unlock your Inner Emotional Intelligence | Module 2: Empower Teams through Emotional Intelligence,,Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Português Brasileiro,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-ptbr,8 modules,"Threat Management, Cyber Threat Hunting, Vulnerability Management, Artificial Intelligence, Incident Response, Cybersecurity, Threat Detection, Cyber Threat Intelligence, Continuous Monitoring",IntroduÃ§Ã£o | O que Ã© o Google Threat Intelligence? | Resposta a incidentes | Gemini na InteligÃªncia contra AmeaÃ§as | Busca avanÃ§ada por ameaÃ§as | Digital Threat Monitoring | Gerenciamento de superfÃ­cies de ataque | ConclusÃ£o,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Inspired Leadership,4.7 out of 5 stars,2.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/inspired-leadership,,"Professional Development, Culture Transformation, Organizational Leadership, Leadership Development, People Development, Active Listening, Leadership and Management, Empowerment, Coaching, Empathy, Leadership, Employee Coaching","Inspiring Leadership through Emotional Intelligence | Women in Leadership: Inspiring Positive Change | Conversations That Inspire: Coaching Learning, Leadership and Change | Leading Positive Change through Appreciative Inquiry | Be a Leader, Develop a Leader","Diana Bilimoria, PhD, Melvin Smith, Ronald Fry, Richard Boyatzis, Ellen  VanOosten, PhD, Suzanne Healy, EdD, Case Western Reserve University",Starts Jul 17,2 months,at 10 hours. a week
El futuro de la inteligencia artificial en el deporte,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/el-futuro-de-la-inteligencia-artificial-en-el-deporte,4 modules,"Performance Appraisal, Product Roadmaps, Ethical Standards And Conduct, Artificial Intelligence, Consumer Behaviour, Augmented and Virtual Reality (AR/VR), Investment Management, AI Personalization, Cognitive flexibility, Innovation, Decision Making, Governance, Emerging Technologies, Data Governance, Advanced Analytics, Predictive Analytics, Private Cloud, Automation, Law, Regulation, and Compliance, Robotic Process Automation",Tendencias futuristas en la tecnologÃ­a deportiva en el terreno de juego | Tendencias futuristas en la tecnologÃ­a deportiva fuera del terreno de juego | Ãtica y desafÃ­os | Real Madrid Next - Centros de InnovaciÃ³n,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Business Intelligence & Analytics,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mooc-business-intelligence,4 modules,"Team Management, Data-Driven Decision-Making, Key Performance Indicators (KPIs), Talent Management, Business Intelligence, Cloud Computing, Looker (Software), Data Visualization, Business Analytics, Business Metrics, Data Warehousing, Star Schema, Performance Measurement, Data Governance, General Data Protection Regulation (GDPR), Data Management, Data Modeling, Data Storytelling, Data Mart, Big Data","Business Intelligence desde la perspectiva de los negocios | Los datos, almacenamiento, manipulaciÃ³n e implementaciÃ³n | Del orden a la acciÃ³n: gobierno de datos y el poder del data storytelling | El futuro del dato: inteligencia predictiva y talento humano","VerÃ³nica Lourdes Tomich, Universidad de Palermo",Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence - 繁體中文,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-zhtw,8 modules,"Artificial Intelligence, Continuous Monitoring, Cyber Threat Intelligence, Vulnerability Management, Cloud Security, Threat Management, Threat Detection, Incident Response, Interactive Data Visualization",ç°¡ä» | ä»éº¼æ¯ Google Threat Intelligenceï¼ | äºä»¶æè® | Gemini in Threat Intelligence | é²éå¨èæç´¢ | Digital Threat Monitoring | Attack Surface Management | çµè«,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Bahasa Indonesia,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-id,8 modules,"Infrastructure Security, Risk Management Framework, Threat Management, Continuous Monitoring, Threat Detection, Real Time Data, Incident Response, Cyber Threat Hunting, Artificial Intelligence, Vulnerability Management, Cybersecurity, Data Integration, Cyber Threat Intelligence, Endpoint Detection and Response",Pengantar | Apa yang dimaksud dengan Google Threat Intelligence? | Respons Insiden | Gemini di Threat Intelligence | Perburuan Ancaman Tingkat Lanjut | Pemantauan Ancaman Digital | Untitled Module | Kesimpulan,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Business & Technology,4.8 out of 5 stars,71 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-technology,,"Artificial Intelligence, Machine Learning, Entrepreneurship, Culture Transformation, Organizational Leadership, Change Management, Design Thinking, Organizational Structure, Generative AI, Business Strategy, Artificial Intelligence and Machine Learning (AI/ML), Innovation",Artificial Intelligence | New Tech Ventures | Innovation and International Strategy | Transformational Leadership in a Tech-Driven Marketplace,"Nik Rokop, Siva Balasubramanian, John Walden, M. Krishna Erramilli, Illinois Tech",Starts Jul 17,4 months,at 20 hours. a week
IA: Ética en la Inteligencia Artificial Educativa,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ia-etica,6 modules,"Law, Regulation, and Compliance, Risk Management Framework, Generative AI Agents, Ethical Standards And Conduct, Education Software and Technology, Social Sciences, Analysis, Data Ethics, Education and Training, Information Privacy, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Artificial Intelligence",IntroducciÃ³n a los sistemas de IA aplicados a la educaciÃ³n | Conceptos Ã©ticos generales aplicados a la IA | Principios Ã©ticos aplicables a la IA | Los principios de la bioÃ©tica y la Ã©tica tecnolÃ³gica aplicados a la IA | Riesgos y problemas regulatorios de la IA en la educaciÃ³n | CrÃ©ditos y referencias,"Jorge Enrique Linares Salgado, Universidad Nacional AutÃ³noma de MÃ©xico",Starts Jul 17,Flexible schedule,Learn at your own pace
El futuro de la inteligencia artificial en el deporte,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/el-futuro-de-la-inteligencia-artificial-en-el-deporte,4 modules,"Performance Appraisal, Product Roadmaps, Ethical Standards And Conduct, Artificial Intelligence, Consumer Behaviour, Augmented and Virtual Reality (AR/VR), Investment Management, AI Personalization, Cognitive flexibility, Innovation, Decision Making, Governance, Emerging Technologies, Data Governance, Advanced Analytics, Predictive Analytics, Private Cloud, Automation, Law, Regulation, and Compliance, Robotic Process Automation",Tendencias futuristas en la tecnologÃ­a deportiva en el terreno de juego | Tendencias futuristas en la tecnologÃ­a deportiva fuera del terreno de juego | Ãtica y desafÃ­os | Real Madrid Next - Centros de InnovaciÃ³n,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Français,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-fr,8 modules,"Threat Management, Threat Detection, Technical Analysis, Generative AI Agents, Vulnerability Management, Cyber Threat Intelligence, Cybersecurity, Interactive Data Visualization, Incident Response, Cyber Threat Hunting",Introduction | Qu'est-ce que Google Threat Intelligence ? | RÃ©ponse aux incidents | Gemini dans le renseignement sur les menaces | Traque avancÃ©e des menaces | Digital Threat Monitoring | Gestion de la surface d'attaque | Conclusion,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Inteligencia Artificial aplicada a la Producción Musical,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-aplicada-a-la-produccion-musical,3 modules,"Music Theory, Human Machine Interfaces, Post-Production, Generative AI, Machine Learning Algorithms, Media Production, Musical Composition, Music, Music History, Automation, Creativity, Artificial Intelligence",Una historia que no cesa de dar giros: Del fonÃ³grafo a la producciÃ³n musical con IA | Nuevos ecosistemas musicales impulsados por IA | IntroducciÃ³n a la Inteligencia Artificial Generativa (IAGen),"Gonzalo Ilutovich, Universidad de Palermo",Starts Jul 17,Flexible schedule,Learn at your own pace
Go and C++:  Programming in Two Successor Languages of C,4.4 out of 5 stars,2.5K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/go-and-c-plus-plus,,"Game Design, Artificial Intelligence, Software Design Patterns, Computer Science, Object Oriented Design, Graph Theory, Integrated Development Environments, Software Testing, Go (Programming Language), Integration Testing, Unit Testing, Debugging","GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz",Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence - 简体中文,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-zhcn,8 modules,"IT Automation, Artificial Intelligence, Endpoint Detection and Response, Threat Detection, Incident Response, Vulnerability Assessments, Threat Management, Cyber Threat Intelligence, Continuous Monitoring, Security Information and Event Management (SIEM), Cyber Threat Hunting",ç®ä» | ä»ä¹æ¯ Google Threat Intelligenceï¼ | çªåäºä»¶ååº | Threat Intelligence ä¸­ç Gemini | é«çº§å¨èæå¯» | Digital Threat Monitoring | æ»å»é¢ç®¡ç | æ»ç»,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Inteligencia Artificial aplicada al Marketing,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-aplicada-al-marketing,4 modules,"Video Production, Generative AI, Web Design and Development, Social Media, Content Creation, Social Media Strategy, Social Media Content, Digital Marketing, Artificial Intelligence, Marketing Strategies, Web Applications, ChatGPT, Lead Generation, Product Design, Email Marketing, Mobile Development Tools",IntroducciÃ³n a la inteligencia artificial y a la generaciÃ³n de contenido | CreaciÃ³n de pÃ¡ginas web y aplicaciones con IA y No-Code | AutomatizaciÃ³n de procesos de marketing con IA | CreaciÃ³n de contenidos multimedia para redes sociales y publicaciÃ³n automÃ¡tica con IA,"Jorge Fajardo, Universidad de Palermo",Starts Jul 17,Flexible schedule,Learn at your own pace
AI in Financial Services: Foundations through future trends,4.5 out of 5 stars,7 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-financial-services-foundations-future-trends,,"Financial Data, General Data Protection Regulation (GDPR), Artificial Intelligence, AI Personalization, Financial Regulation, Payment Systems, Financial Regulations, Data Governance, Artificial Intelligence and Machine Learning (AI/ML), FinTech, Natural Language Processing, Banking Services",AI Fundamentals in Financial Services | Designing the Future of Finance | Open Data and Intelligent Finance,"Martin Schmalz, Pinar Ozcan, SaÃ¯d Business School, University of Oxford",Starts Jul 17,1 month,at 10 hours. a week
"Sequences, Time Series and Prediction",4.7 out of 5 stars,5.1K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,4 modules,"Applied Machine Learning, Deep Learning, Data Processing, Time Series Analysis and Forecasting, Tensorflow, Forecasting, Machine Learning, Artificial Neural Networks, Predictive Modeling",Sequences and Prediction | Deep Neural Networks for Time Series | Recurrent Neural Networks for Time Series | Real-world time series data,Laurence Moroney,Starts Jul 17,Flexible schedule,Approx. 21 hours.Learn at your own pace
Start Writing Prompts like a Pro,4.8 out of 5 stars,693 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-start-writing-prompts-like-a-pro,1 module,Prompt Engineering,Start writing prompts like a pro,,Starts Jul 17,Flexible schedule,Approx. 2 hours.Learn at your own pace
Google Threat Intelligence - Español,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-espanol-es,8 modules,"Data Integration, Cyber Threat Hunting, Threat Detection, MITRE ATT&CK Framework, Threat Management, Vulnerability Assessments, Incident Response, Cybersecurity, Cyber Threat Intelligence",IntroducciÃ³n | Â¿QuÃ© es Google Threat Intelligence? | Respuesta ante incidentes | Gemini en Threat Intelligence | BÃºsqueda avanzada de amenazas | Digital Threat Monitoring | AdministraciÃ³n de la superficie de ataque | ConclusiÃ³n,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Reinforcement Learning,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/reinforcement-learning-engineers,1 module,"Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Control Systems, Artificial Neural Networks, Reinforcement Learning, Applied Machine Learning, Simulations",Reinforcement Learning,MathWorks Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Reinforcement Learning,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/reinforcement-learning-engineers,1 module,"Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Control Systems, Artificial Neural Networks, Reinforcement Learning, Applied Machine Learning, Simulations",Reinforcement Learning,MathWorks Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Generative AI Strategic Leader,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-strategic-leader,,"Artificial Intelligence, Productivity, Automation, Procurement, Agentic systems, Organizational Leadership, Business Process Automation, ChatGPT, Generative AI Agents, Business Intelligence, Generative AI, Strategic Decision-Making",Generative AI Deep Research: Strategic AI Edge for Leaders | Prompt Engineering for ChatGPT | Generative AI Primer | Agentic AI and AI Agents: A Primer for Leaders,"Dr. Jules White, Vanderbilt University",Starts Jul 17,1 month,at 10 hours. a week
Generative AI Deep Research: Strategic AI Edge for Leaders,4.7 out of 5 stars,23 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-deep-research-for-leaders,1 module,"Strategic Decision-Making, Strategic Sourcing, Strategic Thinking, Data-Driven Decision-Making, Technology Strategies, Business Ethics, Talent Sourcing, Competitive Intelligence, Agentic systems, Generative AI Agents, Market Intelligence, Due Diligence, Business Consulting, Talent Acquisition, Procurement, Cross-Functional Collaboration, Business Research, Leadership, Generative AI, Business Intelligence",Deep Research: A Competitive Agentic AI Advantage for Leaders,"Dr. Jules White, Vanderbilt University",Starts Jul 17,4 hours to complete,
Marketing Digital,4.8 out of 5 stars,2.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/estrategia-marketing-digital,5 modules,"Google Ads, Advertising Campaigns, Performance Measurement, Digital Marketing, A/B Testing, Web Analytics, Marketing Strategies, Google Analytics, Online Advertising, Email Marketing, Return On Investment, Campaign Management, Marketing Analytics, Search Engine Optimization, Digital Advertising, Pay Per Click Advertising, Facebook, Search Engine Marketing","O que Ã© marketing digital? | Tipos de canais e SEM | SEO e Facebook Ads | Email Marketing e Growth Hacks | Medir, Testar e Iterar","Artur Vilas Boas, AndrÃ© Leme Fleury, Universidade de SÃ£o Paulo",Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Introduction to AI and Technology in Sports,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ai-and-technology-in-sports,4 modules,"Performance Appraisal, Natural Language Processing, Internet Of Things, Machine Learning, Technology Solutions, Artificial Intelligence, Scikit Learn (Machine Learning Library), Health Technology, Data Analysis, Emerging Technologies, Big Data, Large Language Modeling, Data-Driven Decision-Making, Technology Strategies, Data Analysis Software, Data Ethics, Deep Learning, Statistical Methods, Advanced Analytics, Analytics",Foundations of Artificial Intelligence | Modern AI Techniques and Applications | AI and Technology in Sports | Tools and Technologies in Sports AI,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Generative AI for Growth Marketing,4.7 out of 5 stars,7.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-growth-marketing,,"Artificial Intelligence, Content Creation, IBM Cloud, Image Analysis, Large Language Modeling, Virtual Environment, Business Ethics",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Grow with AI: Your AI-driven Growth Marketing strategy,"Thalita Milan, Rav Ahuja, Antonio Cangiano",Starts Jul 17,3 months,at 4 hours. a week
IA en el Deporte: El Enfoque de un Club,N/A,N/A,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ia-en-el-deporte-el-enfoque-de-un-club,,"Artificial Intelligence, Automation, Machine Learning, Technology Strategies, Predictive Analytics, Augmented and Virtual Reality (AR/VR), Performance Analysis, Data Security, Big Data, Ethical Standards And Conduct, Natural Language Processing, User Experience",IntroducciÃ³n a la IA y la tecnologÃ­a en el deporte | IA para el rendimiento y entrenamiento de jugadores | IA en la participaciÃ³n de los aficionados | El futuro de la inteligencia artificial en el deporte,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Responsible AI: Transparency & Ethics,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/responsible-ai-transparency--ethics,1 module,"Prompt Engineering, Diversity and Inclusion, Machine Learning, Business Ethics, Artificial Intelligence, Compliance Management, Regulatory Compliance, Auditing, Mitigation, Feature Engineering, Data Ethics, Ethical Standards And Conduct, Exploratory Data Analysis, OpenAI, Risk Mitigation, Governance, Predictive Modeling",Responsible AI: Transparency & Ethics,"Brian Newman, Coursera Instructor Network",Starts Jul 17,Flexible schedule,Learn at your own pace
Inteligencia artificial generativa para alumnos,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/iag-para-alumnos,4 modules,"ChatGPT, Critical Thinking, Planning, Generative AI, Analysis, Prompt Engineering, Technology Strategies, Educational Materials, Ethical Standards And Conduct, Creativity, Artificial Intelligence",Fundamentos de IAG | IAG como compaÃ±ero de estudio | IAG como compaÃ±ero en la generaciÃ³n de productos del aprendizaje | BibliografÃ­a,"Anna Karina Cruz LÃ³pez, Universidades AnÃ¡huac",Starts Jul 17,Flexible schedule,Learn at your own pace
International Leadership and Organizational Behavior,4.8 out of 5 stars,3.5K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/organizational-behavior,6 modules,"Organizational Leadership, Relationship Building, Decision Making, Team Motivation, Communication, Cultural Diversity, Intercultural Competence, Cross-Functional Team Leadership, Conflict Management, Leadership, Ethical Standards And Conduct, Professional Networking",LEADERSHIP ACUMEN | NAVIGATING CULTURE | COMMUNICATING EFFECTIVELY | MOTIVATING FOLLOWERS | BUILDING PROFESSIONAL NETWORKS | MANAGING CONFLICTS,"Franz Wohlgezogen, UniversitÃ  Bocconi",Starts Jul 17,Flexible schedule,Learn at your own pace
AI for Player Performance and Training,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-player-performance-and-training,4 modules,"Artificial Intelligence, Medical Equipment and Technology, Competitive Analysis, People Analytics, Coaching, Rehabilitation, Physical Science, Health Technology, Data Analysis, Real Time Data, Process Optimization, Advanced Analytics, AI Personalization, Data-Driven Decision-Making, Talent Recruitment, Technology Solutions, Goal Setting, Organizational Strategy, Injury Prevention, Predictive Analytics",Wearables and Data Collection | Injury Prevention and Recovery | Optimizing team management & personalization in training | Game Strategy and Tactics,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Vibe Coding Fundamentals,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/vibe-coding-fundamentals,3 modules,"Computer Programming, Data Security, Development Environment, Debugging, Generative AI, Large Language Modeling, Artificial Intelligence, ChatGPT, Application Development, Prompt Engineering, Application Programming Interface (API), OpenAI",Introduction to Vibe Coding with Artificial Intelligence | Understanding How Vibe Coding Works | Getting Results,"Scott Reed, University of Colorado System",Starts Jul 17,Flexible schedule,Learn at your own pace
AI in Fan Engagement,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-in-fan-engagement,3 modules,"Artificial Intelligence, Brand Marketing, Marketing Analytics, Augmented Reality, Digital Transformation, Emerging Technologies, Media Relations, Content Management, Predictive Analytics, Revenue Management, Marketing Strategies, Media Strategy, MarTech, Data-Driven Decision-Making, AI Personalization, Digital Media Strategy, Price Negotiation, Brand Loyalty, Customer Analysis, Customer Engagement",Fan engagement and marketing | Fan Engagement and Media/Broadcasting | Sports Economics and AI,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Effective Communication Skills,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-skill-course,2 modules,"Virtual Teams, Active Listening, Adaptability, Communication, Empathy, Conflict Management, Business Correspondence, Verbal Communication Skills, Business Communication, Interpersonal Communications, Non-Verbal Communication, Communication Strategies, Teamwork, Self-Awareness, Trustworthiness, Constructive Feedback, Team Building, Social Skills, Emotional Intelligence",Module 1: Foundations of Communication | Module 2: Advanced Communication Skills,,Starts Jul 17,Flexible schedule,Learn at your own pace
DeepSeek Essentials: From Foundations to Real-World Use,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/deepseek-essentials-from-foundations-to-real-world-use,2 modules,"Applied Machine Learning, Business Process Automation, Artificial Intelligence, ChatGPT, Application Programming Interface (API), Open Source Technology, Large Language Modeling, Generative AI, Deep Learning, Prompt Engineering, AI Personalization, Natural Language Processing","DeepSeek Fundamentals â Capabilities, Access, and Common Misconceptions | DeepSeek Applications and Real-World Impact","Board Infinity, Mirza Rahim Baig",Starts Jul 17,Flexible schedule,Learn at your own pace
Google Threat Intelligence 한국어,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-ko,8 modules,"Vulnerability Assessments, Incident Response, Threat Detection, Cyber Threat Hunting, Cybersecurity, Threat Management, Continuous Monitoring, Cyber Threat Intelligence, Security Information and Event Management (SIEM), Generative AI Agents",ìê° | Google Threat Intelligenceë ë¬´ìì¸ê°ì? | ì¬ê³  ëì | Threat Intelligenceì Gemini | ê³ ê¸ ìí íí | Digital Threat Monitoring | ê³µê²© íë©´ ê´ë¦¬ | ê²°ë¡,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Learn at your own pace
Essential Skills for First-Time Managers,4.7 out of 5 stars,6 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/essential-skills-for-new-managers,,"Prioritization, Communication, Productivity, Team Leadership, Professionalism, ChatGPT, Diversity Equity and Inclusion Initiatives, De-escalation Techniques, Active Listening, Ethical Standards And Conduct, Diversity and Inclusion, Time Management",Workplace Ethics and Professionalism | Effective Communication Skills | Email Etiquette | Time Management Skills | POSH - Prevention of Sexual Harassment | Emotional Intelligence in the Workplace | Effective Collaboration & Teamwork Skills for Professionals | Stress Management Techniques | Conflict Management Strategies | Negotiation Skills | Diversity and Inclusion in the Workplace,,Starts Jul 17,Flexible schedule,Learn at your own pace
Future of AI in Sports and Practical Applications,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/future-of-ai-in-sports-and-practical-applications,4 modules,"Innovation, Decision Making, Performance Analysis, Emerging Technologies, Augmented and Virtual Reality (AR/VR), Investment Management, Consumer Behaviour, Ethical Standards And Conduct, Artificial Intelligence, Law, Regulation, and Compliance, Mental Health, Automation, Robotic Process Automation, Cognitive flexibility, Data Ethics, Advanced Analytics, Governance, Predictive Analytics",Futuristic Trends in on-pitch Sports Technology | Futuristic Trends in off-pitch Sports Technology | Ethics and Challenges | Real Madrid Next - Innovation Hubs,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
Generative AI for Educators & Teachers,4.8 out of 5 stars,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-educators-teachers,,"Ideation, Game Design, Artificial Intelligence, AI Personalization, Verification And Validation, Data Synthesis, ChatGPT, Data Capture, Generative AI, Risk Management Framework, Creative Problem-Solving, Brainstorming",Generative AI Primer | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 17,3 months,at 2 hours. a week
IA en la participación de los aficionados,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ia-en-la-participacin-de-los-aficionados,3 modules,"Emerging Technologies, Content Management, Customer Communications Management, Revenue Management, Price Negotiation, Predictive Analytics, Marketing Strategy and Techniques, Brand Marketing, Marketing Analytics, Artificial Intelligence, Forecasting, Loyalty Programs, Media Relations, Customer Engagement, Media Strategy, Data-Driven Decision-Making, AI Personalization, Digital Media Strategy, Augmented Reality, Digital Transformation",ParticipaciÃ³n de los aficionados y marketing | ParticipaciÃ³n de los aficionados y medios/transmisiones | EconomÃ­a del deporte e inteligencia artificial,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 17,Flexible schedule,Learn at your own pace
A Life of Happiness and Fulfillment,4.8 out of 5 stars,5.9K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/happiness,9 modules,"Psychology, Personal Development, Self-Awareness, Positivity, Emotional Intelligence, Mindfulness, Resilience, Creativity, Decision Making, Growth Mindedness","Module 1: Course intro and happiness measurement | Module 2: The 1st sin, habit, and exercise | Module 3: The 2nd sin, habit, and exercise | Module 4: The 3rd sin, habit and exercise | Module 5: The 4th sin, habit and exercise | Module 6: The 5th sin, habit and exercise | Module 7: The 6th sin, habit, and exercise | Module 8: The 7th sin, habit, and exercise | Module 9: Summary and concluding Remarks","Dr. Rajagopal Raghunathan, Indian School of Business",Starts Jul 17,Flexible schedule,Learn at your own pace
