課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Digital Forensics,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-digital-forensics,6 modules,"Incident Response, Data Integrity, Data Security, Investigation, Mac OS, Data Storage, File Management, Criminal Investigation and Forensics, Cybersecurity, File Systems, Malware Protection, Regulation and Legal Compliance, Disaster Recovery, Mobile Security, Data Ethics, Network Analysis, Computer Security Incident Management","Introduction to Digital Forensics Processes | Data Acquisitions and Processing Crime and Incident Scenes | Investigating File Systems (Windows, Linux, MacOS) for Forensic Analysis | Computer Forensics Tools for Recovery Files from Storage Media | Live Forensics Investigating RAM and Network Traffic for Evidence | Cell Phone and Mobile Device Forensics","Matt Bushby, Macquarie University",Starts Jul 17,Flexible schedule,Learn at your own pace
Generative AI for Data Scientists,4.6 out of 5 stars,50 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/microsoft-copilot-for-data-science,,"Data Synthesis, Data Pipelines, Generative AI, Data Visualization, Critical Thinking, Data Cleansing, Natural Language Processing, Data Science, Data Quality, Data Presentation, Prompt Engineering, OpenAI","Generative AI for Data Science with Copilot | Data Preparation and Evaluation with Copilot | Data Analysis, Visualization, and Communication with Copilot",,Starts Jul 17,1 month,at 10 hours. a week
Cloud Computing Basics (Cloud 101),4.6 out of 5 stars,6.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cloud-computing-basics,6 modules,"Software As A Service, Public Cloud, Microsoft Azure, Hybrid Cloud Computing, Amazon Web Services, Cloud Technologies, Infrastructure As A Service (IaaS), Cloud Computing, Scalability, Serverless Computing, Platform As A Service (PaaS), Cloud Services, Cloud Infrastructure, Virtual Machines, Cloud Computing Architecture, Private Cloud","What is the ""Cloud""? | Levels of Managed Service | Deployment Models | Hosting Scenarios | Comparing Cloud Platforms | The Future of Cloud Computing",Jim Sullivan,Starts Jul 17,Flexible schedule,Approx. 8 hours.Learn at your own pace
Business Analysis Fundamentals,4.7 out of 5 stars,779 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-analysis-fundamentals,4 modules,"Business Process Improvement, Microsoft Power Platform, Stakeholder Management, Business Analysis, Interviewing Skills, Project Management, Requirements Elicitation, Problem Management, Analysis, Business Requirements",Introduction to Business Analysis | Investigating the Business Problem | Working with Stakeholders | Final Project and Assessment: Business Analysis Fundamentals,,Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.6 out of 5 stars,837 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,,"Database Theory, Data Store, Azure Synapse Analytics, Power BI, Data Storage, Database Management, NoSQL, Cloud Storage, Data Lakes, Database Administration, Databases, SQL",Explore Core Data Concepts in Microsoft Azure | Microsoft Azure SQL | Microsoft Azure Cosmos DB | Modern Data Warehouse Analytics in Microsoft Azure | Preparing for DP-900: Microsoft Azure Data Fundamentals Exam,,Starts Jul 17,1 month,at 10 hours. a week
Bayesian Statistics: From Concept to Data Analysis,4.6 out of 5 stars,3.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bayesian-statistics,4 modules,"Probability, Microsoft Excel, Regression Analysis, Statistical Analysis, Data Analysis, Statistical Modeling, Statistics, Probability Distribution, R Programming, Statistical Inference, Bayesian Statistics",Probability and Bayes' Theorem | Statistical Inference | Priors and Models for Discrete Data | Models for Continuous Data,"Herbert Lee, University of California, Santa Cruz",Starts Jul 17,Flexible schedule,Approx. 11 hours.Learn at your own pace
Getting Started with SAS Programming,4.8 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sas-programming-basics,8 modules,"SAS (Software), Exploratory Data Analysis, Statistical Programming, Data Analysis, Data Import/Export, SQL, Data Validation, Data Presentation, Data Access, Microsoft Excel, Descriptive Statistics, Data Manipulation",Course Overview and Data Setup | Essentials | Accessing Data | Exploring and Validating Data | Preparing Data | Analyzing and Reporting on Data | Exporting Results | Using SQL in SAS,Stacey Syphus,Starts Jul 17,Flexible schedule,Approx. 24 hours.Learn at your own pace
Excel for Beginners: Advanced Functions,4.1 out of 5 stars,49 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/excel-for-beginners-advanced-functions,,"Data Entry, Spreadsheet Software, Microsoft Excel",,"Edward Falzon, Coursera Project Network",,2,Learn at your own pace
Administración de Proyectos: Principios Básicos,4.7 out of 5 stars,6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/administracion-proyectos,,"Microsoft Project, Communication Planning, Project Controls, Project Scoping, Cost Management, Project Schedules, Risk Mitigation, Work Breakdown Structure, Earned Value Management, Project Risk Management, Stakeholder Engagement, Project Documentation",IniciaciÃ³n y PlanificaciÃ³n de Proyectos | ProgramaciÃ³n y presupuesto del proyecto | La gestiÃ³n de los riesgos y la administraciÃ³n de los cambios en el proyecto | AdministraciÃ³n de Proyectos Project,"Dr. Filiberto GonzÃ¡lez HernÃ¡ndez, University of California, Irvine, TecnolÃ³gico de Monterrey",Starts Jul 17,1 month,at 10 hours. a week
Get Started with Spreadsheet Applications: Excel,4.5 out of 5 stars,149 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/get-started-with-spreadsheet-applications-excel,3 modules,"File Management, Excel Formulas, Spreadsheet Software, Microsoft Excel, Data Visualization, Productivity Software, Google Sheets, Data Entry, Collaborative Software",Spreadsheet Application Basics | Working with Spreadsheet Applications | Course Summary & Assessment,"Steve Ryan, Skill-Up EdTech Team, SkillUp EdTech",Starts Jul 17,Flexible schedule,Approx. 4 hours.Learn at your own pace
ChatGPT + Excel: Master AI-driven Formulas & Visualizations,4.9 out of 5 stars,51 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel-formulas-visualizations,3 modules,"Business Process Automation, Interactive Data Visualization, Excel Macros, ChatGPT, Prototyping, Data Import/Export, Generative AI, Microsoft Excel, Prompt Engineering, Data Visualization, Debugging, Productivity Software, Spreadsheet Software, Excel Formulas, Data Validation",Formula Building with ChatGPT + Excel | Robust Analysis & Checking to Spot Human and AI Errors | Building Visualizations with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University",Starts Jul 17,4 hours to complete,
Strategic Management,4.7 out of 5 stars,4.5K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/strategic-management,5 modules,"Strategic Planning, Technology Strategies, Competitive Analysis, Strategic Thinking, Global Marketing, Business Strategy, Business Transformation, Business Strategies, Strategic Decision-Making, Strategic Leadership, Market Share","A 21st Century Approach to Business Strategy | What is strategy? And why do we care about it? | The Evolution of Strategy...Past Progress, Past Mistakes | Changing World, Changing Strategies | Capstone Project Intro -- Strategy in a 21st Century Creative Company","Robert Austin, Copenhagen Business School",Starts Jul 17,Flexible schedule,Learn at your own pace
Market Research,4.6 out of 5 stars,1.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/market-research,,"Presentations, Data Synthesis, Qualitative Research, Statistical Hypothesis Testing, Marketing, Business Research, Statistical Analysis, Market Research, Proposal Writing, Market Analysis, Survey Creation, Research Methodologies",Research Proposal: Initiating Research | Qualitative Research | Quantitative Research | Research Report: Delivering Insights,"Susan Berman, Jim Fong, Ashwin Aravindakshan, PhD, Robin Boyar, Olivier Rubel, PhD, University of California, Davis",Starts Jul 17,1 month,at 10 hours. a week
Excel Modeling for Professionals: Best Practices & Pitfalls,4.5 out of 5 stars,35 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/perfectxl-microsoft-excel-course,4 modules,"Financial Modeling, Excel Formulas, Data Validation, Verification And Validation, Spreadsheet Software, Data Integrity, Data Management, Microsoft Excel, Project Documentation, Business Modeling, Organizational Skills, Product Testing, Document Management",A Foundation for Better Spreadsheets | Good Use of Formulas and Functions | Spreadsheet Structure and Logical Flow | Finishing Touches,"Jan Stoop, Jan Karel Pieterse, Dr.ir. Felienne Hermans, Erasmus University Rotterdam, Delft University of Technology",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
Foundational Finance for Strategic Decision Making,4.7 out of 5 stars,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/foundational-finance,,"Financial Market, Investment Management, Financial Modeling, Market Data, Business Valuation, Cash Flows, Financial Analysis, Microsoft Excel, Investments, Loans, Mortgage Loans, General Finance",Introduction to Time Value of Money (TVM) | Advanced Concepts in Time Value of Money (TVM) | Stocks and Bonds | Advanced Understanding of Stocks and Bonds,"Gautam Kaul, University of Michigan",Starts Jul 17,1 month,at 10 hours. a week
Supply Chain Planning,4.7 out of 5 stars,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/planning,4 modules,"Customer Demand Planning, Supply Chain Planning, Production Planning, Trend Analysis, Forecasting, Demand Planning, Supply Chain Management, Sales Management, Decision Making, Microsoft Excel, Time Series Analysis and Forecasting, Planning","Simple Forecasting Methods, Naive Forecast and Cumulative Mean | Forecast Accuracy and Moving Average | Exponential Smoothing and Forecast Selection | Supply Chain Planning","Rudolf Leuschner, Ph.D., Rutgers the State University of New Jersey",Starts Jul 17,Flexible schedule,Approx. 13 hours.Learn at your own pace
Modeling Risk and Realities,4.6 out of 5 stars,2.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-risk-models,4 modules,"Risk Analysis, Microsoft Excel, Risk Management, Business Analysis, Probability & Statistics, Data-Driven Decision-Making, Data Modeling, Process Optimization, Probability Distribution, Statistical Modeling, Risk Modeling, Data Visualization, Simulation and Simulation Software, Forecasting, Mathematical Modeling, Predictive Modeling",Week 1: Modeling Decisions in Low Uncertainty Settings | Week 2: Risk and Reward: Modeling High Uncertainty Settings | Week 3: Choosing Distributions that Fit Your Data | Week 4: Balancing Risk and Reward Using Simulation,"Sergei Savin, Senthil Veeraraghavan, University of Pennsylvania",Starts Jul 17,Flexible schedule,Learn at your own pace
Introduction to Computers,4.8 out of 5 stars,756 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computers,4 modules,"OS Process Management, Hardware Architecture, Enterprise Security, System Configuration, Data Storage Technologies, Operating Systems, Computer Hardware, Computer Architecture, Computer Systems, Business Software, Microsoft Windows, Data Loss Prevention, Technical Support, Information Technology, Servers, Generative AI, Cybersecurity",Introduction to computers and operating systems | Enterprise systems and security | Business systems applications | Final project and assessment: Introduction to computing,,Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
"Operating Systems: Overview, Administration, and Security",4.6 out of 5 stars,5.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/operating-systems-overview-administration-security,5 modules,"Command-Line Interface, File Systems, Operating Systems, Mac OS, Containerization, Linux, Virtualization and Virtual Machines, Microsoft Windows, Docker (Software), Cloud Security, Systems Administration, Linux Servers, Cloud Computing, Firewall, Virtualization, Windows Servers, User Accounts, Security Controls",Windows Operating Systems | Windows Security | Linux Operating Systems | macOS and Virtualization | Final Project,"IBM Skills Network Team, Dee Dee Collette",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
DeepLearning.AI Data Engineering,4.8 out of 5 stars,469 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/data-engineering,,"Apache Hadoop, Data Management, Data Pipelines, Apache Spark, Data Storage, Query Languages, Data Architecture, Data Lakes, Data Transformation, Requirements Analysis, Database Systems, Data Integration","Introduction to Data Engineering | Source Systems, Data Ingestion, and Pipelines | Data Storage and Queries | Data Modeling, Transformation, and Serving","Joe Reis, Amazon Web Services",Starts Jul 17,3 months,at 10 hours. a week
Digital Transformation with Google Cloud,4.8 out of 5 stars,2.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/digital-transformation-google-cloud,5 modules,"Cloud Services, Digital Transformation, Public Cloud, Cloud Security, Software As A Service, Multi-Cloud, Google Cloud Platform, Cloud Computing, Platform As A Service (PaaS), Infrastructure As A Service (IaaS), Technology Strategies, Hybrid Cloud Computing, Cloud Infrastructure, Business Transformation",Course Introduction | Why Cloud Technology is Transforming Business | Fundamental Cloud Concepts | Cloud Computing Models and Shared Responsibility | Course Summary,"Google Cloud Training, Google Cloud, Qwiklabs Terms of Service",Starts Jul 17,Flexible schedule,Approx. 2 hours.Learn at your own pace
Entrepreneurial Finance: Strategy and Innovation,4.5 out of 5 stars,1.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/entrepreneurial-finance,,"Probability Distribution, Financial Market, Entrepreneurship, Financial Modeling, Market Data, Business Valuation, Entrepreneurial Finance, Financial Analysis, Microsoft Excel, FinTech, Excel Formulas, Investments",Startup Valuation Methods | Financing for Startup Businesses | Blockchain Business Models | Financial Risk Management with R,"Manuel Adelino, David Hsieh, Cam Harvey, Manju Puri, David Robinson, Duke University",Starts Jul 17,,
Suporte em TI do Google,4.9 out of 5 stars,7.2K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,,"Network Security, Professional Development, Applicant Tracking Systems, Computer Security, Systems Administration, Technical Support, Network Architecture, Cloud Infrastructure, IT Infrastructure, TCP/IP, Computer Hardware, Computer Networking",Technical Support Fundamentals | The Bits and Bytes of Computer Networking | Operating Systems and You: Becoming a Power User | System Administration and IT Infrastructure Services | IT Security: Defense against the digital dark arts | Accelerate Your Job Search with AI,,Starts Jul 17,Flexible schedule,"3 months, 10 hours. a weekLearn at your own pace"
ChatGPT Advanced Data Analysis,4.8 out of 5 stars,817 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chatgpt-advanced-data-analysis,5 modules,"Automation, Information Management, Creativity, Microsoft Excel, Artificial Intelligence, Prompt Engineering, Document Management, Data Presentation, ChatGPT, File Management, Generative AI, Problem Solving, Data Analysis","Introduction to ChatGPT Advanced Data Analysis | Introduction to ChatGPT Advanced Data Analysis Use Cases | Tackle the Right Problems: Appropriate Use of ChatGPT Advanced Data Analysis | Human and AI Process Planning in ChatGPT Advanced Data Analysis | Error Identification Techniques, Error Handling, and Techniques for Large Documents & Outputs","Dr. Jules White, Vanderbilt University",Starts Jul 17,Flexible schedule,Approx. 10 hours.Learn at your own pace
Business Analytics,4.6 out of 5 stars,1.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/analytics,,"Machine Learning, Data Management, Power BI, Data Collection, Business Intelligence, Data Visualization, Data Governance, Exploratory Data Analysis, Data Quality, Data Presentation, Business Analysis, Marketing Analytics",Introduction to Applied Business Analytics | Introduction to Business Analytics: Communicating with Data | Tools for Exploratory Data Analysis in Business | Machine Learning Algorithms with R in Business Analytics | Applying Data Analytics in Marketing | Applying Data Analytics in Accounting,"Unnati Narang, Joseph T. Yun, Ronald Guymon, Gies College of Business, University of Illinois, Kevin Hartman, University of Illinois Urbana-Champaign",Starts Jul 17,2 months,at 10 hours. a week
MS-102: Microsoft 365 Administrator,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-ms-102-microsoft-365-administrator-feysn,5 modules,"Role-Based Access Control (RBAC), Personally Identifiable Information, User Accounts, Threat Management, Multi-Tenant Cloud Environments, Data Security, Single Sign-On (SSO), Endpoint Security, Active Directory, Security Controls, Multi-Factor Authentication, User Provisioning, Azure Active Directory, Data Loss Prevention, Cloud Security",Overview | Deploying and Managing a Microsoft 365 Tenant | Implementing Identity in Azure AD | Managing Security with Microsoft 365 Defender | Managing Compliance using Microsoft Purview,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Finanzas corporativas,4.7 out of 5 stars,2.9K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/finanzascorporativas,,"Capital Budgeting, Investment Management, Mergers & Acquisitions, Financial Statement Analysis, Financial Modeling, Performance Measurement, Business Management, Budgeting, Business Valuation, Cash Flows, Financial Analysis, Microsoft Excel",AdministraciÃ³n financiera y su funciÃ³n en la empresa | MatemÃ¡ticas financieras | EvaluaciÃ³n de inversiones en Bienes de Capital | Estructura de capital y polÃ­tica de dividendos | ValuaciÃ³n de empresas | Toma de decisiones financieras,"Dr. GonzÃ¡lo Antonio Luna Guerra, Pedro Licea Vergara, Carlos MartÃ­nez de la Fuente, Norman Wolf del Valle, Universidad Nacional AutÃ³noma de MÃ©xico",Starts Jul 17,,
Automation & Advanced Techniques with Copilot in Excel,4.6 out of 5 stars,18 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automation-and-advanced-techniques-with-copilot-in-excel,4 modules,"Programming Principles, Debugging, Scenario Testing, Forecasting, Productivity Software, Microsoft Copilot, Interactive Data Visualization, Excel Macros, Visual Basic (Programming Language), Predictive Modeling, User Interface (UI), UI Components, Data Analysis Expressions (DAX), Dashboard, Microsoft Excel, Automation","Excel macro recording and VBA basics | Advanced VBA programming essentials | Userforms, visualisations, and debugging | Dashboard build and design with predictive and scenario analysis",,Starts Jul 17,17 hours to complete,
Building AI Cloud Apps with Microsoft Azure,4.5 out of 5 stars,514 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/building-ai-cloud-apps-microsoft-azure,,"Machine Learning, Cloud Computing, Data Storage, Unsupervised Learning, Computer Vision, Natural Language Processing, Image Analysis, Prompt Engineering, Cloud Storage, Cloud Applications, Microsoft Azure, Anomaly Detection",Build Serverless Applications | Connect Services with Microsoft Azure Service Bus | Data Storage in Microsoft Azure for Associate Developers | Launch a Website with Azure Virtual Machines | Launch a Website to Azure with Azure App Service | Intro to Artificial Intelligence on Microsoft Azure | Microsoft Azure Machine Learning | Computer Vision in Microsoft Azure | Intro to Natural Language Processing in Microsoft Azure | Introduction to GitHub Copilot,,Starts Jul 17,2 months,at 10 hours. a week
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6 out of 5 stars,781 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/investment-management,4 modules,"Risk Management, Portfolio Management, Risk Analysis, Investment Management, Microsoft Excel, Financial Market, Financial Regulation, Performance Analysis, Wealth Management, Finance, Asset Management, Investments",Defining Your Objectives and Universe | How to Build an Investment Solution | Exploring Specific Portfolio Management Techniques | The Asset Management Industry: Selecting or Becoming a Fund Manager,"Hugues Langlois, Marion Le Morhedec, HEC Paris",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
Advanced React,4.6 out of 5 stars,1.4K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-react,4 modules,"UI Components, Unit Testing, Integration Testing, Javascript, Jest (JavaScript Testing Framework), API Design, JavaScript Frameworks, TypeScript, Front-End Web Development, React.js",Components | React Hooks and Custom Hooks | JSX and testing | Final project,Taught by Meta Staff,Starts Jul 17,Flexible schedule,Approx. 26 hours.Learn at your own pace
Graphic Design,4.8 out of 5 stars,3.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/presentation-design,4 modules,"Adobe InDesign, Creativity, Visual Design, Typography, Graphic Design, Peer Review, Color Theory, Design Elements And Principles, Design Reviews, Adobe Photoshop, Graphic and Visual Design, Editing, Graphic and Visual Design Software, Design",Getting Started | The Blank Canvas | Tricks of the Trade | Revision and Distance,"David Underwood, University of Colorado Boulder",Starts Jul 17,Flexible schedule,Approx. 29 hours.Learn at your own pace
Microsoft PL-300 Exam Preparation and Practice,4.7 out of 5 stars,500 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,5 modules,"Data Analysis, Data Transformation, Data Visualization Software, Data Cleansing, Microsoft Azure, Interactive Data Visualization, Microsoft Power Platform, Microsoft Copilot, Power BI, Extract, Transform, Load, Data Modeling, Data Storytelling, Data Security",Preparing Data | Modeling Data | Visualize and analyze data | Deploy and maintain assets | Practice Exam,,Starts Jul 17,Flexible schedule,Approx. 38 hours.Learn at your own pace
Introduction to Hardware and Operating Systems,4.7 out of 5 stars,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,7 modules,"Operating Systems, User Accounts, Computer Hardware, Linux, Mac OS, Technical Support, System Configuration, Computer Architecture, Microsoft Windows, Disaster Recovery, Networking Hardware, Peripheral Devices, Hardware Troubleshooting","â¯Introduction to Computing Fundamentals | Computing Devices and Peripherals | Interfaces and Connectors | Internal Computer Components | Windows Workstation Setup, Evaluation, and Troubleshooting | Final Project and Final Quiz | Bonus Module - Exploring Additional Desktop and Mobile Operating Systems",IBM Skills Network Team,Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Effective Business Presentations with Powerpoint,4.5 out of 5 stars,1.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/powerpoint-presentations,4 modules,"Data Analysis, Storytelling, Communication, Communication Strategies, Business Communication, Peer Review, Presentations, Data Visualization, Target Audience, Microsoft PowerPoint, Data Storytelling, Verbal Communication Skills, Public Speaking",Preparing a Presentation | Communication styles | Creating effective slides using PowerPoint | Delivering a presentation,Alex Mannella,Starts Jul 17,Flexible schedule,Approx. 10 hours.Learn at your own pace
Create a Newsletter in Microsoft Word,4.4 out of 5 stars,13 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-a-newsletter-in-microsoft-word,,Document Management,,"Sheri Coughenour, Coursera Project Network",,2 hours,Learn at your own pace
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",4.7 out of 5 stars,2.6K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application,4 modules,"Sampling (Statistics), Box Plots, Statistics, Correlation Analysis, Data Analysis, Descriptive Statistics, Statistical Analysis, Business Analytics, Probability Distribution, Microsoft Excel, Probability & Statistics","Basic Data Descriptors | Descriptive Measures of Association, Probability, and Statistical Distributions | The Normal Distribution | Working with Distributions (Normal, Binomial, Poisson), Population and Sample Data","Sharad Borle, Rice University",Starts Jul 17,Flexible schedule,Learn at your own pace
Clinical Trials Operations,4.7 out of 5 stars,518 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/clinical-trials-operations,,"Regulatory Compliance, Quality Assurance, Data Management, Data Sharing, Data Collection, Scientific Methods, Statistical Analysis, Data Governance, Data Cleansing, Microsoft Excel, Data Quality, Clinical Data Management","Design and Conduct of Clinical Trials | Clinical Trials Data Management and Quality Assurance | Clinical Trials Management and Advanced Operations | Clinical Trials Analysis, Monitoring, and Presentation","David M. Shade, JD, Elizabeth A. Sugar, PhD, Sheriza Baksh, PhD, Janet Holbrook, PhD, MPH, Ann-Margret Ervin, PhD, MPH, Anne Shanklin Casper, MA, Stephan Ehrhardt, MD, MPH, Johns Hopkins University",Starts Jul 17,,
Advanced Data Analysis & Visualization with Copilot in Excel,3.8 out of 5 stars,16 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-data-analysis-and-visualization-with-copilot-in-excel,5 modules,"Data Integration, Microsoft Copilot, Statistical Analysis, Data Cleansing, Data Presentation, Statistical Methods, Data Analysis, Excel Formulas, Data Visualization Software, Data Storytelling, Data-Driven Decision-Making, Microsoft Excel, Pivot Tables And Charts",Advanced functions for data analysis | Data organization and external source integration | Creating PivotCharts with Copilot in Excel | Data visualization for insight communication | Report creation and presentation,,Starts Jul 17,24 hours to complete,
Project Management Fundamentals,4.7 out of 5 stars,366 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-fundamentals-microsoft,4 modules,"Stakeholder Engagement, Governance, Project Planning, Project Management Life Cycle, Project Implementation, Stakeholder Management, Project Coordination, Project Management, Project Management Office (PMO), Stakeholder Communications, Organizational Structure, Project Closure, Project Management Institute (PMI) Methodology",Introduction to project management and the Project Management Professional (PMP) | Project management process groups | Project delivery components | Final project and course assessment: Project Management Fundamentals,,Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Microsoft Azure Developer Associate (AZ-204) Exam Prep,4.6 out of 5 stars,268 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/azure-developer-associate,,"Cloud Computing, C# (Programming Language), Data Storage, CI/CD, Development Environment, Data Security, Event-Driven Programming, Cloud Storage, Cloud Applications, Cloud Management, Cloud Security, Microsoft Azure",Create Serverless Applications | Connect Your Services with Microsoft Azure Service Bus | Data Storage in Microsoft Azure for Associate Developers | Deploy a website with Azure Virtual Machines | Manage Resources in Azure | Deploy a website to Azure with Azure App Service | Secure your Cloud Data | Prepare for AZ-204: Developing Solutions for Microsoft Azure,,Starts Jul 17,2 months,at 10 hours. a week
Fundamentals of Data Analysis in Excel,4.8 out of 5 stars,54 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-data-analysis-course,8 modules,"Data Manipulation, Data Visualization Software, Pivot Tables And Charts, Exploratory Data Analysis, Data Modeling, Microsoft Excel, Data Analysis, Spreadsheet Software, Data Transformation, Excel Formulas, Data Presentation, Dashboard",Getting Started | Analyze Data | Transform Data | Excel Tables | Dynamic Arrays | Pivot Tables | Visualize Data | Course Conclusion,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 17,5 hours to complete,
مهارات برنامج Excel للعمل: المبادئ الأساسية,4.7 out of 5 stars,269 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-essentials-ar,7 modules,"Editing, Excel Formulas, File Management, Data Visualization, Spreadsheet Software, Microsoft Excel, Productivity Software, Data Entry, Data Management",Ø§ÙØ£Ø³Ø§Ø³ÙØ§Øª Ø§ÙÙÙÙØ© ÙØ¨Ø±ÙØ§ÙØ¬ Excel | Ø¥Ø¬Ø±Ø§Ø¡ Ø§ÙØ¹ÙÙÙØ§Øª Ø§ÙØ­Ø³Ø§Ø¨ÙØ© | Ø§ÙØªÙØ³ÙÙ | Ø§ÙØ¹ÙÙ ÙØ¹ Ø§ÙØ¨ÙØ§ÙØ§Øª | Ø§ÙØ·Ø¨Ø§Ø¹Ø© | Ø§ÙÙØ®Ø·Ø·Ø§Øª | Ø§ÙØªÙÙÙÙ Ø§ÙÙÙØ§Ø¦Ù,"Professor Yvonne Breyer, Macquarie University",Starts Jul 17,Flexible schedule,Approx. 26 hours.Learn at your own pace
MLOps | Machine Learning Operations,4.2 out of 5 stars,478 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/mlops-machine-learning-duke,,"Machine Learning, Cloud Computing, Data Management, Data Pipelines, CI/CD, Containerization, Exploratory Data Analysis, Big Data, MLOps (Machine Learning Operations), GitHub, AWS SageMaker, DevOps","Python Essentials for MLOps | DevOps, DataOps, MLOps | MLOps Platforms: Amazon SageMaker and Azure ML | MLOps Tools: MLflow and Hugging Face","Noah Gift, Alfredo Deza, Duke University",Starts Jul 17,6 months,at 5 hours. a week
Exam Prep DP-600: Microsoft Fabric Analytics Engineer,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exam-prep-dp-600-microsoft-fabric-analytics-engineer-associate,3 modules,"Data Analysis, Data Governance, Data Modeling, Azure Synapse Analytics, Microsoft Azure, Data Warehousing, Microsoft Power Platform, Power BI, SQL, Data Architecture, Data Pipelines, Data Analysis Expressions (DAX), Data Transformation, Data Lakes, Real Time Data, Analytics, Extract, Transform, Load, Data Management, Data Integration, Data Import/Export","Maintain a data analytics solution | Prepare Data [Get, Transform, Query and Analyze data] | Implement and manage semantic models",Whizlabs Instructor,Starts Jul 17,Flexible schedule,Learn at your own pace
