課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
ChatGPT Mastery – Craft Prompts for Optimal Results,4.8 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-mastery-craft-prompts-for-optimal-results-dqp2m,6 modules,"Javascript, Overcoming Obstacles, Ideation, Storytelling, Generative AI, Writing, Quick Learning, Artificial Intelligence, ChatGPT",Introduction | Prompt Techniques | Creating Children's Books with ChatGPT | Rapid Skill Acquisition | Code Generation and Explanation with ChatGPT | Final Thoughts,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
Generative AI for Data Analysts,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-data-analysts,,"Content Creation, Data Analysis, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, ChatGPT, Query Languages, SQL, Data Ethics, Analytics, IBM Cloud, Image Analysis, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Enhance your Data Analytics Career,"Dr. Pooja, Abhishek Gagneja, Rav Ahuja, Antonio Cangiano",Starts Jul 15,2 months,at 2 hours a week
IBM AI Foundations for Business,4.7 out of 5 stars,95K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,,"Business Process Automation, Data Analysis, Strategic Decision-Making, Information Architecture, Cloud Computing, Generative AI, ChatGPT, Business Strategy, Digital Transformation, Data Strategy, Data Mining, Data-Driven Decision-Making",Introduction to Artificial Intelligence (AI) | What is Data Science? | The AI Ladder: A Framework for Deploying AI in your Enterprise,"Alex Aklson, Rav Ahuja, Mark J Grover, Ray Lopez, Ph.D.",Starts Jul 15,1 month,at 10 hours a week
Creating Social Media Posts with GenAI: Mastering ChatGPT,4.8 out of 5 stars,9 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/creating-social-media-posts-with-genai-mastering-chatgpt,,"Prompt Engineering, Storytelling, Social Media Management, User Research, Generative AI Agents, Social Media Content, ChatGPT, Target Audience, Market Research, Social Media Campaigns, Social Media Strategy, Content Creation, Copywriting, Content Performance Analysis",,"Michael Morgan, Coursera Project Network",,Hands-on learning,Learn more
Productividad Empresarial con IA: ChatGPT,4.4 out of 5 stars,45 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/productividad-empresarialchatgpt,5 modules,"Generative AI, Business Process Automation, Natural Language Processing, Productivity Software, Artificial Intelligence, ChatGPT, Prompt Engineering, Emerging Technologies, Safety Assurance, Business Communication, Content Creation",PresentaciÃ³n | MÃ³dulo 1: IntroducciÃ³n al aprovechamiento del lenguaje natural | MÃ³dulo 2: Evoluciona tu productividad con ChatGPT | MÃ³dulo 3: Tendencia y proyecciÃ³n a futuro del uso de la IA | Fin del Curso,"Guillermo del JesÃºs Valdez Ramayo, Karim Fernando Pedro Fernandez, Jorge Ernesto Peniche Rosales, Universidades AnÃ¡huac",Starts Jul 15,7 hours to complete,
ChatGPT for Salesforce Development,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-for-salesforce-development-vyd5i,5 modules,"Code Coverage, Unit Testing, Prompt Engineering, User Flows, User Accounts, Generative AI, Salesforce Development, Data Integrity, Data Validation, Debugging",Introduction to ChatGPT | Use ChatGPT for Flows | Use ChatGPT to Write Batch Apex Class | Use ChatGPT to Write Apex Triggers | Use ChatGPT to Write Validation Rules,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
ChatGPT + Zapier: Easy Inbox Intelligence for Smarter Email,5 out of 5 stars,9 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-zapier-inbox,1 module,"Gmail, Organizational Skills, Business Process Automation, Google Workspace, Data Integration, Generative AI, Real Time Data, ChatGPT, Automation, Calendar Management",ChatGPT + Zapier - Inbox Intelligence,"Dr. Jules White, Vanderbilt University",Starts Jul 15,,
Data Visualization with ChatGPT: Python for Dashboarding,4.7 out of 5 stars,6 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-visualization-with-chatgpt-python-for-dashboarding,,"Data-Driven Decision-Making, Python Programming, Data Visualization Software, Debugging, Data Analysis, ChatGPT, Dashboard, Generative AI, Interactive Data Visualization, Development Environment",,"Parth Patil, Coursera Project Network",,Hands-on learning,Learn more
ChatGPT + Cybersecurity: AI-Powered Tabletops & Training,4.7 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-cybersecurity-table-tops,3 modules,"Scenario Testing, Prompt Engineering, Crisis Management, Threat Modeling, Generative AI, Complex Problem Solving, Cross-Functional Collaboration, Incident Response, Cyber Security Strategy, Cybersecurity, ChatGPT",Why Use Generative AI to Help Facilitate Tabletops & Practice Handling Unforeseen Events? | Introduction to Cybersecurity Tabletops & Generative AI Enhancements | Practice More Often with Cybersecurity Micro-Tabletops & GPTs,"Dr. Jules White, Dr. Sam Hays, Vanderbilt University",Starts Jul 15,5 hours to complete,
IBM Product Owner,4.7 out of 5 stars,5.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-product-owner,,"Backlogs, Product Roadmaps, Virtual Teams, Agile Product Development, Generative AI, ChatGPT, Stakeholder Management, Information Technology, Stakeholder Communications, Sprint Planning, Kanban Principles, Market Intelligence",The Product Owner Profession:Â  Unleashing the Power of Scrum | Introduction to Agile Development and Scrum | Information Technology (IT) Fundamentals for Everyone | Product Owner: Communications & Stakeholder Management | Product Owner: Essential Skills and Tools for Innovation | Practice Exam for Scrum.org PSPO I Certification | Product Owner Capstone | Generative AI: Introduction and Applications | Generative AI: Revolutionizing the Product Owner Role,"John Rofrano, IBM Skills Network Team, Daniel C. Yeomans, Skill-Up EdTech Team, Mark Bentcover, Rav Ahuja, SkillUp EdTech",Starts Jul 15,2 months,at 10 hours a week
AI Agents and Agentic AI in Python: Powered by Generative AI,4.8 out of 5 stars,6.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-python,,"Productivity, Brainstorming, Interoperability, Agentic systems, Prototyping, Generative AI, ChatGPT, Persona (User Experience), Ingenuity, Generative AI Agents, Business Logic, Application Development",AI Agents and Agentic AI with Python & Generative AI | Prompt Engineering for ChatGPT | AI Agents and Agentic AI Architecture in Python,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
ChatGPT for Creatives,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-for-creatives-bnspx,10 modules,"Creativity, Ideation, Artificial Intelligence, Content Creation, Storyboarding, Animation and Game Design, Learning Strategies, Creative Thinking, Brainstorming, Game Design, ChatGPT, Graphical Tools, Generative AI, Storytelling, Prompt Engineering, Data Ethics, Writing",Introduction | Get Started Right Away | How to Generate Ideas Even If You Are Stuck | How to Learn a New Skill | Researching a Novel | Creating Manga and Comics | Let's Worldbuild | Image Generation Tools | AI Tools That I Have Used | Section 09 - Getting Started with ChatGPT for Storytelling,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
IA generativa: para além do chatbot,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gen-ai-beyond-the-chatbot-ptbr,5 modules,"Product Improvement, Artificial Intelligence, Prompt Engineering, Generative AI, Business Ethics, Google Cloud Platform, Strategic Leadership",IntroduÃ§Ã£o ao curso | IntroduÃ§Ã£o Ã  IA generativa para empresas | IntroduÃ§Ã£o aos fundamentos da IA generativa | EstratÃ©gia da IA generativa | Recursos do curso,"Google Cloud Training, Google Cloud",Starts Jul 15,Flexible schedule,Learn at your own pace
IA generativa: más allá del chatbot,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gen-ai-beyond-the-chatbot-es,5 modules,"Generative AI, Prompt Engineering, Strategic Leadership, Environmental Social And Corporate Governance (ESG), Data Ethics, Data Strategy, Google Cloud Platform, Large Language Modeling, Artificial Intelligence",IntroducciÃ³n al curso | IntroducciÃ³n a la IA generativa para empresas | IntroducciÃ³n a las bases de la IA generativa | Estrategia de IA generativa | Recursos del curso,"Google Cloud Training, Google Cloud",Starts Jul 15,Flexible schedule,Learn at your own pace
Generative AI for Program Managers,4.7 out of 5 stars,7.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-program-managers,,"Program Management, Strategic Decision-Making, Generative AI, ChatGPT, Project Management, Risk Management, Stakeholder Management, Generative AI Agents, Organizational Strategy, Stakeholder Communications, IBM Cloud, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: A Game Changer for Program Managers,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 15,,
IBM Generative AI for Cybersecurity Professionals,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,,"Threat Detection, Content Creation, Anomaly Detection, Cybersecurity, Generative AI, ChatGPT, Incident Response, Vulnerability Management, Cyber Threat Intelligence, IBM Cloud, Prompt Engineering, Incident Management",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Boost Your Cybersecurity Career,"Dr. Manish Kumar, Rav Ahuja, Antonio Cangiano",Starts Jul 15,3 months,at 5 hours a week
Generative AI Cybersecurity & Privacy for Leaders,4.8 out of 5 stars,6.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-cybersecurity-leaders,,"Productivity, Threat Detection, Cybersecurity, Generative AI, ChatGPT, Crisis Management, AI Personalization, Incident Response, Personalized Service, Cyber Security Strategy, Information Privacy, Creative Thinking",Generative AI Cybersecurity & Privacy for Leaders: A Primer | ChatGPT + Cybersecurity: AI-Powered Tabletops & Training | Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants,"Dr. Jules White, Dr. Sam Hays, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
Machine Learning with ChatGPT: Image Classification Model,4.4 out of 5 stars,33 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/machine-learning-with-chatgpt-image-classification-model,,"Deep Learning, Performance Tuning, Machine Learning Methods, Image Analysis, Test Data, Python Programming, ChatGPT, Machine Learning, Data Processing, Keras (Neural Network Library), Artificial Neural Networks, Data Import/Export, Applied Machine Learning",,"Jousef Murad, Coursera Project Network",,1 hour,Learn at your own pace
Generative AI for Educators,4.7 out of 5 stars,7.4K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-educators,,"Diversity Awareness, Content Creation, Generative AI, ChatGPT, AI Personalization, Virtual Environment, Information Privacy, Education Software and Technology, Emerging Technologies, Data Ethics, IBM Cloud, Image Analysis",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Empowering Modern Education,"IBM Skills Network Team, Filipe Martins, Rav Ahuja, Antonio Cangiano",Starts Jul 15,1 month,at 7 hours a week
Python Development with ChatGPT: Fullstack App Development,3.4 out of 5 stars,8 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/python-development-with-chatgpt-fullstack-app-development,,"User Interface (UI) Design, Full-Stack Web Development, User Interface (UI), Web Applications, Web Development, Application Programming Interface (API), JSON, Restful API, Application Deployment, Python Programming, Secure Coding, Generative AI, Application Development, ChatGPT, Debugging",,"Shreyansh Dubey, Coursera Project Network",,Hands-on learning,Learn more
Generative AI Cybersecurity & Privacy for Leaders,4.8 out of 5 stars,6.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-cybersecurity-leaders,,"Productivity, Threat Detection, Cybersecurity, Generative AI, ChatGPT, Crisis Management, AI Personalization, Incident Response, Personalized Service, Cyber Security Strategy, Information Privacy, Creative Thinking",Generative AI Cybersecurity & Privacy for Leaders: A Primer | ChatGPT + Cybersecurity: AI-Powered Tabletops & Training | Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants,"Dr. Jules White, Dr. Sam Hays, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
ChatGPT Teach-Out,4.5 out of 5 stars,65 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-teach-out,1 module,"Information Privacy, Law, Regulation, and Compliance, ChatGPT, Large Language Modeling, Machine Learning, Social Sciences, Data Ethics, Natural Language Processing, Economics, Generative AI, Artificial Intelligence",ChatGPT Teach-Out,"Teach-Out Experts, University of Michigan",No Upcoming Session Available,Flexible schedule,Learn at your own pace
Generative AI for Program Managers,4.7 out of 5 stars,7.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-program-managers,,"Program Management, Strategic Decision-Making, Generative AI, ChatGPT, Project Management, Risk Management, Stakeholder Management, Generative AI Agents, Organizational Strategy, Stakeholder Communications, IBM Cloud, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: A Game Changer for Program Managers,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 15,1 month,at 7 hours a week
Python Development with ChatGPT: Fullstack App Development,3.4 out of 5 stars,8 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/python-development-with-chatgpt-fullstack-app-development,,"User Interface (UI) Design, Full-Stack Web Development, User Interface (UI), Web Applications, Web Development, Application Programming Interface (API), JSON, Restful API, Application Deployment, Python Programming, Secure Coding, Generative AI, Application Development, ChatGPT, Debugging",,"Shreyansh Dubey, Coursera Project Network",,Hands-on learning,Learn more
عمل خطة محتوى بالذكاء الاصطناعي: Canva، ChatGPT، وBlueWillow,4.5 out of 5 stars,151 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/creating-a-content-plan-using-artificial-intelligence,1 module,"Content Marketing, Target Audience, Content Strategy, Digital Content, Canva (Software), Graphic and Visual Design, Copywriting, Social Media Content, Content Creation, Prompt Engineering, Generative AI, ChatGPT, Social Media Marketing",ÙÙØ®Øµ Ø§ÙÙØ´Ø±ÙØ¹,"Hussein Makki, Coursera Project Network",Starts Jul 15,1 hour to complete,
IBM Generative AI for Cybersecurity Professionals,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,,"Threat Detection, Content Creation, Anomaly Detection, Cybersecurity, Generative AI, ChatGPT, Incident Response, Vulnerability Management, Cyber Threat Intelligence, IBM Cloud, Prompt Engineering, Incident Management",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Boost Your Cybersecurity Career,"Dr. Manish Kumar, Rav Ahuja, Antonio Cangiano",Starts Jul 15,3 months,at 5 hours a week
Generative AI for Educators,4.7 out of 5 stars,7.4K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-educators,,"Diversity Awareness, Content Creation, Generative AI, ChatGPT, AI Personalization, Virtual Environment, Information Privacy, Education Software and Technology, Emerging Technologies, Data Ethics, IBM Cloud, Image Analysis",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Empowering Modern Education,"IBM Skills Network Team, Filipe Martins, Rav Ahuja, Antonio Cangiano",Starts Jul 15,1 month,at 7 hours a week
Generative AI for Software Developers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-software-developers,,"Software Architecture, Generative AI, ChatGPT, Code Review, Software Engineering, Software Development, DevSecOps, Software Development Tools, Data Ethics, Application Security, IBM Cloud, Test Automation",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career,"Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan",Starts Jul 15,,
IA generativa: para além do chatbot,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gen-ai-beyond-the-chatbot-ptbr,5 modules,"Product Improvement, Artificial Intelligence, Prompt Engineering, Generative AI, Business Ethics, Google Cloud Platform, Strategic Leadership",IntroduÃ§Ã£o ao curso | IntroduÃ§Ã£o Ã  IA generativa para empresas | IntroduÃ§Ã£o aos fundamentos da IA generativa | EstratÃ©gia da IA generativa | Recursos do curso,"Google Cloud Training, Google Cloud",Starts Jul 15,Flexible schedule,Learn at your own pace
IA generativa: más allá del chatbot,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gen-ai-beyond-the-chatbot-es,5 modules,"Generative AI, Prompt Engineering, Strategic Leadership, Environmental Social And Corporate Governance (ESG), Data Ethics, Data Strategy, Google Cloud Platform, Large Language Modeling, Artificial Intelligence",IntroducciÃ³n al curso | IntroducciÃ³n a la IA generativa para empresas | IntroducciÃ³n a las bases de la IA generativa | Estrategia de IA generativa | Recursos del curso,"Google Cloud Training, Google Cloud",Starts Jul 15,Flexible schedule,Learn at your own pace
Marketing with Zapier & ChatGPT: Automated Content Calendars,3.5 out of 5 stars,6 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/marketing-with-zapier--chatgpt-automated-content-calendars,,"Marketing Automation, Content Creation, Digital Marketing, Application Programming Interface (API), ChatGPT, Project Management, Automation, Calendar Management, Google Sheets, Prompt Engineering, Content Marketing, Content Strategy, Social Media Content",,"Khristian Serrano, Coursera Project Network",,Hands-on learning,Learn more
Generative AI for Data Engineers,4.7 out of 5 stars,7.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-data-engineers,,"Data Synthesis, Database Design, Generative AI, ChatGPT, Query Languages, Star Schema, Data Mining, Extract, Transform, Load, Data Ethics, Data Architecture, IBM Cloud, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Elevate your Data Engineering Career,"Abhishek Gagneja, Rav Ahuja, Antonio Cangiano",Starts Jul 15,2 months,at 2 hours a week
PHP Development with ChatGPT: Practical Web Development,N/A,N/A,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/php-development-with-generative-ai-enhanced-web-development,,"ChatGPT, Microsoft Visual Studio, SQL, Web Development, Prompt Engineering, Generative AI, User Interface (UI) Design, Cascading Style Sheets (CSS), Application Development, Data Management, Debugging, Application Security, Web Applications, PHP (Scripting Language), Hypertext Markup Language (HTML)",,Coursera Project Network,,Hands-on learning,Learn more
Generative AI Primer,4.8 out of 5 stars,309 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai,1 module,"Artificial Intelligence, Generative AI, Large Language Modeling, Creative Problem-Solving, Collaboration, Human Machine Interfaces, Natural Language Processing, ChatGPT, Creativity, Prompt Engineering, Innovation",Generative AI Primer,"Dr. Jules White, Vanderbilt University",Starts Jul 15,,
ChatGPT for SOC Analyst - Master Cyber Security with AI,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-for-soc-analyst-master-cyber-security-with-ai-oifkr,5 modules,"Microsoft Azure, Cloud Security, Cyber Threat Intelligence, Computer Security Incident Management, ChatGPT, Artificial Intelligence, Cyber Security Assessment, Incident Response, Code Review, Threat Detection, Vulnerability Assessments, Prompt Engineering, Vulnerability Management, IT Automation, Security Information and Event Management (SIEM), OpenAI",A Sneak Peek into Cyber Security Mastery with ChatGPT | Getting Started with ChatGPT for Cyber Security | Advanced Prompts with ChatGPT 4 for Cyber Security Analyst | Master Cloud Security with ChatGPT in Azure | Enhance Incident Investigation with ChatGPT and SIEM Solution,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
Social Media Marketing,4.6 out of 5 stars,5.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/social-media-marketing,,"Real Time Data, Social Media Management, Blogs, Marketing Effectiveness, Social Media, ChatGPT, Marketing, Key Performance Indicators (KPIs), Social Media Marketing, Content Marketing, Digital Marketing, Social Media Strategy","What is Social? | The Importance of Listening | Engagement & Nurture Marketing Strategies | Content, Advertising & Social IMC | The Business of Social | Social Marketing Capstone Project","Randy Hlavac, Northwestern University",Starts Jul 15,1 month,at 10 hours a week
Generative AI Database Design & Management with ChatGPT,4.6 out of 5 stars,17 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-database-design-management-chatgpt,4 modules,"Performance Testing, SQL, Data Migration, Database Architecture and Administration, Technical Design, ChatGPT, Generative AI, Gap Analysis, Prototyping, Business Reporting, Dashboard, Simulation and Simulation Software, Database Management, Database Design, Software Documentation, Data Quality","Expert Database Design with AI | Rapid Prototyping, Refinement, and Testing of Database Design with AI | Dashboards & Reports: Rapid Design, Prototyping, and Database Optimization with AI | Database Migration and Optimization with AI","Dr. Jules White, Vanderbilt University",Starts Jul 15,4 hours to complete,
Building Generative AI-Powered Applications with Python,4.7 out of 5 stars,198 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/building-gen-ai-powered-applications,7 modules,"Flask (Web Framework), Prompt Engineering, Generative AI, Large Language Modeling, Web Development, Web Applications, OpenAI, IBM Cloud, Natural Language Processing, HTML and CSS, Python Programming, Application Development, Artificial Intelligence and Machine Learning (AI/ML)",Image Captioning with Generative AI | Create Your Own ChatGPT-Like Website | Create a Voice Assistant | Generative AI-Powered Meeting Assistant | Summarize Your Private Data with Generative AI and RAG | Babel Fish (Universal Language Translator) with LLM and STT TTS | [Bonus] Module 7: Build an AI Career Coach,"IBM Skills Network Team, Sina Nazeri",Starts Jul 15,,
GitHub Copilot & ChatGPT for Devs - Code Smarter in 2024,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-github-copilot-chatgpt-for-devs-code-smarter-in-2024-tclih,11 modules,"Development Environment, OpenAI, Integrated Development Environments, Git (Version Control System), Generative AI, Software Development Tools, Prompt Engineering, Docker (Software), Artificial Intelligence, ChatGPT, Microsoft Copilot, GitHub, Debugging",Introduction | Setting up the environment | ChatGPT - Intro | ChatGPT - Use Cases | Free ChatGPT Alternatives: Google Gemini (Bard) | GitHub Copilot - Intro and Set-Up | GitHub Copilot - Prompting by writing | Copilot Chat and Prompting with comments | GitHub Copilot - Agents and useful tips and tricks | Practice: Writing the Game | Extra: Premium ChatGPT Workshop,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
ChatGPT Voice-Powered Chatbot Build with React and FastAPI,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-voice-powered-chatbot-build-with-react-and-fastapi-fsitd,6 modules,"Full-Stack Web Development, Web Development, Artificial Intelligence, Application Programming Interface (API), Cascading Style Sheets (CSS), Front-End Web Development, UI Components, Back-End Web Development, React.js, Development Environment, Natural Language Processing, Generative AI",Introduction and Resources | Extra: (Optional) - React Crash Course | Environment Setup - Frontend and Backend | Backend Build - Working with AI | Frontend - React Web Application | Next Steps,Packt - Course Instructors,Starts Jul 15,Flexible schedule,Learn at your own pace
Generative AI for Educators & Teachers,4.8 out of 5 stars,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-educators-teachers,,"Verification And Validation, Data Synthesis, Data Analysis, Brainstorming, Game Design, Ideation, Generative AI, Risk Management Framework, ChatGPT, AI Personalization, Creative Problem-Solving, Data Validation",Generative AI Primer | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 15,3 months,at 2 hours a week
Workflow Automation using Generative AI,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/workflow-automation-using-generative-ai,2 modules,"OpenAI, Content Creation, Business Planning, Real Time Data, Generative AI, Blogs, Marketing Automation, Social Media Content, Automation, Performance Tuning, Process Optimization, Workflow Management, Scalability, Application Programming Interface (API), Artificial Intelligence, ChatGPT, Business Process Automation",Generative AI Workflow Automation | Mastering AI-Powered Workflows with Zapier,Priyanka Mehta,Starts Jul 15,Flexible schedule,Learn at your own pace
AI Innovation & Entrepreneurship,N/A,N/A,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/ai-innovation-and-entrepreneurship,,"Entrepreneurship, Product Development, Business Process Automation, Process Design, Generative AI, ChatGPT, AI Personalization, Scalability, Business Strategy, Digital Transformation, Business Transformation, Product Requirements",How to Build an Entrepreneurial AI Strategy | ChatGPT (and other AI) for Product Management & Innovation | Business Process Modeling with AI,"Karlis Zars, Vipesh Singla, Manas Dasgupta",Starts Jul 15,Flexible schedule,Learn at your own pace
AI Product & Process Excellence,N/A,N/A,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/ai-product-and-process-excellence,,"Business Process Automation, Process Design, Generative AI, ChatGPT, Generative AI Agents, Business Strategy, Digital Transformation, Data Strategy, Corporate Sustainability, Business Transformation, Data Ethics, Business Process Improvement",ChatGPT (and other AI) for Product Management & Innovation | Business Process Modeling with AI | Gen AI For Sustainability,"Joyce Wong, Vipesh Singla, Manas Dasgupta",Starts Jul 15,,
AI Product & Process Excellence,N/A,N/A,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/ai-product-and-process-excellence,,"Business Process Automation, Process Design, Generative AI, ChatGPT, Generative AI Agents, Business Strategy, Digital Transformation, Data Strategy, Corporate Sustainability, Business Transformation, Data Ethics, Business Process Improvement",ChatGPT (and other AI) for Product Management & Innovation | Business Process Modeling with AI | Gen AI For Sustainability,"Joyce Wong, Vipesh Singla, Manas Dasgupta",Starts Jul 15,Flexible schedule,Learn at your own pace
Foundations of Business Analysis,3.9 out of 5 stars,24 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-business-analysis,4 modules,"Organizational Strategy, Business Process Modeling, Business Analysis, Stakeholder Management, SAP Applications, Stakeholder Communications, Communication, Critical Thinking, Business Requirements, Business Strategy, Stakeholder Engagement, Systems Analysis, ChatGPT, Agile Methodology, Solution Design, Business Systems Analysis, Waterfall Methodology, Requirements Analysis",Introduction to business analysis | The software development lifecycle | Strategic analysis | Stakeholder management,,Starts Jul 15,16 hours to complete,
Generative AI for Business Analysts,4.7 out of 5 stars,7.4K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-business-analysts,,"Requirements Elicitation, Business Process Automation, Content Creation, Data Analysis, Generative AI, ChatGPT, Business Strategy, Stakeholder Communications, Data-Driven Decision-Making, IBM Cloud, Image Analysis, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Revolutionizing Business Analysis Techniques,"Skill-Up EdTech Team, Filipe Martins, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 15,Flexible schedule,Learn at your own pace
Business Process Modeling and Analysis,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-process-modeling-analysis,4 modules,"Business Process Improvement, Process Improvement, Root Cause Analysis, Dashboard, Business Process Modeling, Data Visualization, SAP Applications, Gap Analysis, Process Mapping, ChatGPT, Data-Driven Decision-Making, Performance Measurement, Process Analysis",Business process modeling basics | Process analysis | Gap analysis and process improvement | Data analysis and visualization,,Starts Jul 15,Flexible schedule,Learn at your own pace
