課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Cyber Attack Countermeasures,4.7 out of 5 stars,702 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cyber-attack-countermeasures,4 modules,"Cybersecurity, Data Encryption Standard, Security Controls, Network Security, Encryption, Cryptography, Public Key Infrastructure, Multi-Factor Authentication, Computer Security, Authentications",Cyber Security Safeguards | Understanding Authentication Protocols | Introducing Conventional Cryptography | Overview of Public Key Cryptographic Methods,"Dr. Edward G. Amoroso, New York University",Starts Jul 18,Flexible schedule,Approx. 19 hours.Learn at your own pace
Cybersecurity Awareness Essentials for Employees,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-awareness-essentials-for-employees,2 modules,"Malware Protection, Security Awareness, Human Factors (Security), Cyber Attacks, Threat Detection, Email Security, Cybersecurity, Computer Security Awareness Training",Cybersecurity Annual Awareness Training Essentials | Course Conclusion and Assessment,"Keith Gibson, Knowledge Accelerators",Starts Jul 18,Flexible schedule,Learn at your own pace
Incident Response and Defense with OpenVAS,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/incident-response-and-defense-with-openvas,4 modules,"Threat Detection, Vulnerability Assessments, Emergency Response, Network Analysis, System Configuration, Security Strategy, Threat Management, Risk Mitigation, Cyber Threat Intelligence, Cyber Security Assessment, Software Installation, Cybersecurity, Technical Writing, Cyber Security Policies, Incident Response, Vulnerability Scanning","Module 1: Installation and Configuration of OpenVAS | Module 2: Vulnerability Analysis and Remediation Planning | Module 3: Threat Detection and Incident Containment | Module 4: Post-Incident Analysis, Final Project, Final Exam, and Wrap-Up","IBM Skills Network Team, Christo Oehley",Starts Jul 18,Flexible schedule,Learn at your own pace
Introduction to Ethical Hacking Principles,4.7 out of 5 stars,18 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ethical-hacking-principles,1 module,"Cyber Security Policies, Cybersecurity, Vulnerability Management, Technical Writing, General Data Protection Regulation (GDPR), Information Systems Security, Penetration Testing, Data Ethics, Computer Security, Information Privacy, Vulnerability Assessments",Ethical Hacking Principles and Practices,"Skill-Up EdTech Team, Christo Oehley, SkillUp EdTech",Starts Jul 18,4 hours to complete,
Network Traffic Analysis with Wireshark,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/network-traffic-analysis-with-wireshark,5 modules,"Cybersecurity, Distributed Denial-Of-Service (DDoS) Attacks, Incident Response, Network Monitoring, Computer Security, Anomaly Detection, Vulnerability Assessments, Network Security, Technical Communication, Network Protocols, Network Analysis, Threat Detection, Cyber Security Assessment, Network Troubleshooting",Network Forensics and Network Traffic Analysis | Packet Capture and Filtering with Wireshark | DPI and Network Protocol Analysis | Advanced Traffic Analysis and Reporting | Final Project and Course Wrap-Up,"Skill-Up EdTech Team, Dee Dee Collette, SkillUp EdTech",Starts Jul 18,Flexible schedule,Learn at your own pace
Information Security Analyst,N/A,N/A,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ec-council-information-security-analyst,,"Threat Detection, Computer Security Incident Management, Web Applications, Malware Protection, Mobile Security, Vulnerability Assessments, Network Monitoring, Risk Analysis, Security Information and Event Management (SIEM), Vulnerability Management, Network Security, Incident Response",Information Security Fundamentals | Ethical Hacking Essentials: Hands-On Edition | Network Defense Essentials: Hands-On Edition | Digital Forensics Essentials: Hands-On Edition | Into the Trenches: Security Operations Center,,Starts Jul 18,Flexible schedule,Learn at your own pace
Cyber Security – Technology and Governance,4.7 out of 5 stars,99 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cyber-security-technology-governance,,"Cyber Attacks, Computer Security Incident Management, TCP/IP, Command-Line Interface, Security Management, Linux, Computer Architecture, Incident Management, OSI Models, Cyber Governance, Cyber Threat Intelligence, Cyber Security Strategy",Introduction to Computer Security | Introduction to Network Security | Security Management and Governance | Cybercrime,"Guido Schmitz, Andrew Dwyer, Professor Peter Komisarczuk, Konstantinos Mersinas, University of London, Royal Holloway, University of London",Starts Jul 18,4 months,at 5 hours. a week
IBM Ethical Hacking with Open Source Tools,4.7 out of 5 stars,29 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ethical-hacking-with-open-source-tools,,"Threat Detection, Bash (Scripting Language), Vulnerability Assessments, System Configuration, Threat Management, Network Monitoring, Vulnerability, Anomaly Detection, Cyber Threat Intelligence, Network Analysis, Network Security, Incident Response",Introduction to Ethical Hacking Principles | Ethical Hacking with Kali Linux | Exploitation and Penetration Testing with Metasploit | Network Traffic Analysis with Wireshark | Incident Response and Defense with OpenVAS,"IBM Skills Network Team, Dee Dee Collette, Christo Oehley, Skill-Up EdTech Team, SkillUp EdTech",Starts Jul 18,1 month,at 10 hours. a week
IBM Ethical Hacking with Open Source Tools,4.7 out of 5 stars,29 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ethical-hacking-with-open-source-tools,,"Threat Detection, Bash (Scripting Language), Vulnerability Assessments, System Configuration, Threat Management, Network Monitoring, Vulnerability, Anomaly Detection, Cyber Threat Intelligence, Network Analysis, Network Security, Incident Response",Introduction to Ethical Hacking Principles | Ethical Hacking with Kali Linux | Exploitation and Penetration Testing with Metasploit | Network Traffic Analysis with Wireshark | Incident Response and Defense with OpenVAS,"IBM Skills Network Team, Dee Dee Collette, Christo Oehley, Skill-Up EdTech Team, SkillUp EdTech",Starts Jul 18,,
Exploitation and Penetration Testing with Metasploit,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/exploitation-and-penetration-testing-with-metasploit,5 modules,"Penetration Testing, Vulnerability Assessments, Information Systems Security, Network Security, Cybersecurity, Software Installation, Security Engineering, Cyber Threat Intelligence, Vulnerability",Metasploit Setup and Core Exploitation Techniques | Exploit Development and Auxiliary Module Usage | Post-Exploitation and Attack Simulations | Web and Social Engineering Attacks | Final Project: Simulated Penetration Test Using Metasploit,"IBM Skills Network Team, Christo Oehley",Starts Jul 18,,
Generative AI Cybersecurity & Privacy for Leaders: A Primer,4.9 out of 5 stars,47 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-security-privacy,5 modules,"Personally Identifiable Information, Business Ethics, Generative AI, Prompt Engineering, Threat Detection, Cybersecurity, Law, Regulation, and Compliance, Security Awareness, Artificial Intelligence, Information Privacy, Cyber Risk, Data Security","Generative AI Privacy & Security: An Individual Perspective | Generative AI Security & Prompting | Misinformation & Deepfakes | Hyper-Personalization, Persuasion, & Phishing | Generative AI Privacy & Security: A Perspective for Businesses & Organizations","Dr. Jules White, Dr. Sam Hays, Vanderbilt University",Starts Jul 18,3 hours to complete,
Ethical Hacking with Kali Linux,4.9 out of 5 stars,13 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ethical-hacking-with-kali-linux,5 modules,"System Configuration, Virtual Machines, Network Monitoring, Automation, Bash (Scripting Language)",Overview of Kali Linux | Kali Linux Tools | Scripting and Automation | Final Project and Course Wrap-Up | (Optional) Overview of the Linux Operating System,"IBM Skills Network Team, Dee Dee Collette",Starts Jul 18,16 hours to complete,
Information Security Awareness,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/information-security-training,2 modules,"Computer Security Awareness Training, Shared Media, Malware Protection, Security Awareness, Data Ethics, Cybersecurity, Cyber Attacks, Data Management, Data Security, Safety Culture, User Accounts, Email Security, Multi-Factor Authentication, Data Sharing, Personally Identifiable Information",Module 1: Understanding Data Security Risks and Prevention | Module 2: Cultivating a Strong Security Mindset Across Teams,,Starts Jul 18,Flexible schedule,Learn at your own pace
"AI Security: Risks, Defences and Safety",N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-ai-security,6 modules,"Cybersecurity, Cyber Governance, Information Systems Security, Application Programming Interface (API), Artificial Intelligence, Security Engineering, Governance, Cyber Attacks, Machine Learning, Encryption, Security Testing, Artificial Intelligence and Machine Learning (AI/ML), Regulation and Legal Compliance, DevSecOps, Cyber Threat Intelligence, Risk Management, Applied Machine Learning, Cyber Security Assessment, Data Security, Threat Modeling","Introduction and Emergent Threats of AI | ICS (Industrial Control Systems) / OT (Operational Technology) Attacks in the context of Traditional Security Attacks | AI Security and Risks to Real-life Applications | Defences (AI Controls) and AI Security Testing | Responsible AI, Regulation and Governance | The Future of AI: A Look Ahead","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Applied Cryptography & Information Security,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-cryptography,6 modules,"Public Key Infrastructure, Hardware Architecture, Cryptography, Encryption, Wireless Networks, Intellectual Property, Security Management, Security Engineering, Authentications, Blockchain, Virtual Private Networks (VPN), Cybersecurity, Data Encryption Standard, Data Security, Advanced Encryption Standard (AES), Network Security, Emerging Technologies","Cryptography Basics | Information Security | Network Security Cryptographic Attacks | Software, Keys and Secure Hardware | Blockchain | Private and confidential computing","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Digital Forensics,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-digital-forensics,6 modules,"Investigation, File Systems, Malware Protection, Mobile Security, Disaster Recovery, Data Storage, Incident Response, Criminal Investigation and Forensics, Mac OS, Network Analysis, Regulation and Legal Compliance, File Management, Cybersecurity, Data Security, Data Integrity, Computer Security Incident Management, Data Ethics","Introduction to Digital Forensics Processes | Data Acquisitions and Processing Crime and Incident Scenes | Investigating File Systems (Windows, Linux, MacOS) for Forensic Analysis | Computer Forensics Tools for Recovery Files from Storage Media | Live Forensics Investigating RAM and Network Traffic for Evidence | Cell Phone and Mobile Device Forensics","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Mobile Security,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-mobile-security,6 modules,"Computer Security Incident Management, Apple iOS, Mobile Development, File Systems, Disaster Recovery, Criminal Investigation and Forensics, Investigation, Cybersecurity, Encryption, Application Security, Legal Proceedings, Computer Security, Malware Protection, Mobile Security, Android (Operating System), Debugging, Analysis, Cloud Security, Security Strategy, Secure Coding",Mobile Device Fundamentals | Forensic Analysis of Mobile Operating Systems | Mobile Forensics Tools | Digital Evidence Acquisition | Digital Investigation of Mobile Apps | Mobile Device Security,"Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
DevSecOps,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-devsecops,6 modules,"Cloud-Native Computing, Web Applications, DevSecOps, Software Architecture, Cybersecurity, Secure Coding, Azure DevOps, API Design, Infrastructure as Code (IaC), DevOps, Hardening, Software Engineering, Software Design, Git (Version Control System), Containerization, Kubernetes, Microsoft Azure, Role-Based Access Control (RBAC), IT Security Architecture, Security Engineering",Development and Operations with Security | Secure Software Development | Application Aspects of DevSecOps | DevSecOps in Pipelines | DevSecOps in Cloud Environment (based on Azure) | Threats and Attacks,"Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Cyber Response and Recovery,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-cyber-response-and-recovery,5 modules,"Safety and Security, Threat Management, Regulation and Legal Compliance, Cyber Security Assessment, Threat Detection, Business Continuity, Incident Management, Intrusion Detection and Prevention, Security Software, Cyber Security Strategy, Incident Response, Strategic Communication, Security Management, Cyber Risk, Cybersecurity, Computer Security Incident Management, Cyber Security Policies, Disaster Recovery, Crisis Management, Cyber Attacks","Introduction to Security Incident Response | Preparing Your Organisation | Incident Detection and Analysis | Containment, Eradication and Recovery | Post-Incident Activity","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Data Security & Information Privacy,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-data-security--information-privacy,6 modules,"General Data Protection Regulation (GDPR), Information Privacy, Data Integrity, Vulnerability, Security Software, NIST 800-53, Compliance Management, Data Encryption Standard, Risk Management, Threat Modeling, Security Strategy, Data Access, Cybersecurity, Security Management, Data Security, Data Ethics, Vulnerability Assessments, Personally Identifiable Information, Data Governance, Cyber Risk","Threats, Risks and Vulnerabilities | Privacy Risk Quantification and Evaluation | De-identification Methods for Data Release: From k-anonymity to t-closeness | Probable Privacy to Provable Privacy | Privacy-Preserving Record Linkage | Privacy and Security Tools, Use Cases, and Frameworks","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Identity Access Management (IAM) and Secure Authentication,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-iam,6 modules,"IT Security Architecture, User Provisioning, Threat Management, OAuth, Multi-Factor Authentication, Authentications, Cybersecurity, Single Sign-On (SSO), Identity and Access Management, Threat Modeling, Zero Trust Network Access, Role-Based Access Control (RBAC), Systems Architecture, Threat Detection, Security Assertion Markup Language (SAML), Cryptography, Remote Access Systems, Risk Management, Authorization (Computing), Vulnerability Assessments","Introduction to Identity Access Management | IAM Processes and Technologies | Identity Federation | Two Factor Authentication and Multi-Factor Authentication | Risks, Vulnerabilities and Threats | Cryptography and Passwordless Authentication","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Microsoft IT Support Specialist,4.7 out of 5 stars,1.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist,,"TCP/IP, Hardware Troubleshooting, Generative AI, Computer Hardware, Technical Support, Business Software, Virtual Private Networks (VPN), Hardware Architecture, Network Security, Microsoft Teams, System Support, Collaborative Software","Introduction to Computers | Introduction to Secure Networking | Essential Aspects of Software, Hardware, and Data Backup | Cybersecurity and Privacy | The Microsoft 365 Ecosystem | Technical Diagnostics and Troubleshooting Techniques",,Starts Jul 18,3 months,at 10 hours. a week
Data Security & Information Privacy,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-data-security--information-privacy,6 modules,"General Data Protection Regulation (GDPR), Information Privacy, Data Integrity, Vulnerability, Security Software, NIST 800-53, Compliance Management, Data Encryption Standard, Risk Management, Threat Modeling, Security Strategy, Data Access, Cybersecurity, Security Management, Data Security, Data Ethics, Vulnerability Assessments, Personally Identifiable Information, Data Governance, Cyber Risk","Threats, Risks and Vulnerabilities | Privacy Risk Quantification and Evaluation | De-identification Methods for Data Release: From k-anonymity to t-closeness | Probable Privacy to Provable Privacy | Privacy-Preserving Record Linkage | Privacy and Security Tools, Use Cases, and Frameworks","Matt Bushby, Macquarie University",Starts Jul 18,Flexible schedule,Learn at your own pace
Cybersecurity Awareness For Everyone: Final Assessment,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-awareness-for-everyone,1 module,"Network Security, Infrastructure Security, Cybersecurity, Computer Security Awareness Training, Network Infrastructure, Security Awareness, Internet Of Things",Specialization Final Exam,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University",Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Português Brasileiro,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-ptbr,8 modules,"Cybersecurity, Incident Response, Threat Detection, Vulnerability Management, Cyber Threat Intelligence, Threat Management, Continuous Monitoring, Artificial Intelligence, Cyber Threat Hunting",IntroduÃ§Ã£o | O que Ã© o Google Threat Intelligence? | Resposta a incidentes | Gemini na InteligÃªncia contra AmeaÃ§as | Busca avanÃ§ada por ameaÃ§as | Digital Threat Monitoring | Gerenciamento de superfÃ­cies de ataque | ConclusÃ£o,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Français,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-fr,8 modules,"Threat Management, Threat Detection, Interactive Data Visualization, Cybersecurity, Cyber Threat Hunting, Incident Response, Cyber Threat Intelligence, Vulnerability Management, Generative AI Agents, Technical Analysis",Introduction | Qu'est-ce que Google Threat Intelligence ? | RÃ©ponse aux incidents | Gemini dans le renseignement sur les menaces | Traque avancÃ©e des menaces | Digital Threat Monitoring | Gestion de la surface d'attaque | Conclusion,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Information Security Fundamentals,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/information-security-fundamentals,6 modules,"Encryption, General Data Protection Regulation (GDPR), Human Factors (Security), Cybersecurity, Cryptography, Computer Security, Systems Development Life Cycle, Network Security, Security Awareness, Information Systems, Cyber Security Policies, ISO/IEC 27001, Threat Detection, Security Controls, Cyber Attacks, Risk Management Framework",Introduction to Information Security | Information Systems Security | Human Security | Cryptography Basics | Introduction to Security Policy Compliance | Conclusion,,Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Bahasa Indonesia,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-id,8 modules,"Threat Management, Vulnerability Management, Cyber Threat Hunting, Data Integration, Real Time Data, Endpoint Detection and Response, Continuous Monitoring, Risk Management Framework, Cyber Threat Intelligence, Infrastructure Security, Cybersecurity, Incident Response, Artificial Intelligence, Threat Detection",Pengantar | Apa yang dimaksud dengan Google Threat Intelligence? | Respons Insiden | Gemini di Threat Intelligence | Perburuan Ancaman Tingkat Lanjut | Pemantauan Ancaman Digital | Untitled Module | Kesimpulan,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Network Defense Essentials: Hands-On Edition,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/network-defense-essentials-hands-on-edition,12 modules,"Threat Detection, Security Controls, Public Key Infrastructure, Internet Of Things, Encryption, Cloud Security, Intrusion Detection and Prevention, Wireless Networks, Cybersecurity, Cryptography, Authorization (Computing), Continuous Monitoring, Mobile Security, Identity and Access Management, Network Monitoring, Cyber Security Policies, Information Assurance, Data Security, Network Security","Network Security Fundamentals | Identification, Authentication, and Authorization | Network Security Controls - Administrative Controls | Network Security Controls - Physical Controls | Network Security Controls - Technical Controls | Virtualization and Cloud Computing | Wireless Network Security | Mobile Device Security | IoT Device Security | Cryptography and PKI | Data Security | Network Traffic Monitoring",,Starts Jul 18,Flexible schedule,Learn at your own pace
Microsoft Cloud Support Associate,4.7 out of 5 stars,1.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate,,"Disaster Recovery, Hardware Troubleshooting, Computer Hardware, Microsoft Azure, Technical Support, Business Software, Virtual Private Networks (VPN), System Monitoring, Hardware Architecture, Network Security, Identity and Access Management, Azure Active Directory","Introduction to Computers | Introduction to Secure Networking | Essential Aspects of Software, Hardware, and Data Backup | Cybersecurity and Privacy | The Microsoft 365 Ecosystem | Technical Diagnostics and Troubleshooting Techniques | Cloud Computing Essentials with Azure Management | Azure Cloud Services | Azure Identity and Networking Essentials | Azure Network Configuration | Azure Monitoring and Analytics Fundamentals | Azure Backup, Security, and Compliance Administration",,Starts Jul 18,4 months,at 10 hours. a week
SD-WAN: Optimizing Network Performance & Security,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sd-wan-optimizing-network-performance--security,1 module,"Network Architecture, Network Routing, Network Security, Real Time Data, Wide Area Networks, Network Performance Management, Network Infrastructure, Firewall, Software-Defined Networking, Encryption, Network Planning And Design, Virtual Private Networks (VPN)",SD-WAN: Optimizing Network Performance & Security,"Gleb Marchenko, Coursera Instructor Network",Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - 日本語版,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-ja,8 modules,"Cybersecurity, Cyber Threat Intelligence, Artificial Intelligence, Security Information and Event Management (SIEM), Cyber Threat Hunting, Continuous Monitoring, Real Time Data, Generative AI, Threat Detection, Incident Response, Threat Management",ã¯ããã« | Google Threat Intelligence ã¨ã¯ | ã¤ã³ã·ãã³ãå¯¾å¿ | Gemini in Threat Intelligence | é«åº¦ãªèå¨ãã³ãã£ã³ã° | Digital Threat Monitoring | æ»æå¯¾è±¡é åã®ç®¡ç | ã¾ã¨ã,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - Français,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-fr,8 modules,"Threat Management, Threat Detection, Interactive Data Visualization, Cybersecurity, Cyber Threat Hunting, Incident Response, Cyber Threat Intelligence, Vulnerability Management, Generative AI Agents, Technical Analysis",Introduction | Qu'est-ce que Google Threat Intelligence ? | RÃ©ponse aux incidents | Gemini dans le renseignement sur les menaces | Traque avancÃ©e des menaces | Digital Threat Monitoring | Gestion de la surface d'attaque | Conclusion,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Network Defense Essentials: Hands-On Edition,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/network-defense-essentials-hands-on-edition,12 modules,"Threat Detection, Security Controls, Public Key Infrastructure, Internet Of Things, Encryption, Cloud Security, Intrusion Detection and Prevention, Wireless Networks, Cybersecurity, Cryptography, Authorization (Computing), Continuous Monitoring, Mobile Security, Identity and Access Management, Network Monitoring, Cyber Security Policies, Information Assurance, Data Security, Network Security","Network Security Fundamentals | Identification, Authentication, and Authorization | Network Security Controls - Administrative Controls | Network Security Controls - Physical Controls | Network Security Controls - Technical Controls | Virtualization and Cloud Computing | Wireless Network Security | Mobile Device Security | IoT Device Security | Cryptography and PKI | Data Security | Network Traffic Monitoring",,Starts Jul 18,Flexible schedule,Learn at your own pace
Google Threat Intelligence - 日本語版,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-ja,8 modules,"Cybersecurity, Cyber Threat Intelligence, Artificial Intelligence, Security Information and Event Management (SIEM), Cyber Threat Hunting, Continuous Monitoring, Real Time Data, Generative AI, Threat Detection, Incident Response, Threat Management",ã¯ããã« | Google Threat Intelligence ã¨ã¯ | ã¤ã³ã·ãã³ãå¯¾å¿ | Gemini in Threat Intelligence | é«åº¦ãªèå¨ãã³ãã£ã³ã° | Digital Threat Monitoring | æ»æå¯¾è±¡é åã®ç®¡ç | ã¾ã¨ã,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
Ethical Hacking Essentials: Hands-On Edition,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ethical-hacking-essentials-hands-on-edition,12 modules,"Vulnerability Assessments, Encryption, Penetration Testing, Infrastructure Security, Cyber Attacks, Wireless Networks, Threat Detection, MITRE ATT&CK Framework, Mobile Security, Cybersecurity, Application Security, Web Applications, Internet Of Things, Network Security, Authentications, Cloud Security",Information Security Fundamentals | Ethical Hacking Fundamentals | Information Security Threats and Vulnerability Assessment | Password Cracking Techniques and Countermeasures | Social Engineering Techniques and Countermeasures | Network Level Attacks and Countermeasures | Web Application Attacks and Countermeasures | Wireless Attacks and Countermeasures | Mobile Attacks and Countermeasures | IoT and OT Attacks and Countermeasures | Cloud Computing Threats and Countermeasures | Penetration Testing Fundamentals,,Starts Jul 18,Flexible schedule,Learn at your own pace
Emerging Technologies & Digital Business,N/A,N/A,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/emerging-technologies--digital-business,17 modules,"Cloud Computing, Internet Of Things, Technology Strategies, Blockchain, Digital Marketing, Artificial Intelligence, Business Strategy, Business Technologies, Digital Transformation, Cybersecurity, Real Time Data, E-Commerce, Emerging Technologies",Welcome to Emerging Technologies & Digital Business | Business Models for the Digital Age | Digital Business Model: Drivers and Challenges | Weekly Summative Assessment | Emerging Trends in Digital Marketing | Artificial Intelligence and Machine Learning | Cloud Computing | Internet of Things | Weekly Summative Assessment | Big Data | Emerging Trends in Cybersecurity and Privacy | Emerging Trends in Transportation Technologies | Blockchain and FinTech | Weekly Summative Assessment | Emerging Technology Trends in Manufacturing | New Realities | Weekly Summative Assessment,"Harit Joshi, O.P. Jindal Global University",Starts Jul 18,Build toward a degree,Learn more
Google Threat Intelligence - Español,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/google-threat-intelligence-espanol-es,8 modules,"Threat Management, Incident Response, Cyber Threat Intelligence, Vulnerability Assessments, Cybersecurity, MITRE ATT&CK Framework, Cyber Threat Hunting, Data Integration, Threat Detection",IntroducciÃ³n | Â¿QuÃ© es Google Threat Intelligence? | Respuesta ante incidentes | Gemini en Threat Intelligence | BÃºsqueda avanzada de amenazas | Digital Threat Monitoring | AdministraciÃ³n de la superficie de ataque | ConclusiÃ³n,"Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,Learn at your own pace
CISSP Domain 7: Security Operations,N/A,N/A,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cissp-domain-7-security-operations,4 modules,"Cybersecurity, Security Controls, Configuration Management, Information Systems Security, Change Control, Business Continuity Planning, Computer Security Incident Management, Incident Response, Disaster Recovery, Infrastructure Security, Contingency Planning, Data Centers, Security Strategy, Security Management",Incident response and forensic investigations | Redundancy | Contingency planning | Physical security,InfoSec Institute Instructor,Starts Jul 18,Flexible schedule,Learn at your own pace
Protection of Information Assets,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/protection-of-information-assets,2 modules,"Single Sign-On (SSO), Firewall, Security Controls, Data Security, Security Testing, Identity and Access Management, Incident Response, Infrastructure Security, Computer Networking, Public Key Infrastructure, Cloud Computing, Cybersecurity, Encryption, Threat Detection, Cloud Security, Network Security, OSI Models",Information Asset Security and Control | Security Event Management,Whizlabs Instructor,Starts Jul 18,Flexible schedule,Learn at your own pace
Cybersecurity for Data Science,3.6 out of 5 stars,26 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-for-data-science,5 modules,"Data Ethics, Cyber Threat Intelligence, Data Encryption Standard, Computer Security Awareness Training, Cybersecurity, Data Security, Security Controls, Communication, Information Privacy, Cyber Security Policies, Authorization (Computing), Problem Solving, Security Awareness, Cryptography, Threat Modeling, Authentications, Risk Analysis","Basic Cybersecurity Concepts and Principles | Your Cyber Story and Your Public Data Profile | Wifi, IoT, Hacking, Data Breaches and Social Engineering | The Ethics of Cyber Security | Cybersecurity Expert Interview","Al Pisano, University of Colorado Boulder",Starts Jul 18,Flexible schedule,Approx. 19 hours.Learn at your own pace
Introduction to Automotive Cybersecurity & Vehicle Networks,3.5 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-automotive-cybersecurity-vehicle-networks,4 modules,"Threat Detection, Network Security, Cyber Security Strategy, Vulnerability Assessments, Cyber Security Policies, Cyber Governance, Cyber Risk, Cybersecurity, Cyber Attacks, Cryptography, Incident Response, Threat Modeling",Introduction to Automotive Cybersecurity | Design and Development of Secure Automotive Systems | Advanced Communications and Defense Strategies | Building a Secure Automotive Cybersecurity Framework,Lluis Foreman,Starts Jul 18,,
