課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Machine Learning for Accounting with Python,4.6 out of 5 stars,43 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/machine-learning-accounting-python,9 modules,"Unsupervised Learning, Regression Analysis, Text Mining, Jupyter, Supervised Learning, Machine Learning Algorithms, Applied Machine Learning, Machine Learning, Predictive Modeling, Feature Engineering, Natural Language Processing, Data Processing, Time Series Analysis and Forecasting, Scikit Learn (Machine Learning Library), Performance Metric, Pandas (Python Package), Python Programming, Statistical Analysis",Introduction to the Course | Module 1: Introduction to Machine Learning | Module 2: Fundamental Algorithms I | Module 3: Fundamental Algorithms II | Module 4: Model Evaluation | Module 5: Model Optimization | Module 6: Introduction to Text Analysis | Module 7: Introduction to Clustering | Module 8: Introduction to Time Series Data,"Linden Lu, University of Illinois Urbana-Champaign",Starts Jul 28,Flexible schedule,Approx. 64 hours.Learn at your own pace
Interfacing with the Raspberry Pi,4.7 out of 5 stars,1.6K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/raspberry-pi-interface,4 modules,"Embedded Systems, Digital Communications, Networking Hardware, Control Systems, Electronic Systems, Internet Of Things, Application Programming Interface (API), Python Programming, Computer Hardware, Servers, Hardware Design, Electronics, TCP/IP, USB",Module 1 | Module 2 | Module 3 | Module 4,"Ian Harris, University of California, Irvine",Starts Jul 18,Flexible schedule,Learn at your own pace
LangChain MasterClass: Build 15 LLM Apps with Python,3.4 out of 5 stars,13 reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-langchain-masterclass-build-15-openai-and-llama-2-llm-apps-using-pyt-s2uus,25 modules,"Jupyter, Generative AI, OpenAI, Prompt Engineering, PyTorch (Machine Learning Library), Application Programming Interface (API), Data Processing, Application Development, Natural Language Processing, Large Language Modeling, Python Programming, Artificial Intelligence",LangChain Introduction | OpenAI Introduction | Demo and Environment Setup | LangChain - Models Module Concept | Project #1 - Simple Question and Answer App | Project #2 - Simple Conversational App | Project #3 - Find Similar Things App for Kids | LangChain - Prompt Module Concept and Implementation Using Python | Project #4 - Marketing Campaign App | LangChain - Memory Module Concept | Project #5 - ChatGPT Clone with Summarization Option | LangChain - Data Connection Module Concept | Project #6 - Quiz MCQ Creator App | LangChain - Chains Module Concept | LangChain - Agents Module Concept | Project #7 - CSV Data Analysis Tool | Project #8 - YouTube Script Writing Tool | Project #9 - Support Chatbot for Your Website | Project #10 - Automatic Ticket Classification Tool | Project #11 - HR - Resume Screening Assistance | LLAMA 2 Introduction | Project #12 - Email Generator Using LLAMA 2 || Streamlit App | Project #13 - Invoice Extraction Bot | Project #14 - Text to SQL Query - Helper Tool || Google Collab || LLAMA 2 | Project #15 - Customer Care Call Summary Alert || OpenAI || Zapier NLA,Packt - Course Instructors,Starts Jul 18,19 hours to complete,
Sports Performance Analytics,4.5 out of 5 stars,262 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sports-analytics,,"Regression Analysis, Data Manipulation, Correlation Analysis, Data Processing, Supervised Learning, Predictive Analytics, Predictive Modeling, Injury Prevention, Statistical Methods, Data Analysis, Applied Machine Learning, Statistical Analysis","Foundations of Sports Analytics: Data, Representation, and Models in Sports | Moneyball and Beyond | Prediction Models with Sports Data | Wearable Technologies and Sports Analytics | Introduction to Machine Learning in Sports Analytics","Stefan Szymanski, Youngho Park, Wenche Wang, Christopher Brooks, Peter F. Bodary, University of Michigan",Starts Jul 18,4 months,at 10 hours. a week
Create a Tic-Tac-Toe game in Python,4.6 out of 5 stars,36 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/tic-tac-toe-game-python,,"Python Programming, Game Design, Computer Graphics, Visualization (Computer Graphics), Cross Platform Development, Video Game Development, User Interface (UI), Event-Driven Programming",,"Omar Ali Gaber, Coursera Project Network",,1 hour and 30 minutes,Learn at your own pace
Python for Beginners: Data Structures,4.4 out of 5 stars,37 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/python-for-beginners-data-structures,,"Plot (Graphics), Programming Principles, Data Storage, Data Structures, Python Programming",,"Ahmad Varasteh, Coursera Project Network",,2 hours,Learn at your own pace
Supervised Machine Learning: Regression,4.7 out of 5 stars,750 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/supervised-machine-learning-regression,6 modules,"Regression Analysis, Performance Metric, Data Processing, Predictive Modeling, Classification And Regression Tree (CART), Machine Learning, Pandas (Python Package), Data Validation, Estimation, Statistical Modeling, Statistical Analysis, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Applied Machine Learning, Feature Engineering, Supervised Learning","Introduction to Supervised Machine Learning and Linear Regression | Data Splits and Polynomial Regression | Cross Validation | Bias Variance Trade off and Regularization Techniques: Ridge, LASSO, and Elastic Net | Regularization Details | Final Project","Mark J Grover, Miguel Maldonado, Svitlana (Lana) Kramar",Starts Jul 18,Flexible schedule,Approx. 20 hours.Learn at your own pace
Python Debugging: A Systematic Approach,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-debugging-a-systematic-approach,4 modules,"Python Programming, Data Manipulation, Data Analysis, Debugging",Review and Setup | The Debugging Framework | Framework Skills | Stop Bugs Before They Happen,"Elle O'Brien, Anthony Whyte, Paul Resnick, University of Michigan",Starts Jul 18,Flexible schedule,Learn at your own pace
Deep Learning with Keras and Tensorflow,4.4 out of 5 stars,957 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/building-deep-learning-models-with-tensorflow,7 modules,"Generative AI, Unsupervised Learning, Artificial Intelligence, Keras (Neural Network Library), Image Analysis, Performance Tuning, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Time Series Analysis and Forecasting, Natural Language Processing, Artificial Neural Networks, Reinforcement Learning, Tensorflow",Advanced Keras Functionalities | Advanced CNNs in Keras | Transformers in Keras | Unsupervised Learning and Generative Models in Keras | Advanced Keras Techniques | Introduction to Reinforcement Learning with Keras | Final Project and Assignment,"Samaya Madhavan, Ricky Shi, Alex Aklson, Romeo Kienzler, Joseph Santarcangelo, Wojciech 'Victor' Fulmyk, JEREMY NILMEIER",Starts Jul 18,Flexible schedule,Approx. 23 hours.Learn at your own pace
Introduction to Python and Basic Selenium Setup,4.5 out of 5 stars,11 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-introduction-to-python-and-basic-selenium-setup-uzbwb,9 modules,"Test Automation, Debugging, Selenium (Software), Software Testing, Automation, Software Installation, Browser Compatibility, Development Environment, Python Programming, Object Oriented Programming (OOP), File Management",Python Testing and its Importance | Complete Installation Guide for Python and Selenium Learning | Getting Started with Python Basics | Understanding Python Data Types and Variables | Program Flow Control in Python | Understanding Object-Oriented Principles of Python | Reading and Writing Files in Python | Exception Handling Mechanism | Selenium Python Package Setup with Different Browser Execution,Packt - Course Instructors,Starts Jul 18,8 hours to complete,
Playwright Python and Pytest for Web Automation Testing,4.5 out of 5 stars,6 reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-playwright-python-and-pytest-for-web-automation-testing-la7nu,21 modules,"Application Programming Interface (API), Test Case, Verification And Validation, Behavior-Driven Development, GitHub, Debugging, Cascading Style Sheets (CSS), Unit Testing, Development Environment, User Interface (UI), Continuous Integration, Event-Driven Programming, Authentications, Software Testing, CI/CD, Test Automation, Test Data",Getting Started | Locators | Actions | Events | Authentication | Automated Mail Checker | Pytest | pytest-playwright Plugin | Playwright Tools | Web-First Assertions | UI Testing Playground | Playwright Fixtures | Page Object Model (POM) | Network Events | API Testing | Optimization | Tips and Tricks | GitHub API | Continuous Integration (CI) | Data-Driven Testing | Behavior-Driven Development,Packt - Course Instructors,Starts Jul 18,Flexible schedule,Learn at your own pace
Hands-on Internet of Things,4.7 out of 5 stars,592 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/uiuc-iot,,"Virtual Local Area Network (VLAN), Infrastructure Security, Network Switches, Network Infrastructure, General Networking, Networking Hardware, Wireless Networks, Cloud Infrastructure, Distributed Computing, Network Routers, Local Area Networks, Wide Area Networks",IoT Devices | IoT Communications | IoT Networking | IoT Cloud,"Matthew Caesar, University of Illinois Urbana-Champaign",Starts Jul 18,2 months,at 10 hours. a week
VLSI CAD Part I: Logic,4.7 out of 5 stars,553 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/vlsi-cad-logic,6 modules,"Digital Design, Algorithms, Verification And Validation, Application Specific Integrated Circuits, Programming Principles, Computer Architecture, Graph Theory, Data Structures, Computer Engineering, Mathematical Software, Theoretical Computer Science, Computational Logic, Software Development Tools","Orientation | Computational Boolean Algebra | Boolean Representation via BDDs and SAT | 2-Level Logic Synthesis, and Multi-Level Logic Synthesis via the Algebraic Model | Multilevel Factor Extract and Don't Cares | Final Exam","Rob A. Rutenbar, University of Illinois Urbana-Champaign",Starts Jul 18,Flexible schedule,Approx. 23 hours.Learn at your own pace
Python for Finance: Beta and Capital Asset Pricing Model,4.5 out of 5 stars,46 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/copy-of-portfolio-assets-allocation-and-statistical-data-analysis,,"Investment Management, Python Programming, Risk Modeling, Pandas (Python Package), Equities, Portfolio Management, Market Data, Plotly, Financial Data, Statistical Analysis, Data Analysis, Data Visualization, Financial Analysis, Finance",,"Ryan Ahmed, Coursera Project Network",,2 hours,Learn at your own pace
State Estimation and Localization for Self-Driving Cars,4.7 out of 5 stars,836 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,6 modules,"Mathematical Modeling, Machine Learning Methods, Global Positioning Systems, Spatial Data Analysis, Linear Algebra, Computer Vision, Estimation",Module 0: Welcome to Course 2: State Estimation and Localization for Self-Driving Cars | Module 1: Least Squares | Module 2: State Estimation - Linear and Nonlinear Kalman Filters | Module 3: GNSS/INS Sensing for Pose Estimation | Module 4: LIDAR Sensing | Module 5: Putting It together - An Autonomous Vehicle State Estimator,"Jonathan Kelly, Steven Waslander, University of Toronto",Starts Jul 18,Flexible schedule,Approx. 26 hours.Learn at your own pace
Python: Istruzioni per l’uso,4.2 out of 5 stars,39 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-istruzioni-per-uso,3 modules,"Databases, Programming Principles, Database Management, Data Structures, Functional Design, File Management, Scripting, Python Programming, Debugging, Object Oriented Programming (OOP), Computer Programming, Data Management, Scripting Languages","Python: Istruzioni per lâuso | Funzioni, Moduli e Programmazione ad Oggetti | FunzionalitÃ  avanzate","Flora Amato, UniversitÃ  di Napoli Federico II",Starts Jul 18,16 hours to complete,
Machine Learning: Classification,4.7 out of 5 stars,3.7K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/ml-classification,10 modules,"Natural Language Processing, Predictive Modeling, Big Data, Data Cleansing, Supervised Learning, Text Mining, Applied Machine Learning, Probability & Statistics, Classification And Regression Tree (CART), Algorithms, Machine Learning, Scalability, Machine Learning Algorithms",Welcome! | Linear Classifiers & Logistic Regression | Learning Linear Classifiers | Overfitting & Regularization in Logistic Regression | Decision Trees | Preventing Overfitting in Decision Trees | Handling Missing Data | Boosting | Precision-Recall | Scaling to Huge Datasets & Online Learning,"Emily Fox, Carlos Guestrin, University of Washington",Starts Jul 18,,
Using SAS Viya REST APIs with Python and R,4.7 out of 5 stars,15 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/sas-viya-rest-api-python-r,8 modules,"Jupyter, Time Series Analysis and Forecasting, Data Analysis Software, Applied Machine Learning, Artificial Neural Networks, Application Programming Interface (API), Big Data, Predictive Modeling, Advanced Analytics, Computer Vision, Image Analysis, Text Mining, Deep Learning, R Programming, Natural Language Processing, Statistical Programming, Predictive Analytics, Data Processing, Data Science, SAS (Software)",Course Overview | SASÂ®  ViyaÂ®  and Open Source Integration | Machine Learning | Text Analytics | Deep Learning | Time Series | Image Classification | Factorization Machines,"Jordan Bakerman, Ari Zitin",Starts Jul 18,Flexible schedule,Learn at your own pace
Combinatorics and Probability,4.6 out of 5 stars,864 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/combinatorics,6 modules,"Combinatorics, Computational Thinking, Algorithms, Mathematical Modeling, Probability, Game Theory, Python Programming, Statistics",Basic Counting | Binomial Coefficients | Advanced Counting | Probability | Random Variables | Project: Dice Games,"ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸Ñ ÐÐ¾Ð´Ð¾Ð»ÑÑÐºÐ¸Ð¹, Alexander S. Kulikov, University of California San Diego",Starts Jul 18,Flexible schedule,Approx. 23 hours.Learn at your own pace
Data Analysis in Python: Using Pandas DataFrames,4.8 out of 5 stars,20 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-analysis-in-python-using-pandas-dataframes,,"Matplotlib, Scatter Plots, Data Analysis, Exploratory Data Analysis, Data Cleansing, Data Visualization Software, Python Programming, Histogram, Pandas (Python Package), JSON, Data Manipulation, Data Import/Export, Data Visualization",,"Ahmad Varasteh, Coursera Project Network",,2 hours,Learn at your own pace
أساسيات python: برمج لعبة تخمين الرقم من الصفر,N/A,N/A,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/python-basics-guess-the-number-arabic,,"Computer Programming, Scripting, Programming Principles, Computer Science, Python Programming, Game Design",,"Yousef Metwally, Coursera Project Network",,Hands-on learning,Learn more
Akamai Customer Consulting and Support,4.7 out of 5 stars,274 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/akamai-customer-consulting-and-support,,"Endpoint Security, Routing Protocols, Computer Security Incident Management, Linux Commands, TCP/IP, Database Systems, Security Management, Software Development, Web Design and Development, Data Structures, Database Design, Cascading Style Sheets (CSS)",Operating Systems Fundamentals | Networking Fundamentals | Introduction to Web Applications | Managing Relational Databases | Python Scripting Fundamentals | Introduction to IT Security,"Shadow Farrell, Akamai Technologies, Inc.",Starts Jul 18,4 months,at 10 hours. a week
DevOps and Build Automation with Python,3.9 out of 5 stars,59 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/devops-build-automation-python,4 modules,"Software Testing, Python Programming, Unit Testing, Integration Testing, Docker (Software), Development Testing, Scripting, Web Scraping, DevOps, Test Automation, Package and Software Management, Containerization, CI/CD",Package Managers | Testing | Browser Automation | Containers for Development,Aspen Olmsted,Starts Jul 18,13 hours to complete,
Analyze Box Office Data with Seaborn and Python,4.5 out of 5 stars,180 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/analyze-data-seaborn-python,,"Statistical Modeling, Data Visualization, Exploratory Data Analysis, Data Visualization Software, Jupyter, Data Analysis, Seaborn, Predictive Modeling, Data Science, Cloud Applications, Plotly, Python Programming, Interactive Data Visualization",,"Snehan Kekre, Coursera Project Network",,2 hours,Learn at your own pace
Accounting Data Analytics,4.7 out of 5 stars,564 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/accounting-data-analytics,,"Tableau Software, Data Manipulation, Exploratory Data Analysis, Data Visualization, Data Processing, Unsupervised Learning, Jupyter, Data Visualization Software, Applied Machine Learning, Pandas (Python Package), Excel Macros, Analytics",Introduction to Accounting Data Analytics and Visualization | Accounting Data Analytics with Python | Machine Learning for Accounting with Python,"Linden Lu, Ronald Guymon, University of Illinois Urbana-Champaign",Starts Jul 18,3 months,at 10 hours. a week
Big Data Analysis with Scala and Spark,4.6 out of 5 stars,2.6K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/scala-spark-big-data,4 modules,"Functional Design, Apache Hadoop, Data Manipulation, Data Analysis, Scala Programming, SQL, Performance Tuning, Data Processing, Big Data, Apache Spark, Distributed Computing","Getting Started + Spark Basics | Reduction Operations & Distributed Key-Value Pairs | Partitioning and Shuffling | Structured data: SQL, Dataframes, and Datasets","Prof. Heather Miller, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 18,Flexible schedule,Approx. 27 hours.Learn at your own pace
Django Web Framework,4.7 out of 5 stars,618 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/django-web-framework,5 modules,"Application Frameworks, MySQL, Web Servers, Django (Web Framework), Hypertext Markup Language (HTML), Data Modeling, Database Development, Web Applications, Web Development, Database Management, Back-End Web Development, Application Security",Introduction to Django | Views | Models | Templates | Course summary and graded project assessment,Taught by Meta Staff,Starts Jul 18,Flexible schedule,Approx. 45 hours.Learn at your own pace
"Data Analysts' Toolbox - Excel, Power BI, Python, & Tableau",4.5 out of 5 stars,8 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-data-analysts-toolbox-excel-power-bi-python-and-tableau,,"Tableau Software, Pivot Tables And Charts, Automation, Statistical Programming, Business Reporting, Scripting, Dashboard, Data Visualization, Data Analysis Expressions (DAX), R Programming, Data Visualization Software, Alteryx",Mastering Advanced Pivot Tables in Excel | Data Preparation and Visualization with Power BI | Python for Data Analysis and Automation | Data Analytics and Visualization with Tableau and more,Packt - Course Instructors,Starts Jul 18,2 months,at 10 hours. a week
Introduction to Graph Theory,4.5 out of 5 stars,1.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/graphs,5 modules,"Algorithms, Mathematical Theory & Analysis, Data Structures, Combinatorics, Graph Theory, Program Development, Network Routing, Theoretical Computer Science, Network Analysis",What is a Graph? | Cycles | Graph Classes | Graph Parameters | Flows and Matchings,"Alexander S. Kulikov, ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸Ñ ÐÐ¾Ð´Ð¾Ð»ÑÑÐºÐ¸Ð¹, University of California San Diego",Starts Jul 18,,
Akamai Network Engineering,4.7 out of 5 stars,255 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/akamai-network-engineering,,"Endpoint Security, Routing Protocols, Computer Security Incident Management, Scripting, Database Systems, Security Management, Linux, OSI Models, MySQL, Database Management, Database Design, Remote Access Systems",Operating Systems Fundamentals | Networking Fundamentals | Managing Relational Databases | Python Scripting Fundamentals | Introduction to IT Security,"Shadow Farrell, Akamai Technologies, Inc.",Starts Jul 18,3 months,at 10 hours. a week
Digital Signal Processing 1: Basic Concepts and Algorithms,4.5 out of 5 stars,624 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/dsp1,4 modules,"Algorithms, Engineering Analysis, Telecommunications, Linear Algebra, Mathematical Modeling, Electrical and Computer Engineering, Applied Mathematics, Electronics, Time Series Analysis and Forecasting, Programming Principles, Advanced Mathematics, Digital Communications, Computational Logic",Module 1.1: Digital Signal Processing: the Basics | Module 1.2: Signal Processing Meets Vector Space | Module 1.3: Fourier Analysis: the Basics | Module 1.4: Fourier Analysis: More Advanced Tools,"Paolo Prandoni, Martin Vetterli, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 18,Flexible schedule,Approx. 28 hours.Learn at your own pace
Functional Program Design in Scala,4.5 out of 5 stars,3.1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/scala-functional-program-design,5 modules,"Algorithms, Programming Principles, Event-Driven Programming, Functional Design, Software Design Patterns, Data Structures, Performance Tuning, Scala Programming, Software Design, Java",For Expressions and Monads | Lazy Evaluation | Type-Directed Programming | Functions and State | Timely Effects,"Martin Odersky, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 18,Flexible schedule,Approx. 35 hours.Learn at your own pace
Data Visualization & Storytelling in Python,4.9 out of 5 stars,9 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-visualization--storytelling-in-python,,"Plotly, Data Storytelling, Matplotlib, Statistical Visualization, Data Visualization, Seaborn, Interactive Data Visualization, Data Presentation, Data Visualization Software, Scatter Plots",,"Ryan Ahmed, Coursera Project Network",,Hands-on learning,Learn more
Functional Program Design in Scala,4.5 out of 5 stars,3.1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/scala-functional-program-design,5 modules,"Algorithms, Programming Principles, Event-Driven Programming, Functional Design, Software Design Patterns, Data Structures, Performance Tuning, Scala Programming, Software Design, Java",For Expressions and Monads | Lazy Evaluation | Type-Directed Programming | Functions and State | Timely Effects,"Martin Odersky, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 18,Flexible schedule,Approx. 35 hours.Learn at your own pace
Robot Localization with Python and Particle Filters,4.5 out of 5 stars,25 reviews,Advanced · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/robot-localization-python-particle-filter,,"Computer Vision, Spatial Data Analysis, Simulations, Data Manipulation, NumPy, Artificial Intelligence",,"Daniel Romaniuk, Coursera Project Network",,1 hour,Learn at your own pace
Data Visualization & Storytelling in Python,4.9 out of 5 stars,9 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-visualization--storytelling-in-python,,"Plotly, Data Storytelling, Matplotlib, Statistical Visualization, Data Visualization, Seaborn, Interactive Data Visualization, Data Presentation, Data Visualization Software, Scatter Plots",,"Ryan Ahmed, Coursera Project Network",,Hands-on learning,Learn more
"Algorithms for Searching, Sorting, and Indexing",4.7 out of 5 stars,503 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/algorithms-searching-sorting-indexing,4 modules,"Probability & Statistics, Computational Thinking, Analysis, Algorithms, Python Programming, Data Structures, Big Data","Basics of Algorithms Through Searching and Sorting | Heaps and Hashtable Data Structures | Randomization: Quicksort, Quickselect, and Hashtables | Applications of Hashtables","Sriram Sankaranarayanan, University of Colorado Boulder",Starts Jul 18,Flexible schedule,Approx. 35 hours.Learn at your own pace
Statistics and Clustering in Python,4.5 out of 5 stars,16 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/statistics-and-clustering-in-python,4 modules,"Data Visualization Software, Machine Learning Algorithms, Statistics, NumPy, Jupyter, Data Analysis, Probability & Statistics, Python Programming, Descriptive Statistics, Pandas (Python Package), Statistical Analysis, Unsupervised Learning, Data Science, Matplotlib, Data Manipulation",Week 1: Means and Deviations in Mathematics and Python | Week 2: Moving from One to Two Dimensional Data | Week 3: Introducing Pandas and Using K-Means to Analyse Data | Week 4: A Data Clustering Project,"Robert Zimmer, University of London",Starts Jul 18,17 hours to complete,
Programación en Python II: aprendiendo a estructurar datos,4.7 out of 5 stars,97 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/programacion-en-python-ii-aprendiendo-a-estructurar-datos,8 modules,"Program Development, Analysis, Computer Programming, Computational Thinking, Python Programming, Object Oriented Programming (OOP), Algorithms, Data Structures",IntroducciÃ³n y bienvenida | Semana 1 | Semana 2 | Semana 3 | Semana 4 | Semana 5 | Semana 6 | Cierre,"Valeria Herskovic, Cristian Ruz, Jorge MuÃ±oz Gama, Pontificia Universidad CatÃ³lica de Chile",Starts Jul 18,11 hours to complete,
Prediction and Control with Function Approximation,4.8 out of 5 stars,838 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/prediction-control-function-approximation,5 modules,"Deep Learning, Artificial Neural Networks, Pseudocode, Machine Learning Algorithms, Linear Algebra, Supervised Learning, Probability Distribution, Reinforcement Learning, Machine Learning",Welcome to the Course! | On-policy Prediction with Approximation | Constructing Features for Prediction | Control with Approximation | Policy Gradient,"Martha White, Adam White, University of Alberta, Alberta Machine Intelligence Institute",Starts Jul 18,Flexible schedule,Approx. 21 hours.Learn at your own pace
Concurrent and Parallel Programming in Python,3.5 out of 5 stars,6 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-concurrent-and-parallel-programming-in-python-um1n1,3 modules,"Web Scraping, Performance Tuning, Scalability, Database Management, Distributed Computing, Python Programming, OS Process Management",Threading | Multiprocessing | Asynchronous,Packt - Course Instructors,Starts Jul 18,Flexible schedule,Learn at your own pace
Decryption with Python,5 out of 5 stars,9 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/decryption-with-python,,"Data Security, Python Programming, Public Key Cryptography Standards (PKCS), Cryptography, Encryption",,"Imdad Ahad, Coursera Project Network",,Hands-on learning,Learn more
Visual Perception for Self-Driving Cars,4.7 out of 5 stars,581 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/visual-perception-self-driving-cars,7 modules,"Deep Learning, Visualization (Computer Graphics), Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Python Programming, Computer Vision, Computer Graphics, Linear Algebra, Image Analysis","Welcome to Course 3: Visual Perception for Self-Driving Cars | Module 1: Basics of 3D Computer Vision | Module 2: Visual Features - Detection, Description and Matching | Module 3: Feedforward Neural Networks | Module 4: 2D Object Detection | Module 5: Semantic Segmentation | Module 6:  Putting it together - Perception of dynamic objects in the drivable region","Steven Waslander, Jonathan Kelly, University of Toronto",Starts Jul 18,Flexible schedule,Approx. 31 hours.Learn at your own pace
Introduction to Big Data with Spark and Hadoop,4.4 out of 5 stars,446 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,7 modules,"Docker (Software), IBM Cloud, PySpark, Data Transformation, Apache Hadoop, Apache Hive, Debugging, Data Processing, Kubernetes, Scalability, Apache Spark, Performance Tuning, Distributed Computing, Big Data",What Is Big Data? | Introduction to the Hadoop Ecosystem | Apache Spark | DataFrames and Spark SQL | Development and Runtime Environment Options | Monitoring and Tuning | Final Project and Assessment,"Aije Egwaikhide, Romeo Kienzler, Rav Ahuja",Starts Jul 18,,
Machine Learning: Clustering & Retrieval,4.7 out of 5 stars,2.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/ml-clustering-and-retrieval,6 modules,"Statistical Inference, Statistical Modeling, Big Data, Unstructured Data, Statistical Machine Learning, Applied Machine Learning, Machine Learning Algorithms, Bayesian Statistics, Probability Distribution, Scalability, Text Mining, Algorithms, Machine Learning, Sampling (Statistics), Unsupervised Learning, Data Mining",Welcome | Nearest Neighbor Search | Clustering with k-means | Mixture Models | Mixed Membership Modeling via Latent Dirichlet Allocation | Hierarchical Clustering & Closing Remarks,"Emily Fox, Carlos Guestrin, University of Washington",Starts Jul 18,Flexible schedule,Learn at your own pace
Introduction to Java and Object-Oriented Programming,4.5 out of 5 stars,322 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/java-object-oriented-programming,3 modules,"Java, Test Driven Development (TDD), Unit Testing, Object Oriented Programming (OOP), Object Oriented Design, Computer Programming, Programming Principles, Program Development, Java Programming, Software Testing, Data Structures","Module 1 :  Introduction to Java, Classes, & Eclipse | Module 2 : Unit Testing, Arrays, & ArrayLists | Module 3 : Static Variables, Methods, & Polymorphism Using Overloading","Brandon Krakowsky, University of Pennsylvania",Starts Jul 18,Flexible schedule,Approx. 19 hours.Learn at your own pace
Machine Learning: Clustering & Retrieval,4.7 out of 5 stars,2.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/ml-clustering-and-retrieval,6 modules,"Statistical Inference, Statistical Modeling, Big Data, Unstructured Data, Statistical Machine Learning, Applied Machine Learning, Machine Learning Algorithms, Bayesian Statistics, Probability Distribution, Scalability, Text Mining, Algorithms, Machine Learning, Sampling (Statistics), Unsupervised Learning, Data Mining",Welcome | Nearest Neighbor Search | Clustering with k-means | Mixture Models | Mixed Membership Modeling via Latent Dirichlet Allocation | Hierarchical Clustering & Closing Remarks,"Emily Fox, Carlos Guestrin, University of Washington",Starts Jul 18,Flexible schedule,Learn at your own pace
