課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Connect and Protect: Networks and Network Security,4.8 out of 5 stars,6.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/networks-and-network-security,4 modules,"Network Protocols, Cybersecurity, Vulnerability Assessments, Network Infrastructure, Intrusion Detection and Prevention, Computer Networking, Firewall, Encryption, Hardening, Cloud Computing, Network Architecture, Cloud Security, TCP/IP, Virtual Private Networks (VPN), Network Security",Network architecture | Network operations | Secure against network intrusions | Security hardening,
TOTAL - CompTIA CySA+ Cybersecurity Analyst (CS0-003),N/A,N/A,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-total-comp-tia-cysa-cybersecurity-analyst-cs0-003-horbr,17 modules,"Cyber Threat Intelligence, Security Controls, Threat Modeling, Cybersecurity, Malware Protection, Security Management, Incident Response, Intrusion Detection and Prevention, Security Engineering, Network Analysis, Threat Detection, Vulnerability Assessments, Encryption, Application Security",About the CySA Exam | System and Network Architectures | Threat Intelligence in Support of Organizational Security | Attack Methodology Frameworks | Analyzing Potentially Malicious Activity | Techniques for Malicious Activity Analysis | Tools for Malicious Activity Analysis | Fundamentals of Threat Intelligence | Applying Threat Intelligence in Support of Organizational Security | Vulnerability Scanning Methods and Concepts | Vulnerability Assessment Tools | Analyzing and Prioritizing Vulnerabilities | Mitigating Vulnerabilities | Vulnerability Handling and Response | Incident Response Procedures | Post-Incident Response Activities | Utilize Basic Digital Forensics Techniques,Packt - Course Instructors
Prompt Engineering for ChatGPT,4.8 out of 5 stars,6.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prompt-engineering,6 modules,"Brainstorming, Ingenuity, Generative AI, ChatGPT, Application Development, Large Language Modeling, Creative Thinking, Prompt Engineering, Artificial Intelligence, Problem Solving, Collaboration, Productivity",Course Introduction | Introduction to Prompts | Prompt Patterns I | Few-Shot Examples | Prompt Patterns II | Prompt Patterns III,"Dr. Jules White, Vanderbilt University"
Cybersecurity Risk Management Across Critical Systems,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-risk-management-across-critical-systems,6 modules,"Cyber Security Policies, Cyber Risk, Governance, Threat Modeling, Vulnerability Assessments, Stakeholder Communications, Enterprise Risk Management (ERM), Information Assurance, Risk Mitigation, Cyber Security Strategy, Cybersecurity, Cyber Attacks, Risk Management, Risk Analysis, Stakeholder Engagement, Security Management, Cyber Security Assessment, Cyber Governance, Risk Modeling, Operational Risk",What Do We Mean by Cybersecurity Risk? (Week 1) | Estimating Primary Risk (Week 2) | Estimating Secondary Risk (Week 3) | Estimating Second Order Risk (Week 4) | Cyber Attack Scenarios and Generating the Risk Register (Week 5) | Communicating and Managing Risk Effectively (Week 6),"Charles Harry, University of Maryland, College Park"
"Cybersecurity Foundations: Threats Networks, and IoT Protection",N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/fundamentals-cybersecurity,5 modules,"TCP/IP, Cyber Risk, Threat Detection, Vulnerability Assessments, Network Analysis, Cybersecurity, Network Security, Network Monitoring, Docker (Software), Malware Protection, Internet Of Things, Network Routing, Network Protocols, Border Gateway Protocol","Course Introduction | Malware, Vulnerabilities, Exploitation and AV | NetFlow and The SiLK Toolkit | Addressing, BGP and Lookup | Internet of Things (IoT)","Jason Crossland, Johns Hopkins University"
Introduction to Automotive Cybersecurity & Vehicle Networks,3.5 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-automotive-cybersecurity-vehicle-networks,4 modules,"Cyber Security Strategy, Network Security, Cryptography, Vulnerability Assessments, Threat Modeling, Incident Response, Cybersecurity, Cyber Attacks, Cyber Governance, Cyber Risk, Threat Detection, Cyber Security Policies",Introduction to Automotive Cybersecurity | Design and Development of Secure Automotive Systems | Advanced Communications and Defense Strategies | Building a Secure Automotive Cybersecurity Framework,Lluis Foreman
Foundations of NIST Cybersecurity Frameworks,4.7 out of 5 stars,16 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-foundations-of-nist-cybersecurity-frameworks-mx3vy,4 modules,"Security Controls, Auditing, Enterprise Security, Cybersecurity, NIST 800-53, System Monitoring, Business Risk Management, Risk Analysis, Continuous Monitoring, Threat Detection, Cyber Security Policies, Security Management, Cyber Risk, Risk Management","NIST Cybersecurity Frameworks and Standards | Identification and Asset Management | NIST's Protect Function for Comprehensive Cybersecurity | Monitoring, Alerting, and Assessments in Cybersecurity",Packt - Course Instructors
Cybersecurity for Data Science,3.6 out of 5 stars,26 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-for-data-science,5 modules,"Authentications, Risk Analysis, Communication, Cryptography, Technical Communication, Data Security, Information Assurance, Security Controls, Computer Security Incident Management, Cyber Attacks, Data Ethics, Cybersecurity, Information Privacy, Human Factors (Security), Authorization (Computing), Problem Solving","Basic Cybersecurity Concepts and Principles | Your Cyber Story and Your Public Data Profile | Wifi, IoT, Hacking, Data Breaches and Social Engineering | The Ethics of Cyber Security | Cybersecurity Expert Interview","Al Pisano, University of Colorado Boulder"
Introduction to Applied Cryptography,4.6 out of 5 stars,990 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/introduction-applied-cryptography,,"Cybersecurity, Computer Science, Applied Mathematics, Key Management, Advanced Encryption Standard (AES), Authentications, Cryptography, Data Integrity, Encryption, Algorithms, Public Key Infrastructure, Arithmetic",Classical Cryptosystems and Core Concepts | Mathematical Foundations for Cryptography | Symmetric Cryptography | Asymmetric Cryptography and Key Management,"Sang-Yoon Chang, Richard White, William Bahn, University of Colorado System"
Cybersecurity Policy for Aviation and Internet Infrastructures,4.7 out of 5 stars,257 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-policy-aviation-internet,4 modules,"Infrastructure Architecture, Network Infrastructure, Cyber Security Strategy, Infrastructure Security, Transportation Operations, Cybersecurity, Mobile Security, Technology Roadmaps, Cyber Security Assessment, Cyber Risk, Cyber Security Policies, Risk Management Framework",Module 9: Aviation Infrastructure & Transportation Roadmap | Module 10: Applied Transportation Roadmap | Module 11: Internet Infrastructure & CARMA | Module 12: Applied CARMA,"Richard White, University of Colorado System"
Palo Alto Networks Cybersecurity Fundamentals,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-palo-alto-networks-cybersecurity-fundamentals-pccsa-nxmaz,3 modules,"Network Routing, Cyber Attacks, Computer Networking, Wireless Networks, Endpoint Security, Computer Security, Firewall, Vulnerability Assessments, Information Technology Infrastructure Library, Infrastructure Security, Threat Detection, Cybersecurity",Cybersecurity Fundamentals and Threat Landscape | Networking Fundamentals and Cybersecurity Practices | Palo Alto Networks Security Solutions and Technologies,Packt - Course Instructors
Cyber Security Fundamentals,4.6 out of 5 stars,196 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cyber-security-fundamentals,3 modules,"Security Management, Key Management, Cyber Risk, Cryptography, Data Integrity, Information Systems Security, Encryption, Incident Response, Information Assurance, Cybersecurity, Computer Security, Cyber Security Policies, Threat Management",Cyber security basics | Cryptography â the basics | Security management,"Chris Mitchell, University of London"
Cryptography I,4.8 out of 5 stars,4.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/crypto,7 modules,"Encryption, Public Key Cryptography Standards (PKCS), Algorithms, Cryptography, Key Management, Authentications, Data Encryption Standard, Data Integrity, Secure Coding, Cybersecurity, Advanced Encryption Standard (AES)",Course overview and stream ciphers | Block Ciphers | Message Integrity | Authenticated Encryption | Basic Key Exchange | Public-Key Encryption | Final exam,"Dan Boneh, Stanford University"
Sound the Alarm: Detection and Response,4.8 out of 5 stars,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/detection-and-response,4 modules,"Intrusion Detection and Prevention, Threat Detection, Network Security, Network Analysis, Splunk, Document Management, Security Information and Event Management (SIEM), Computer Security Incident Management, Incident Response, Event Monitoring, Technical Documentation, Continuous Monitoring, Cyber Threat Hunting, Cybersecurity, Network Monitoring, Network Protocols, TCP/IP, Incident Management",Introduction to detection and incident response | Network monitoring and analysis | Incident investigation and response | Network traffic and logs using IDS and SIEM tools,
Digital Manufacturing & Design Technology,4.6 out of 5 stars,6.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-manufacturing-design-technology,,"Intrusion Detection and Prevention, Systems Engineering, Cybersecurity, Vulnerability Assessments, Data Sharing, Constructive Feedback, Manufacturing Processes, Manufacturing Operations, Product Lifecycle Management, Model Based Systems Engineering, Control Systems, Security Controls",Digital Manufacturing & Design | Digital Thread: Components | Digital Thread: Implementation | Advanced Manufacturing Process Analysis | Intelligent Machining | Advanced Manufacturing Enterprise | Cyber Security in Manufacturing | MBSE: Model-Based Systems Engineering | Roadmap to Success in Digital Manufacturing & Design,"Ken English, Amy Moore, Sara Behdad, Shambhu Upadhyaya, Rahul Rai, The State University of New York, University at Buffalo"
Forensic Accounting and Fraud Examination,4.7 out of 5 stars,6.2K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/forensic-accounting,5 modules,"Criminal Investigation and Forensics, Analytics, Cyber Attacks, Financial Data, Big Data, Loss Prevention, Financial Controls, Financial Auditing, Compliance Reporting, Internal Controls, Business Ethics, Auditing, Investigation, Threat Detection, Cybersecurity, Security Awareness, Anomaly Detection, Cyber Operations, Accounting, Specialized Accounting","The Accidental Fraudster | The Predator Fraudster | Big Data, Benford's Law and Financial Analytics | Cyber-Crime and Money Laundering: Contemporary Tools and Techniques. | Whistleblowing","Dr. Richard Riley, Ph.D, Dr. Richard Dull, Ph.D, John Gill, J.D., CFE, West Virginia University"
Risk Assessment and Management in Cybersecurity,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/risk-assessment-and-management-in-cybersecurity,3 modules,"Risk Control, Risk Management, Business Continuity, Cybersecurity, Risk Modeling, Governance Risk Management and Compliance, Security Management, Continuous Monitoring, Governance, Risk Mitigation, Enterprise Risk Management (ERM), Risk Analysis, Threat Management, Risk Appetite, Operational Risk, Business Risk Management, Risk Management Framework, Cyber Risk, Vulnerability Management, ISO/IEC 27001",Understanding IT Risk | Conducting Risk Assessments | Risk Mitigation and Strategic Planning,Board Infinity
Cybersecurity Awareness For Everyone: Final Assessment,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-awareness-for-everyone,1 module,"Infrastructure Security, Computer Security Awareness Training, Network Infrastructure, Internet Of Things, Network Security, Security Awareness, Cybersecurity",Specialization Final Exam,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University"
Cybersecurity Policy for Water and Electricity Infrastructures,4.6 out of 5 stars,180 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-policy-water-electricity,4 modules,"Security Management, Configuration Management, Cyber Risk, Risk Management Framework, Cyber Security Assessment, Cyber Security Strategy, Infrastructure Security, NIST 800-53, Cyber Governance, Cybersecurity, Cyber Security Policies, Continuous Monitoring",Module 5: Water Infrastructure & NIST Cybersecurity Framework | Module 6: Applied NIST Cybersecurity Framework | Module 7: Electricity Infrastructure & ES-C2M2 | Module 8: Applied ES-C2M2,"Richard White, University of Colorado System"
Soporte de Tecnologías de la Información de Google,4.9 out of 5 stars,18K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google,,"Network Troubleshooting, Computer Security, Professional Development, Cloud Infrastructure, Network Security, Network Architecture, Technical Support, Systems Administration, Applicant Tracking Systems, Microsoft Windows, Desktop Support, IT Infrastructure",Technical Support Fundamentals | The Bits and Bytes of Computer Networking | Operating Systems and You: Becoming a Power User | System Administration and IT Infrastructure Services | IT Security: Defense against the digital dark arts | Accelerate Your Job Search with AI,
SAP Technology Consultant,4.7 out of 5 stars,1.3K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/sap-technology-consultant,,"Solution Design, Systems Design, Cloud Computing Architecture, Cybersecurity, Cloud Computing, Technical Consulting, Customer Engagement, Stakeholder Engagement, System Implementation, Digital Transformation, Test Planning, Technical Design",SAP Professional Fundamentals | Understanding the Enterprise Systems Environment | SAP Customer Engagement and Discovery | Designing an SAP Solution | Implementing an SAP Solution | SAP Technology Consultant Hands-on Project | Becoming an SAP Professional,"Leslie Reynolds, Miguel Alcobia, Dr Omar Sharaf, Martin Gollogly"
Introduction to Discrete Mathematics for Computer Science,4.5 out of 5 stars,3.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/discrete-mathematics,,"Combinatorics, Graph Theory, Network Analysis, Cybersecurity, Computational Thinking, Key Management, Deductive Reasoning, Cryptography, Computational Logic, Encryption, Algorithms, Arithmetic",Mathematical Thinking in Computer Science | Combinatorics and Probability | Introduction to Graph Theory | Number Theory and Cryptography | Delivery Problem,"Michael Levin, ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸Ñ ÐÐ¾Ð´Ð¾Ð»ÑÑÐºÐ¸Ð¹, Alexander S. Kulikov, University of California San Diego"
Introduction to Cloud Computing,4.6 out of 5 stars,7.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-cloud,6 modules,"Hybrid Cloud Computing, Virtual Machines, Cloud Computing Architecture, Cloud-Native Computing, Cloud Computing, Cloud Solutions, Serverless Computing, DevOps, Cloud Management, Cloud Security, Cloud Engineering, Emerging Technologies, Cloud Development, Cloud Hosting, Cloud Infrastructure, Cloud Technologies, Cloud Storage, Cloud Services, Cloud Platforms, Infrastructure As A Service (IaaS)","Overview of Cloud Computing | Cloud Computing Models | Components of Cloud Computing | Emergent Trends and Practices | Cloud Security, Monitoring, Case Studies,  Jobs | Final Project and Assignment",Rav Ahuja
Generative AI Cybersecurity & Privacy for Leaders: A Primer,4.8 out of 5 stars,41 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-security-privacy,5 modules,"Information Privacy, Cybersecurity, Law, Regulation, and Compliance, Threat Detection, Personally Identifiable Information, Business Ethics, Data Security, Prompt Engineering, Generative AI, Artificial Intelligence, Cyber Risk, Security Awareness","Generative AI Privacy & Security: An Individual Perspective | Generative AI Security & Prompting | Misinformation & Deepfakes | Hyper-Personalization, Persuasion, & Phishing | Generative AI Privacy & Security: A Perspective for Businesses & Organizations","Dr. Jules White, Dr. Sam Hays, Vanderbilt University"
Digital Shield: Cybersecurity for Data and System Protection,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-for-data-and-system-protection,7 modules,"Data Security, Security Awareness, Cyber Attacks, Malware Protection, Vulnerability Assessments, Network Security, Information Systems Security, Human Factors (Security), Threat Detection, Security Strategy, Cybersecurity, Security Controls",Begin here | Module 1: Introduction to Cybersecurity | Module 2: Malware | Module 3: Networking | Module 4: Browsing the web | Module 5: Social engineering | End of Course,"Daniel Zeldis, Universidades AnÃ¡huac"
Security Analyst Fundamentals,4.7 out of 5 stars,4.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/security-analyst-fundamentals,,"Intrusion Detection and Prevention, Threat Detection, Computer Security Incident Management, Open Web Application Security Project (OWASP), Penetration Testing, Vulnerability Scanning, Cybersecurity, Vulnerability Assessments, MITRE ATT&CK Framework, Cyber Threat Hunting, Security Testing, Threat Management","Penetration Testing, Threat Hunting, and Cryptography | Incident Response and Digital Forensics | Cybersecurity Case Studies and Capstone Project","IBM Skills Network Team, Dee Dee Collette, Dr. Manish Kumar"
Cybersecurity: Protecting your Information on the Go,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-protecting-your-information-on-the-go,5 modules,"Wireless Networks, General Networking, Proxy Servers, Information Privacy, Security Awareness, Data Security, Virtual Private Networks (VPN), Mobile Security, Network Security, Encryption, Cybersecurity",Course Welcome | Challenges of Using Computers on the Go (Module 3.1) | Securing Mobile Computing (Module 3.2) | Securing Mobile Phone Use (Module 3.3) | Course Conclusion,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University"
Cyber Attack Countermeasures,4.7 out of 5 stars,701 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cyber-attack-countermeasures,4 modules,"Network Security, Security Controls, Computer Security, Cryptography, Multi-Factor Authentication, Encryption, Public Key Infrastructure, Cybersecurity, Data Encryption Standard, Authentications",Cyber Security Safeguards | Understanding Authentication Protocols | Introducing Conventional Cryptography | Overview of Public Key Cryptographic Methods,"Dr. Edward G. Amoroso, New York University"
Cisco Cybersecurity Operations Essentials,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cisco-cybersecurity-operations-essentials,3 modules,"Continuous Monitoring, Information Systems Security, System Configuration, Cybersecurity, Malware Protection, Threat Management, Endpoint Security, Security Controls, Firewall, Network Security, Security Information and Event Management (SIEM), Cyber Security Policies, Incident Response, Computer Security, Data Ethics, Threat Detection, Computer Security Incident Management, Cyber Attacks, Intrusion Detection and Prevention, Cyber Operations",Introduction to Cybersecurity Concepts | Security Monitoring and Response | Host and Network Security,Board Infinity
ChatGPT + Cybersecurity: AI-Powered Tabletops & Training,4.8 out of 5 stars,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-cybersecurity-table-tops,3 modules,"Threat Modeling, Scenario Testing, Cybersecurity, Generative AI, Crisis Management, Cyber Security Strategy, ChatGPT, Cross-Functional Collaboration, Prompt Engineering, Incident Response, Complex Problem Solving",Why Use Generative AI to Help Facilitate Tabletops & Practice Handling Unforeseen Events? | Introduction to Cybersecurity Tabletops & Generative AI Enhancements | Practice More Often with Cybersecurity Micro-Tabletops & GPTs,"Dr. Jules White, Dr. Sam Hays, Vanderbilt University"
Becoming a Cybersecurity Consultant,4.9 out of 5 stars,8 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/becoming-a-cybersecurity-consultant,5 modules,"Cyber Security Strategy, Cyber Attacks, Risk Management, Cyber Security Assessment, Vulnerability Assessments, Business Economics, Information Privacy, Cybersecurity, Cyber Threat Intelligence, Security Controls, Cyber Risk, Threat Modeling, Network Security, Data Security",INTRODUCTION | Cybersecurity Principles | Cybersecurity Offensive Methods | Cybersecurity Defensive Methods | Cybersecurity Risk Management,"Marco Anisetti, Barbara Carminati, Muriel Figueredo Franco, Apostolos P. Fournaris, Argyro Chatzopoulou, Remi Badonnel, Elena Ferrari, Dumitru Bogdan PRELIPCEAN, Lama Sleem, Eder John Scheid, EIT Digital"
Ciberseguridad de Google,4.9 out of 5 stars,6.8K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ciberseguridad-de-google,,"Intrusion Detection and Prevention, Cyber Attacks, Computer Security Incident Management, Cybersecurity, Bash (Scripting Language), Network Security, Vulnerability Assessments, Hardening, Threat Management, Linux, Debugging, SQL","Foundations of Cybersecurity | Play It Safe: Manage Security Risks | Connect and Protect: Networks and Network Security | Tools of the Trade: Linux and SQL | Assets, Threats, and Vulnerabilities | Sound the Alarm: Detection and Response | Automate Cybersecurity Tasks with Python | Put It to Work: Prepare for Cybersecurity Jobs | Accelerate Your Job Search with AI",
Cybersecurity: What to Do When You Are a Victim,5 out of 5 stars,6 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-what-to-do-when-you-are-a-victim,5 modules,"Incident Response, Cyber Attacks, Multi-Factor Authentication, Cyber Risk, Cybersecurity, Security Awareness, Personally Identifiable Information, Information Privacy, Computer Security Incident Management, Safety and Security",Cybersecurity: What To Do If Youâre a Victim | Social Media Cybersecurity Issues (Module 4.1) | Dealing with Being Hacked (Module 4.2) | Dealing with Identity Theft (Module 4.3) | Course Conclusion,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University"
Cloud Computing Law: Data Protection and Cybersecurity,4.9 out of 5 stars,67 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cloud-computing-law-data-protection-and-cybersecurity,3 modules,"Cloud Security, Cloud Computing, Regulatory Requirements, Data Governance, Law, Regulation, and Compliance, Cybersecurity, Personally Identifiable Information, Incident Management, Data Security, Information Privacy, General Data Protection Regulation (GDPR), Cloud Services","Protecting Personal Data in the Cloud | International Data Transfers and Cloud Services | Cybersecurity, Cloud, and Critical Infrastructure","Christopher Millard, Ian Walden, Dimitra Kamarinou, Johan David Michels, Queen Mary University of London"
Cyber Security – Technology and Governance,4.7 out of 5 stars,99 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cyber-security-technology-governance,,"Cyber Attacks, Computer Security Incident Management, Cybersecurity, Command-Line Interface, Human Factors (Security), Network Security, TCP/IP, Security Management, Linux, Computer Architecture, OSI Models, Network Protocols",Introduction to Computer Security | Introduction to Network Security | Security Management and Governance | Cybercrime,"Guido Schmitz, Andrew Dwyer, Professor Peter Komisarczuk, Konstantinos Mersinas, University of London, Royal Holloway, University of London"
Microsoft Cloud Support Associate,4.7 out of 5 stars,1.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate,,"Microsoft Azure, Network Troubleshooting, Microsoft 365, System Monitoring, Virtual Private Networks (VPN), Cybersecurity, Cloud Computing, Network Security, Business Software, Technical Support, Disaster Recovery, Hardware Troubleshooting","Introduction to Computers | Introduction to Secure Networking | Essential Aspects of Software, Hardware, and Data Backup | Cybersecurity and Privacy | The Microsoft 365 Ecosystem | Technical Diagnostics and Troubleshooting Techniques | Cloud Computing Essentials with Azure Management | Azure Cloud Services | Azure Identity and Networking Essentials | Azure Network Configuration | Azure Monitoring and Analytics Fundamentals | Azure Backup, Security, and Compliance Administration",
Microsoft IT Support Specialist,4.7 out of 5 stars,1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist,,"Network Troubleshooting, Microsoft 365, Virtual Private Networks (VPN), Cybersecurity, Cloud Computing, Generative AI, Network Security, Business Software, Technical Support, Microsoft Teams, Hardware Troubleshooting, Desktop Support","Introduction to Computers | Introduction to Secure Networking | Essential Aspects of Software, Hardware, and Data Backup | Cybersecurity and Privacy | The Microsoft 365 Ecosystem | Technical Diagnostics and Troubleshooting Techniques",
An Employee's Guide to Cybersecurity,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/employeesguidetocybersecurity,6 modules,"Cyber Security Policies, Network Security, Cybersecurity, Identity and Access Management, Email Security, Cyber Attacks, Human Factors (Security), Incident Response, Remote Access Systems, Security Awareness, Computer Security Awareness Training, Malware Protection, Mobile Security",Course Welcome (Course 1) | Module 1.1 â Understanding Cybersecurity (Introduction) | Module 1.2 â Social Engineering and Cybersecurity | Module 1.3 â Introducing Cybersecurity Threats and Attacks | Module 1.4 â Employee's Role in Cybersecurity | Course Conclusion,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University"
Advanced Cybersecurity Techniques,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-cybersecurity-techniques,6 modules,"Authentications, MITRE ATT&CK Framework, Application Security, Network Security, Encryption, Open Web Application Security Project (OWASP), Wireless Networks, Mobile Security, Distributed Denial-Of-Service (DDoS) Attacks, Threat Modeling, Cybersecurity, Intrusion Detection and Prevention, Web Applications, Vulnerability Assessments, Penetration Testing, Network Protocols, Cyber Threat Intelligence",Course Introduction | Mobile Devices & DNS attacks | Scanning & Reconnaissance | Network Exploitation | Web Exploitation | Wi-Fi Exploitation,"Jason Crossland, Johns Hopkins University"
Generative Adversarial Networks (GANs),4.7 out of 5 stars,2.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-adversarial-networks-gans,,"Artificial Intelligence, Machine Learning, Computer Vision, Generative AI, Unsupervised Learning, Deep Learning, Applied Machine Learning, Artificial Neural Networks, PyTorch (Machine Learning Library), Image Analysis, Data Ethics, Performance Testing",Build Basic Generative Adversarial Networks (GANs) | Build Better Generative Adversarial Networks (GANs) | Apply Generative Adversarial Networks (GANs),"Sharon Zhou, Eda Zhou, Eric Zelikman"
The Cybersecurity Culture Blueprint: A Proactive Approach,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-culture-blueprint,4 modules,"Cyber Security Strategy, Continuous Monitoring, Human Factors (Security), Cybersecurity, Threat Detection, Cyber Governance, Employee Training, Incident Response, Culture Transformation, Communication Strategies, Organizational Change, Incident Management, Computer Security Awareness Training, Employee Engagement, Security Awareness",Welcome and Module 1: Introduction to Culture of Cybersecurity | Establishing the Foundation for a Cybersecurity Culture | The Power of Cybersecurity Awareness and Communication | Leading the Way in Cybersecurity Culture,Sandra Stefanic
"Operating Systems: Overview, Administration, and Security",4.6 out of 5 stars,5.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/operating-systems-overview-administration-security,5 modules,"Operating Systems, Microsoft Windows, Docker (Software), Cloud Security, Windows Servers, File Systems, Cloud Computing, Linux Servers, Virtualization and Virtual Machines, Systems Administration, Virtualization, User Accounts, Mac OS, Containerization, Linux, Security Controls, Command-Line Interface, Firewall",Windows Operating Systems | Windows Security | Linux Operating Systems | macOS and Virtualization | Final Project,"IBM Skills Network Team, Dee Dee Collette"
Azure Cybersecurity Solutions And Microsoft Defender,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/azure-cybersecurity-solutions-microsoft-defender,4 modules,"Scenario Testing, Cyber Attacks, Security Controls, Azure Active Directory, Firewall, Microsoft Azure, Threat Management, Virtual Machines, Cybersecurity, Malware Protection, Intrusion Detection and Prevention, Network Security, Endpoint Security, Security Information and Event Management (SIEM), Threat Detection, Cloud Security, Distributed Denial-Of-Service (DDoS) Attacks, Identity and Access Management, Event Management, Cyber Security Policies",Azure: Basic security capabilities | Security management in Azure | Microsoft 365 Defender threat protection | Graded assessment and course wrap up,
Introduction to Computer Science and Programming,4.2 out of 5 stars,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-computer-science-programming,,"Javascript, Cybersecurity, Computer Science, Computational Thinking, Web Applications, Debugging, Development Environment, Operating Systems, Problem Solving, Computer Systems, Arithmetic, Theoretical Computer Science",Introduction to Computer Programming | How Computers Work | Mathematics for Computer Science,"Dr Simon Katan, Prof Marco Gillies, Dr Matthew Yee-King, Dr Edward Anstead, Omar Karakchi, University of London, Goldsmiths, University of London"
Introduction to Computers and Operating Systems and Security,4.8 out of 5 stars,1.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,4 modules,"Artificial Intelligence, Computer Hardware, Data Storage, Cybersecurity, Operating Systems, Information Systems Security, Patch Management, Business Systems, Computer Systems, Microsoft 365, Computer Architecture, Generative AI, Cloud Computing, Servers, Enterprise Security, Business Software","Introduction to computers and operating systems | Enterprise systems and security | Business systems applications | Computers, operating systems, and security",
