課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Introduction to Generative AI - Bahasa Indonesia,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai---bahasa-indonesia,1 module,"Google Cloud Platform, Application Development, Artificial Intelligence, Machine Learning Methods, Generative AI",Pengantar AI Generatif,"Google Cloud Training, Google Cloud"
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8 out of 5 stars,20K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-tensorflow,4 modules,"Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Tensorflow, Computer Vision, Artificial Neural Networks, Keras (Neural Network Library), Image Analysis, Machine Learning",A New Programming Paradigm | Introduction to Computer Vision | Enhancing Vision with Convolutional Neural Networks | Using Real-world Images,Laurence Moroney
AI for Marketing,4.5 out of 5 stars,35 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/aiformarketing,,"Artificial Intelligence, Marketing, Business Marketing, Generative AI, AI Personalization, Marketing Automation, Customer Engagement, Marketing Operations, Customer Insights, Customer Acquisition Management, MarTech, Marketing Strategies",What Can AI Do for Marketing? | Generative AI in Marketing | AI's Existing Impact | Driving Customer Equity with AI | Capstone: Making the Case for AI,"David Schweidel, Emory University"
Learn to code with AI,4.6 out of 5 stars,109 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-to-code-with-ai,9 modules,"Artificial Intelligence, HTML and CSS, Mobile Development, Debugging, GitHub, Responsive Web Design, Cascading Style Sheets (CSS), Version Control, Web Development, Machine Learning, Database Application, ChatGPT, Application Development, Front-End Web Development, Application Deployment, Javascript, Computer Programming","ð¨ Build and deploy your first projects with ChatGPT: Part 1 | ð¨ Build and deploy your first projects with ChatGPT: Part 2 | ð¨ Build and deploy your first projects with ChatGPT: Test Your Knowledge | ð¦ Build games, mobile apps, and browser extensions: Part 1 | ð¦ Build games, mobile apps, and browser extensions: Part 2 | ð¦ Build games, mobile apps, and browser extensions: Test Your Knowledge | ð© Build database-powered projects | ð© Build database-powered projects: Test Your Knowledge | Bonus Module: Build Solo Projects","Per Harald Borgen, Guil Hernandez"
Generative AI: Shaping Work and Tasks,4.3 out of 5 stars,7 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-shaping-work-and-tasks,7 modules,"Automation, Education and Training, Marketing Analytics, Critical Thinking, Economics, Marketing, Journalism, Analysis, Generative AI Agents, Generative AI, Artificial Intelligence, Emerging Technologies, Job Analysis","AI and the Workplace | AI & The Future of Journalism | AI in Education | AI in Marketing | AI in Your Workplace | AI Applications and Context | Linking Workplaces, Jobs, and Tasks","Josh Pasek, University of Michigan"
IBM Systems Analyst,4.7 out of 5 stars,4.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-systems-analyst,,"User Acceptance Testing (UAT), Data Visualization, Business Systems Analysis, Systems Design, Process Optimization, Database Management, Systems Analysis, Data Migration, Agile Methodology, Computer Hardware, Stakeholder Engagement, Information Technology","Introduction to Systems Analysis | Business Analysis: Process Modeling & Requirements Gathering | Business Analysis: Project and Stakeholder Management | Data Visualization and Dashboards with Excel and Cognos | Information Technology (IT) Fundamentals for Everyone | IT Systems Design and AnalysisÂ | Software Testing, Deployment, and Maintenance Strategies | System Analyst Capstone ProjectÂ","IBM Skills Network Team, Daniel C. Yeomans, Skill-Up EdTech Team, Sandip Saha Joy, Steve Ryan, Kevin McFaul, Ramanujam Srinivasan, SkillUp EdTech"
Generative AI and its Impact on Cybersecurity,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-generative-ai-and-its-impact-on-cybersecurity-1ge45,7 modules,"Threat Detection, MITRE ATT&CK Framework, Threat Modeling, Information Privacy, Cybersecurity, Computer Security, Artificial Intelligence, Cyber Attacks, Cyber Security Strategy, Data Ethics, Innovation, Anomaly Detection, Cyber Threat Intelligence",Introduction to Generative AI and Cybersecurity Transformation | Generative AI Security Risks | Transforming the Cybersecurity Industry | Defensive Mechanisms and Best Practices | Future Trends in Generative AI Cybersecurity | Preparing for the Future | Adversarial Threat Landscape for AI Systems,Packt - Course Instructors
ChatGPT & Zapier: Agentic AI for Everyone,4.7 out of 5 stars,74 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agentic-ai-chatgpt-zapier,4 modules,"Travel Arrangements, Business Process Automation, Generative AI Agents, AI Personalization, Google Sheets, Automation, Generative AI, Agentic systems, Prompt Engineering, Artificial Intelligence, Google Workspace, ChatGPT, Application Programming Interface (API), Workflow Management, Natural Language Processing, Expense Reports, Expense Management, OpenAI","Agentic AI Concepts | Overview of Custom GPTs | Building an Agent with Zapier | Multi-Agent Systems, Memory, Reflection","Dr. Jules White, Vanderbilt University"
"Unsupervised Learning, Recommenders, Reinforcement Learning",4.9 out of 5 stars,4.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,3 modules,"Deep Learning, Machine Learning, Dimensionality Reduction, Supervised Learning, Collaborative Software, Data Ethics, Statistical Machine Learning, Unsupervised Learning, Machine Learning Methods, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms, Algorithms, Applied Machine Learning, Reinforcement Learning, Anomaly Detection",Unsupervised learning | Recommender systems | Reinforcement learning,"Andrew Ng, Aarti Bagul, Geoff Ladwig, Eddy Shyu, Stanford University"
AI for Business: Generation & Prediction,4.5 out of 5 stars,101 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-business-generation-and-prediction,1 module,"Strategic Thinking, Business Technologies, Analytical Skills, Generative AI, Content Creation, Business Ethics, Financial Forecasting, Digital Transformation, Innovation, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Data-Driven Decision-Making",AI For Business - Generation & Prediction,"Kelley O'Connell, Coursera Instructor Network"
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",4.4 out of 5 stars,163 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,6 modules,"Application Security, Application Programming Interface (API), Image Analysis, OpenAI, Prompt Engineering, Real Time Data, ChatGPT, Generative AI, Artificial Intelligence, Web Development Tools, Version Control, GitHub",ð¨ Intro to AI Engineering 01 - Foundations and API Basics | ð¨ Intro to AI Engineering 02 - Advanced Topics and Applications | ð¨ Test your AI Engineering Knowledge â Graded Assignment | ð¦ Deploying your AI App 01 - Security and API integration | ð¦ Deploying your AI App 02 - Advanced Features and Deployment | ð¦ Test your AI Deployment Knowledge,Tom Chant
Evaluating and Debugging Generative AI,N/A,N/A,Intermediate · Project · Less Than 2 Hours,https://www.coursera.org/projects/evaluating-and-debugging-generative-ai-project,,"System Monitoring, Data Store, Large Language Modeling, MLOps (Machine Learning Operations), Version Control, Jupyter, Generative AI, Development Environment",,Carey Phelps
Introduction to Generative AI - בעברית,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-he,1 module,"Application Development, Machine Learning, Generative AI, Artificial Intelligence, Machine Learning Methods, Google Cloud Platform",×××× ×××× × ××××××ª××ª ×× ×¨×××××ª,"Google Cloud Training, Google Cloud"
Ethics of Generative AI,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ethics-of-generative-ai,3 modules,"Business Ethics, Social Sciences, Regulatory Requirements, Artificial Intelligence, Data Security, Information Privacy, Personally Identifiable Information, General Data Protection Regulation (GDPR), Compliance Management, Data-Driven Decision-Making, Data Ethics, Regulatory Affairs, Healthcare Ethics, Regulatory Compliance, Ethical Standards And Conduct, Accountability","Foundations of Ethical Generative AI | Transparency & Explainability in Generative AI | Regulatory, Societal, and Ethical Impacts of Generative AI",Priyanka Mehta
Practical Python for AI Coding 1,4.6 out of 5 stars,86 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/practical-python-for-ai-coding--preparation-for-coding,7 modules,"Data Manipulation, Computer Programming Tools, Artificial Intelligence, Development Environment, Data Structures, Artificial Intelligence and Machine Learning (AI/ML), Tensorflow, Jupyter, Program Development, Programming Principles, Python Programming, NumPy, Keras (Neural Network Library), Integrated Development Environments",Preparation for coding : Setting up AI coding environment | Basic concepts and rules of Python coding | Primitive data types | Control statements and iteration | Creating functions | Non-primitive data types: Lists and tuples | Non-primitive data types: Dictionaries and sets,"Youngsun Kwon, Korea Advanced Institute of Science and Technology(KAIST)"
C and Go: Classical and Modern Programming,4.5 out of 5 stars,7.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-and-go,,"Go (Programming Language), Software Testing, Command-Line Interface, Integrated Development Environments, Computer Science, Object Oriented Design, Computational Thinking, C (Programming Language), Integration Testing, Unit Testing, Debugging, C++ (Programming Language)",C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2,"Ira Pohl, University of California, Santa Cruz"
Generative AI for Java and Spring Development,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-java-and-spring-development,3 modules,"Java, Test Tools, Application Deployment, Generative AI, Application Programming Interface (API), Development Environment, Computer Vision, Restful API, Software Development",AI Fundamentals with Java | Spring AI Integration | Final Project,"Skill-Up EdTech Team, Ramanujam Srinivasan, SkillUp EdTech"
Digital Transformation Using AI/ML with Google Cloud,4.7 out of 5 stars,7.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,,"Technology Strategies, Machine Learning, Cloud-Native Computing, Technical Management, Containerization, Cloud Infrastructure, Cloud Computing, Applied Machine Learning, Public Cloud, Serverless Computing, IT Management, Infrastructure As A Service (IaaS)",Digital Transformation with Google Cloud | Modernize Infrastructure and Applications with Google Cloud | Managing Machine Learning Projects with Google Cloud,"Google Cloud Training, Google Cloud"
Explainable AI (XAI),4.7 out of 5 stars,39 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/explainable-artificial-intelligence-xai,,"Regression Analysis, Predictive Analytics, Artificial Intelligence, Machine Learning, Machine Learning Methods, Scatter Plots, Visualization (Computer Graphics), Generative AI, Predictive Modeling, Deep Learning, Applied Machine Learning, Decision Tree Learning",Developing Explainable AI (XAI) | Interpretable Machine Learning | Explainable Machine Learning (XAI),"Brinnae Bent, PhD, Duke University"
"Data Ethics, AI and Responsible Innovation",5 out of 5 stars,20 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-ethics-ai-and-responsible-innovation,5 modules,"Innovation, Machine Learning, Analytical Skills, Social Sciences, Artificial Intelligence, Data Governance, Accountability, Information Privacy, Data Security, Decision Making, Algorithms, Ethical Standards And Conduct, Law, Regulation, and Compliance, Diversity Awareness, Big Data, Data Ethics",Week 1: Law and Ethics | Week 2: Crime and Justice | Week 3: Home and City | Week 4: Money and Markets | Week 5: Life and Health,"Dr Ewa Luger, ProfessorMichael Rovatsos, The University of Edinburgh"
Intel® AI Fundamentals,4.1 out of 5 stars,71 reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/intel-ai-fundamental,,"Real Time Data, Artificial Intelligence, Technology Strategies, Machine Learning, Automation, Solution Sales Engineering, Business Technologies, Business Intelligence, Generative AI, Customer Success Management, B2B Sales, Deep Learning",AI Essentials | The IntelÂ® AI Value | IntelÂ®  AI Win Recipes,
AI for Knowledge Workers,4.6 out of 5 stars,144 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-knowledge-workers,4 modules,"Deep Learning, Safety and Security, Artificial Neural Networks, Information Privacy, Brainstorming, Workforce Development, Data Ethics, Content Creation, Artificial Intelligence, ChatGPT, Prompt Engineering, Generative AI, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Emerging Technologies, Innovation",Introduction to AI | Introduction to Prompting with GenAI | Creative and Critical Thinking with GenAI | Safety Considerations and Expanding Your Learning,"Sadie St. Lawrence, University of California, Davis"
Microsoft Copilot: Your Everyday AI Companion,4.4 out of 5 stars,63 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/microsoft-copilot-your-everyday-ai-companion,,"Microsoft 365, Customer Relationship Management (CRM) Software, Business Process Automation, Generative AI, Critical Thinking, Marketing Automation, Microsoft Teams, Sales Strategy, Workflow Management, Data Governance, Prompt Engineering, Regulation and Legal Compliance","Introduction to Microsoft Copilot | Applications of Copilot in the Workplace | Copilot Best Practices, Ethics and Regulatory Implications",
Advanced Creative Thinking and AI: Tools for Success,4.7 out of 5 stars,82 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-creative-thinking,6 modules,"Artificial Intelligence, Brainstorming, Creativity, Design Thinking, Ideation, Creative Thinking, Critical Thinking, Cognitive flexibility, Innovation, Problem Solving",Week 1 | Week 2 | Week 3 | Week 4 | Week 5 | Week 6,"Peter Childs, Imperial College London"
IBM Machine Learning,4.6 out of 5 stars,3.2K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-machine-learning,,"Regression Analysis, Machine Learning, Statistical Hypothesis Testing, Reinforcement Learning, Generative AI, Predictive Modeling, Statistical Analysis, Unsupervised Learning, Feature Engineering, Deep Learning, Applied Machine Learning, Data Processing",Exploratory Data Analysis for Machine Learning | Supervised Machine Learning: Regression | Supervised Machine Learning: Classification | Unsupervised Machine Learning | Deep Learning and Reinforcement Learning | Machine Learning Capstone,"Kopal Garg, Xintong Li, Artem Arutyunov, Joseph Santarcangelo, Mark J Grover, Miguel Maldonado, Yan Luo, Svitlana (Lana) Kramar"
"IBM Deep Learning with PyTorch, Keras and Tensorflow",4.5 out of 5 stars,3.8K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow,,"Data Manipulation, Regression Analysis, Tensorflow, Artificial Intelligence, Verification And Validation, Machine Learning Methods, Computer Vision, Reinforcement Learning, Generative AI, Predictive Modeling, Unsupervised Learning, Deep Learning",Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning,"Wojciech 'Victor' Fulmyk, Ricky Shi, Romeo Kienzler, Joseph Santarcangelo, Alex Aklson, Samaya Madhavan, JEREMY NILMEIER"
ChatGPT Playground for Beginners: Intro to NLP AI,4.7 out of 5 stars,67 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/rudi-hinds-chatgpt-playground-for-beginners-intro-to-nlp-ai,,"Telehealth, ChatGPT, Large Language Modeling, Health Technology, Prompt Engineering, Generative AI, Artificial Intelligence, OpenAI, Natural Language Processing, Patient Education And Counseling",,"Rudi Hinds, Coursera Project Network"
Learn AI Agents,4.7 out of 5 stars,37 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learn-ai-agents,4 modules,"User Interface (UI), Human Computer Interaction, ChatGPT, Artificial Intelligence, Generative AI Agents, OpenAI, User Interface and User Experience (UI/UX) Design, Prompt Engineering",Learn AI Agents | Building and Refining ReAct Agents | OpenAI's Functions Agent | Test Your Knowledge,Bob Ziroll
Introduction to Generative AI - Deutsch,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-studio---de,1 module,"Artificial Intelligence, Google Cloud Platform, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Machine Learning, Application Development",EinfÃ¼hrung in die generative KI,"Google Cloud Training, Google Cloud"
AI for Cybersecurity,4.5 out of 5 stars,44 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-for-cybersecurity,,"Intrusion Detection and Prevention, Cyber Attacks, Threat Detection, System Design and Implementation, Network Analysis, Email Security, Cybersecurity, Generative AI, Network Security, Feature Engineering, Jupyter, Deep Learning",Introduction to AI for Cybersecurity | Advanced Malware and Network Anomaly Detection | Securing AI and Advanced Topics,"Lanier Watkins, Johns Hopkins University"
Building Generative AI Apps to Talk to Your Data,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/building-generative-ai-apps-to-talk-to-your-data,3 modules,"Generative AI, Unstructured Data, Application Development, Large Language Modeling, Snowflake Schema, Natural Language Processing, Query Languages, Semantic Web, SQL, Real Time Data, Artificial Intelligence, Data Pipelines, User Interface (UI), Data Processing",Introduction to building conversational apps with data | Finding answers from unstructured data with Cortex Search | Answer questions from structured data with Cortex Analyst,
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,276 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Information Privacy, Data Ethics, Ethical Standards And Conduct, Governance, Social Justice, Artificial Intelligence, Algorithms, Law, Regulation, and Compliance, Political Sciences, Emerging Technologies",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University"
Coding and Automation for Data Analysis with Generative AI,4.7 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/coding-and-automation-for-data-analysis-with-generative-ai,5 modules,"SQL, Prompt Engineering, Teradata SQL, Integrated Development Environments, Data Pipelines, Debugging, Generative AI, Data Processing, Excel Formulas, Automation, Artificial Intelligence, Microsoft Excel, Data Analysis, Data Ethics",Code generation fundamentals | Building formulas | Advanced coding techniques | Automation and integration | GenAI in action: Data case studies,
Google Cloud Digital Leader Training,4.8 out of 5 stars,4.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,,"Real Time Data, Tensorflow, Artificial Intelligence, Cloud Infrastructure, Cloud Computing, Data Management, Data Security, Big Data, Cloud Management, Data Governance, Serverless Computing, Infrastructure As A Service (IaaS)",Digital Transformation with Google Cloud | Exploring Data Transformation with Google Cloud | Innovating with Google Cloud Artificial Intelligence | Modernize Infrastructure and Applications with Google Cloud | Trust and Security with Google Cloud | Scaling with Google Cloud Operations,"Google Cloud Training, Google Cloud"
Put It to Work: Prepare for Cybersecurity Jobs,4.8 out of 5 stars,5.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,5 modules,"Incident Management, Data Security, Professional Networking, Cybersecurity, Artificial Intelligence, Information Privacy, Security Information and Event Management (SIEM), Incident Response, Asset Protection, Security Awareness, Data Ethics, Communication, Cyber Threat Intelligence, Stakeholder Communications, Stakeholder Engagement",Protect data and communicate incidents | Escalate incidents | Communicate effectively to influence stakeholders | Engage with the cybersecurity community | Use AI to optimize workflows,
Preparing for Google Cloud Certification: Machine Learning Engineer,4.4 out of 5 stars,4.9K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,,"Tensorflow, Machine Learning, CI/CD, Data Pipelines, Systems Design, Cloud Infrastructure, Cloud Computing, Generative AI, Feature Engineering, Data Management, MLOps (Machine Learning Operations), Data Governance","Introduction to AI and Machine Learning on Google Cloud | Build, Train and Deploy ML Models with Keras on Google Cloud | Feature Engineering | Machine Learning in the Enterprise | Production Machine Learning Systems | Machine Learning Operations (MLOps): Getting Started","Google Cloud Training, Google Cloud"
Leveraging AI for Enhanced Content Creation,4.6 out of 5 stars,116 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leveraging-ai-for-enhanced-content-creation,1 module,"Artificial Intelligence, Content Creation, Advertising, Prompt Engineering, Generative AI, Data Ethics, Video Editing, Content Marketing, Advertising Campaigns, Storytelling, Web Content, ChatGPT",Leveraging AI for Enhanced Content Creation,"Jordan Wilson, Coursera Instructor Network"
Introduction to Generative AI - 한국어,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-ko,1 module,"Application Development, Generative AI, Machine Learning Methods, Google Cloud Platform, Artificial Intelligence",ìì±í AI ìê°,"Google Cloud Training, Google Cloud"
DevOps and AI on AWS: CI/CD for Generative AI Applications,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cicd-generative-ai-apps,3 modules,"Continuous Monitoring, Cloud Applications, Amazon CloudWatch, System Monitoring, Automation, Application Deployment, CI/CD, DevOps, AWS CloudFormation, Infrastructure as Code (IaC), Amazon Web Services, Continuous Integration, Generative AI, Release Management, Continuous Deployment",Introduction to DevOps | Release and Deploy | Monitor and Operate,"Morgan Willis, Russell Sayers, Rafael Lopes, Amazon Web Services"
The History and Relevance of the Rise of Generative AI,4.9 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/history-and-relevance-of-generative-ai,4 modules,"Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Large Language Modeling, Artificial Intelligence, Emerging Technologies",Lesson 1 Course and Instructor Introduction | Lesson 2: Where Did âAIâ Come From? | Lesson 3: What's So Different About Generative AI? | Lesson 4: Gen AI Today and Tomorrow,"Jesse Spencer-Smith, Vanderbilt University"
Introduction to Generative AI Studio - Italiano,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-studio-it,1 module,"Generative AI, Artificial Intelligence, Large Language Modeling, Prototyping, Prompt Engineering",Introduzione a Generative AI Studio,"Google Cloud Training, Google Cloud"
Introduction to Generative AI - 日本語版,4.5 out of 5 stars,11 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-ja,1 module,"Generative AI, Google Cloud Platform, Machine Learning, Application Development, Artificial Intelligence",çæ AI ã®æ¦è¦,"Google Cloud Training, Google Cloud"
Microsoft Cybersecurity Analyst,4.7 out of 5 stars,2.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,,"Active Directory, Computer Security Incident Management, Penetration Testing, Vulnerability Scanning, Cybersecurity, Cloud Computing, Network Security, Business Software, Data Management, MITRE ATT&CK Framework, Security Testing, Threat Management",Introduction to Computers and Operating Systems and Security | Introduction to Networking and Cloud Computing | Cybersecurity Threat Vectors and Mitigation | Cybersecurity Identity and Access Solutions using Azure AD | Cybersecurity Solutions and Microsoft Defender | Cybersecurity Tools and Technologies | Cybersecurity Management and Compliance | Advanced Cybersecurity Concepts and Capstone Project | Microsoft SC-900 Exam Preparation and Practice,
Grow with AI: Your AI-driven Growth Marketing strategy,4.7 out of 5 stars,63 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/grow-with-ai-your-ai-driven-growth-marketing-strategy,4 modules,"Customer Insights, Lead Generation, Customer experience strategy (CX), Marketing Effectiveness, Business Ethics, Growth Strategies, Customer Engagement, Artificial Intelligence, Email Marketing, Marketing Automation, AI Personalization, Marketing Analytics, Customer Retention, Marketing Strategies",Create an AI-powered Growth Marketing Strategy | Attract Potential Customers and Build an Email List with AI | Turn prospects into happy customers and advocates with AI | Optimize your Growth Marketing Strategy with AI-Driven Analytics,Thalita Milan
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,276 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Information Privacy, Data Ethics, Ethical Standards And Conduct, Governance, Social Justice, Artificial Intelligence, Algorithms, Law, Regulation, and Compliance, Political Sciences, Emerging Technologies",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University"
Coding and Automation for Data Analysis with Generative AI,4.7 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/coding-and-automation-for-data-analysis-with-generative-ai,5 modules,"SQL, Prompt Engineering, Teradata SQL, Integrated Development Environments, Data Pipelines, Debugging, Generative AI, Data Processing, Excel Formulas, Automation, Artificial Intelligence, Microsoft Excel, Data Analysis, Data Ethics",Code generation fundamentals | Building formulas | Advanced coding techniques | Automation and integration | GenAI in action: Data case studies,
Put It to Work: Prepare for Cybersecurity Jobs,4.8 out of 5 stars,5.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,5 modules,"Incident Management, Data Security, Professional Networking, Cybersecurity, Artificial Intelligence, Information Privacy, Security Information and Event Management (SIEM), Incident Response, Asset Protection, Security Awareness, Data Ethics, Communication, Cyber Threat Intelligence, Stakeholder Communications, Stakeholder Engagement",Protect data and communicate incidents | Escalate incidents | Communicate effectively to influence stakeholders | Engage with the cybersecurity community | Use AI to optimize workflows,
Google Cloud Digital Leader Training,4.8 out of 5 stars,4.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,,"Real Time Data, Tensorflow, Artificial Intelligence, Cloud Infrastructure, Cloud Computing, Data Management, Data Security, Big Data, Cloud Management, Data Governance, Serverless Computing, Infrastructure As A Service (IaaS)",Digital Transformation with Google Cloud | Exploring Data Transformation with Google Cloud | Innovating with Google Cloud Artificial Intelligence | Modernize Infrastructure and Applications with Google Cloud | Trust and Security with Google Cloud | Scaling with Google Cloud Operations,"Google Cloud Training, Google Cloud"
Introduction to Generative AI - 한국어,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-ko,1 module,"Application Development, Generative AI, Machine Learning Methods, Google Cloud Platform, Artificial Intelligence",ìì±í AI ìê°,"Google Cloud Training, Google Cloud"
Leveraging AI for Enhanced Content Creation,4.6 out of 5 stars,116 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leveraging-ai-for-enhanced-content-creation,1 module,"Artificial Intelligence, Content Creation, Advertising, Prompt Engineering, Generative AI, Data Ethics, Video Editing, Content Marketing, Advertising Campaigns, Storytelling, Web Content, ChatGPT",Leveraging AI for Enhanced Content Creation,"Jordan Wilson, Coursera Instructor Network"
Preparing for Google Cloud Certification: Machine Learning Engineer,4.4 out of 5 stars,4.9K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,,"Tensorflow, Machine Learning, CI/CD, Data Pipelines, Systems Design, Cloud Infrastructure, Cloud Computing, Generative AI, Feature Engineering, Data Management, MLOps (Machine Learning Operations), Data Governance","Introduction to AI and Machine Learning on Google Cloud | Build, Train and Deploy ML Models with Keras on Google Cloud | Feature Engineering | Machine Learning in the Enterprise | Production Machine Learning Systems | Machine Learning Operations (MLOps): Getting Started","Google Cloud Training, Google Cloud"
Introduction to Generative AI - 日本語版,4.5 out of 5 stars,11 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai-ja,1 module,"Generative AI, Google Cloud Platform, Machine Learning, Application Development, Artificial Intelligence",çæ AI ã®æ¦è¦,"Google Cloud Training, Google Cloud"
DevOps and AI on AWS: CI/CD for Generative AI Applications,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cicd-generative-ai-apps,3 modules,"Continuous Monitoring, Cloud Applications, Amazon CloudWatch, System Monitoring, Automation, Application Deployment, CI/CD, DevOps, AWS CloudFormation, Infrastructure as Code (IaC), Amazon Web Services, Continuous Integration, Generative AI, Release Management, Continuous Deployment",Introduction to DevOps | Release and Deploy | Monitor and Operate,"Morgan Willis, Russell Sayers, Rafael Lopes, Amazon Web Services"
